youTubeLinkIds@sourceA,attraction_name@sourceA,attraction_knownFor@sourceA,attraction_reviewComment@sourceA,attraction_ranking@sourceA,attraction_no_of_reviews@sourceA,attraction_contact@sourceA,attraction_in@sourceA,attraction_address@sourceA,attraction_url@sourceA,attraction_in_file@sourceA,mention_name@sourceB,mention_popularity@sourceB,mention_longitude@sourceB,mention_latitude@sourceB,no_of_blogFiles@sourceB,Confidence
"oezPi36K8Ng,iyalYWWiKyo,hRd36gQmtP0",Rancho San Antonio County Park,Nature & Parks,Very dry and dusty in October 2016. Lots of parking but crowded doing the weekend mornings. Many many miles of walking and running trails. It is a wonderful outdoor area.,1,154,+1 650-691-1200,Cupertino,"Cristo Rey Drive , Cupertino , CA 95014",https://www.tripadvisor.com/Attraction_Review-g32273-d146951-Reviews-Rancho_San_Antonio_County_Park-Cupertino_California.html,cupertino.json,cupertino,13,-122.0322518,37.3230107,41,100
"ry3z6It6wfw,6sbecejIn8w",Ridge Vineyards,,"Ridge Winery - What you Need to Know 1) This winery is at the tippy top of a long and winding road up to the tippy top of a ridge. So go slowly, look for bicyclists, and enjoy... read more",2,70,+1 408-867-3233,Cupertino,"17100 Montebello Rd , Cupertino , CA 95014-5435",https://www.tripadvisor.com/Attraction_Review-g32273-d271369-Reviews-Ridge_Vineyards-Cupertino_California.html,cupertino.json,cupertino,13,-122.0322518,37.3230107,41,100
"MiZ21XkFZKI,pc3PPZ6y0GQ,0g-WjUhhPlo",Doheny State Beach,,"Lots of volleyboard set ups, snack bar, bike rentals and a large, wonderful Sandy beach. It is a bit rocky down by the water. The waves were a good beginner surfer size.",5,328,+1 949-496-6172,Dana Point,"Del Obispo and Pacific Coast Highway , Dana Point , CA 92629",https://www.tripadvisor.com/Attraction_Review-g32279-d127565-Reviews-Doheny_State_Beach-Dana_Point_California.html,dana_point.json,dana point,27,-117.6981074,33.4669721,170,100
"uvMY4RNZA6U,il9EURgjvhU,Dpr87_SZyl8",Dana Point Nature Interpretive Center,"Visitor Centers , Traveler Resources",Even though we've lived here for 44yrs it's still special. The small Interpretive Center keeps getting better and it's a perfect place to begin your amazing trail walk. This is a... read more,8,46,+1 949-248-3527,Dana Point,"34558 Scenic Dr , Dana Point , CA 92629-2749",https://www.tripadvisor.com/Attraction_Review-g32279-d6373353-Reviews-Dana_Point_Nature_Interpretive_Center-Dana_Point_California.html,dana_point.json,dana point,27,-117.6981074,33.4669721,170,100
"nY72nM4Cv6U,urkCAWa6DDw,thzLwhaCNzI",Salt Creek Beach,"Beaches , Nature & Parks , Outdoor Activities","Situated right below the Ritz Carlton, Salt Creek Beach is a lovely spot with great waves for surfing or just wading in the water. There is a nice park which has picnic tables. If... read more",2,215,,Dana Point,"Pacific Coast Hwy , Dana Point , CA 92629",https://www.tripadvisor.com/Attraction_Review-g32279-d4112527-Reviews-Salt_Creek_Beach-Dana_Point_California.html,dana_point.json,dana point,27,-117.6981074,33.4669721,170,100
"fMVUILVM0Xw,wReIilks9Ls,oLL2cflStAo",The Pilgrim,,"If you like boats, ships, the ocean and a flare for the historical, this is the spot to visit, when it's allowed. I video taped a wedding about this vessel and it was very... read more",11,30,+1 949-496-2274,Dana Point,"Dana Point Harbor , Dana Point , CA",https://www.tripadvisor.com/Attraction_Review-g32279-d248112-Reviews-The_Pilgrim-Dana_Point_California.html,dana_point.json,dana point,27,-117.6981074,33.4669721,170,100
"Qxq3ilNhQTg,3IvpB3a1I6k,f4YIezhf7ic",Pines Park,,This is a nice park by the sea-side with lot of trees and greenery to have a walk or enjoy a family lunch/breakfast etc. Parking is usually not a problem and tall trees create a... read more,9,37,+1 949-248-3530,Dana Point,"34941 Camino Capistrano , Dana Point , CA 92624-1724",https://www.tripadvisor.com/Attraction_Review-g32279-d3625270-Reviews-Pines_Park-Dana_Point_California.html,dana_point.json,dana point,27,-117.6981074,33.4669721,170,100
"wkcI4zMSG4o,Qsf7NgjpeOs,JczLwsGTsM8",Dana Strands Beach,,There is a funicular railway that is sometimes open to take you to the beach; it's fun and free. There were several places to surf and walking was good.,13,8,,Dana Point,"Salt Creek Beach Park , Strand Vista Park, Selva Road west of Pacific Coast Highway , Dana Point , CA 92629",https://www.tripadvisor.com/Attraction_Review-g32279-d10524836-Reviews-Dana_Strands_Beach-Dana_Point_California.html,dana_point.json,dana point,27,-117.6981074,33.4669721,170,100
Bd_q4rofGE4,"Eco-Adventure Center at The Ritz-Carlton, Laguna Niguel",,"To celebrate my 50th birthday, I purchased a whale watching trip for my entire birthday party (ten people total). The staff here was attentive, professional, and made the three... read more",14,9,+1 949-240-2000,Dana Point,"1 Ritz Carlton Dr , Dana Point , CA 92629-4205",https://www.tripadvisor.com/Attraction_Review-g32279-d1924730-Reviews-Eco_Adventure_Center_at_The_Ritz_Carlton_Laguna_Niguel-Dana_Point_California.html,dana_point.json,dana point,27,-117.6981074,33.4669721,170,100
"tdn4ECTKOYs,3gUvqntF-WQ,Mx6_ujitJTk",Bluff Top Trail,,This is Dana Point's best kept secret. A simple walk that virtually anyone can do. It has spectacular views and easy walking for every age group.,10,28,,Dana Point,"Santa Clara Ave, Violet Lantern to Amber Lantern St , Dana Point , CA 92629",https://www.tripadvisor.com/Attraction_Review-g32279-d5777049-Reviews-Bluff_Top_Trail-Dana_Point_California.html,dana_point.json,dana point,27,-117.6981074,33.4669721,170,100
"XAxH1JG-9pY,dkFsj705ziE",Del Mar Race Track,"Horse Tracks , Casinos & Gambling , Fun & Games",Just an enjoyable experience - good enough food - easy parking. Sat in the grandstand during the week so there were plenty of seats. My adult son's first time and he loved it.,1,374,+1 858-755-1141,Del Mar,"just west of I-5 at the Via de la Valle exit , Del Mar , CA",https://www.tripadvisor.com/Attraction_Review-g32286-d209278-Reviews-Del_Mar_Race_Track-Del_Mar_California.html,del_mar.json,del mar,1,-117.2653145,32.9594891,1,100
"IOSXunFPReU,2VXd2qc1T_8",Del Mar Farmers Market/Artisan Open Air Market,,"This market operates year-round from 1 to 4 p.m. on Saturdays. During our April visit, 41 canopied stands stood in a large area below the City Hall parking lot, selling everything... read more",11,5,+1 760-521-0643,Del Mar,"1050 Camino Del Mar , Del Mar , CA 92014-2604",https://www.tripadvisor.com/Attraction_Review-g32286-d2287237-Reviews-Del_Mar_Farmers_Market_Artisan_Open_Air_Market-Del_Mar_California.html,del_mar.json,del mar,1,-117.2653145,32.9594891,1,100
"MUm6brG1vfs,jRAYpYSH5ag,19MLCHKjqvs",Dog Beach,"Beaches , Nature & Parks , Outdoor Activities","If you're a dog lover, you'll love strolling on dog beach where dogs can frolic to their hearts delight off-leash. There a couple of restaurants here as well (but not sure what... read more",3,185,,Del Mar,"3006 Sandy Ln , Del Mar , CA 92014-2000",https://www.tripadvisor.com/Attraction_Review-g32286-d2642805-Reviews-Dog_Beach-Del_Mar_California.html,del_mar.json,del mar,1,-117.2653145,32.9594891,1,100
"9d9N5e04jhc,98I_ST9GZSE,ne-wCezptGo",Del Mar City Beach,"Beaches , Nature & Parks , Outdoor Activities",My favorite beach - once you can get there. Parking is difficult so get there early. Terrific restaurants nearby - Jake's Del Mar allows you to enjoy a meal and enjoy the beach... read more,2,322,+1 858-755-1556,Del Mar,"Coast Boulevard , Del Mar , CA",https://www.tripadvisor.com/Attraction_Review-g32286-d208325-Reviews-Del_Mar_City_Beach-Del_Mar_California.html,del_mar.json,del mar,1,-117.2653145,32.9594891,1,100
"ttc5ERk6MIo,gxPzv8Lc_nQ,6xh4IAd2XnA",Jimmie O's,,As the only bar in Del Mar it was a fun almost dive bar. The drinks were strong and the staff was really cool. They also had food and their bison taco was amazing.,10,2,+1 858-350-3735,Del Mar,"225 15th St , Del Mar , CA 92014-2304",https://www.tripadvisor.com/Attraction_Review-g32286-d4801900-Reviews-Jimmie_O_s-Del_Mar_California.html,del_mar.json,del mar,1,-117.2653145,32.9594891,1,100
"67fpOi5i9mM,FmMDe25_Sqk,opC4-qycNhs",Free Flight,,Great place to kill sometime with the little ones. Amazing beautiful birds--some are very friendly that allow you to pet and hold them. The manager their is great; she is... read more,6,40,+1 858-481-3148,Del Mar,"2132 Jimmy Durante Blvd , Del Mar , CA 92014-2215",https://www.tripadvisor.com/Attraction_Review-g32286-d107752-Reviews-Free_Flight-Del_Mar_California.html,del_mar.json,del mar,1,-117.2653145,32.9594891,1,100
"uNjRkTWNqrc,rMSJcIM8Vus,Ovf9uKOiARA",Powerhouse Park,Nature & Parks,"On the week-ends, parking is busy. Be prepared to walk to get to the park. Beautiful views and perfect picnic spot.",5,59,+1 858-755-1524,Del Mar,"1600 Coast Blvd , Del Mar , CA 92014-2354",https://www.tripadvisor.com/Attraction_Review-g32286-d4302650-Reviews-Powerhouse_Park-Del_Mar_California.html,del_mar.json,del mar,1,-117.2653145,32.9594891,1,100
"5xZOcyhryNc,256R2-pzsVI,d-rC_F4TwP8",Seagrove Park,Nature & Parks,We stay next to this park in a time share. It is a terrific place to watch the sunset. Actually it is the best public place in Del Mar to watch the sunset. There are many events... read more,4,78,+1 858-755-1524,Del Mar,"1601 Coast Blvd , Del Mar , CA 92014-2318",https://www.tripadvisor.com/Attraction_Review-g32286-d2263366-Reviews-Seagrove_Park-Del_Mar_California.html,del_mar.json,del mar,1,-117.2653145,32.9594891,1,100
"QSqXbmsRw_U,_CHtcN1I_7U,6vDqfrR0z1U",Desert Dunes Golf Course,,I have played Desert Dunes four times and enjoyed it each time although the course is a bit long for an old guy like me. The greens have each time been in excellent shape and the... read more,4,53,+1 760-251-5366,Desert Hot Springs,"19300 Palm Dr , Desert Hot Springs , CA 92240-7333",https://www.tripadvisor.com/Attraction_Review-g32293-d181654-Reviews-Desert_Dunes_Golf_Course-Desert_Hot_Springs_California.html,desert_hot_springs.json,desert hot springs,2,-116.5016783,33.961124,11,100
"cuqMIC-3NhU,gh-EZk-bFWE,f3SACaK7rEs",Desert Hot Springs Spa,,"Breakfast is better than lunch or dinner. Just so so. I wish they would change their menu, its been the same for over 15 years. They only increased their prices.",6,66,760-329-6000,Desert Hot Springs,"10805 Palm Dr , Desert Hot Springs , CA 92240-2511",https://www.tripadvisor.com/Attraction_Review-g32293-d105931-Reviews-Desert_Hot_Springs_Spa-Desert_Hot_Springs_California.html,desert_hot_springs.json,desert hot springs,2,-116.5016783,33.961124,11,100
"Uo323VFpauc,PAm5l9f7pO8,JDxyjKsZ3GE",The Grotto at Two Bunch Palms Resort & Spa,,I went there in the end of last year with my boyfriend. This is the first time to visit. I love this place because the hotel is cozy and compact! They have a small restaurant... read more,3,49,+1 800-472-4334,Desert Hot Springs,"67425 Two Bunch Palms Trl , Desert Hot Springs , CA 92240-6034",https://www.tripadvisor.com/Attraction_Review-g32293-d1230214-Reviews-The_Grotto_at_Two_Bunch_Palms_Resort_Spa-Desert_Hot_Springs_California.html,desert_hot_springs.json,desert hot springs,2,-116.5016783,33.961124,11,100
"6t2AUtka6hw,ZMvRTwl9VwQ,zSzcWdsN-Ss",The Spring Resort and Spa,,"I am here now! Very relaxing, wonderful staff, great rooms and everything ! Here to juice cleanse and de stress by myself Glad I came here!",8,6,760-251-6700,Desert Hot Springs,"12699 Reposo Way , Desert Hot Springs , CA 92240-4762",https://www.tripadvisor.com/Attraction_Review-g32293-d7648031-Reviews-The_Spring_Resort_and_Spa-Desert_Hot_Springs_California.html,desert_hot_springs.json,desert hot springs,2,-116.5016783,33.961124,11,100
"yfR-5uI1D9k,QBmAOrqr4I8,y7d4UxWjtHY",Sea Mountain Resort Nude Spa,,We found ourselves in Palm Springs for an impromptu weekend. Seven years ago we met a group of couples in Jamaica and have made our way there each New Year's ever since. One of... read more,2,47,+1 877-928-2827,Desert Hot Springs,"66540 San Marcus Rd , Sea Mountain Resort , Desert Hot Springs , CA 92240-2638",https://www.tripadvisor.com/Attraction_Review-g32293-d1458547-Reviews-Sea_Mountain_Resort_Nude_Spa-Desert_Hot_Springs_California.html,desert_hot_springs.json,desert hot springs,2,-116.5016783,33.961124,11,100
"hL3adGLcTiQ,PCR-tCfWxn0,TRmOBif8R68",Living Waters Spa,,"We just enjoyed another wonderful stay at Living Waters Spa Resort, a small naturist resort with fabulous pools featuring a ""flow-through"" system of natural mineral water without... read more",9,5,+1 760-329-9988,Desert Hot Springs,"13340 Mountain View Rd , Desert Hot Springs , CA 92240-6444",https://www.tripadvisor.com/Attraction_Review-g32293-d5575223-Reviews-Living_Waters_Spa-Desert_Hot_Springs_California.html,desert_hot_springs.json,desert hot springs,2,-116.5016783,33.961124,11,100
"IwNHbYU2IYU,1ooVj4_xHG4,xTgjxFTeM08",Sands Rv & Golf Resort,,,7,23,760.251.117,Desert Hot Springs,"16400 Bubbling Wells Rd , Desert Hot Springs , CA 92240-9555",https://www.tripadvisor.com/Attraction_Review-g32293-d3608365-Reviews-Sands_Rv_Golf_Resort-Desert_Hot_Springs_California.html,desert_hot_springs.json,desert hot springs,2,-116.5016783,33.961124,11,100
"hxB7zkkMlcc,TCZIynJ6Y0M,-gjEGtzaCqQ",Cabot's Pueblo Museum,"History Museums , Museums",Lots of fun photo op. Great video if you aren't able to take the tour. Call ahead to reserve for a tour. Worth the drive to Desert Hot Springs.,1,201,760-329-7610,Desert Hot Springs,"67616 Desert View Ave , Desert Hot Springs , CA 92240-4114",https://www.tripadvisor.com/Attraction_Review-g32293-d104107-Reviews-Cabot_s_Pueblo_Museum-Desert_Hot_Springs_California.html,desert_hot_springs.json,desert hot springs,2,-116.5016783,33.961124,11,100
"B0XLkfyWVE8,dn_reWeGFJM",Columbia Memorial Space Center,,"Smallish museum, but with enough exhibits and interactive items for all ages. Admittedly in a small building, the museum has items clearly geared for younger participants... read more",2,15,+1 562-231-1200,Downey,"12400 Columbia Way , Downey , CA 90242-2790",https://www.tripadvisor.com/Attraction_Review-g32308-d5313402-Reviews-Columbia_Memorial_Space_Center-Downey_California.html,downey.json,downey,3,-118.1325687,33.9400143,6,100
"8i_iojdliac,J6VCRkuW8jg,DqTqIs9nn7g",Lock & Key Social Drinkery,,I have not been to this restaurant in a few years but I returned a couple weeks ago and I have to say that it has definitely improved. I did not have any food this visit but the... read more,1,12,+1 562-822-8281,Downey,"11033 Downey Ave , Downey , CA 90241-3710",https://www.tripadvisor.com/Attraction_Review-g32308-d5836176-Reviews-Lock_Key_Social_Drinkery-Downey_California.html,downey.json,downey,3,-118.1325687,33.9400143,6,100
"XpnmsLXe94E,CBP1iBzxpjQ,UoK8DaJRDaM",Kandy Kays of California,"ニ_ニ_ニ_ Plenty of Candy but.... ニ_ニ_ニ_ Reviewed November 13, 2011 I visited this location thinking Iニ_ニ_ニ_d find some Blow Pops. Well, no such luck but it was kool just to see what all the hoopla was about regarding this place. Thereニ_ニ_ニ_s boxes upon boxes of various candy. They distribute candy but only put out some types of candy. Thereニ_ニ_ニ_s enough to choose from but for me, in terms of the... More Helpful? 5 Thank DaisyTraveler Report",,4,,,Downey,,https://www.tripadvisor.com/Attraction_Review-g32308-d2357868-Reviews-Kandy_Kays_of_California-Downey_California.html,downey.json,downey,3,-118.1325687,33.9400143,6,100
"jHC4WHm2nWg,7Mp8w0lx_lQ,87kFBst7hAM",The Wet Bar,,Really great staff and drinks. Highly recommended for a nice night with well done drinks in this area,3,,+1 562-291-2808,Downey,"8832 Imperial Hwy , Downey , CA 90242-3908",https://www.tripadvisor.com/Attraction_Review-g32308-d5847190-Reviews-The_Wet_Bar-Downey_California.html,downey.json,downey,3,-118.1325687,33.9400143,6,100
"3YIes6AKC7w,ngU2-yRevQ8,gHthguzruus",Dublin Iceland,,Its a great option for family fun. Dublin Iceland has been around for many many years. It has a great history and pedigree (ice skating champions trained) and in a safe and... read more,8,3,(925) 829-4445,Dublin,"7212 San Ramon Rd , Dublin , CA 94568-3244",https://www.tripadvisor.com/Attraction_Review-g32313-d7185003-Reviews-Dublin_Iceland-Dublin_California.html,dublin.json,dublin,10,-121.9357917,37.7021521,32,100
"zPdwgDhVpFs,ubZHl-PgiIk",Rockin' Jump - The Ultimate Trampoline Park,,Been here many times as it's a b-day party favorite. Always a good time and like that they've continued to upgrade/improve/change it.,6,9,+1 925-828-7676,Dublin,"5875 Arnold Rd , Suite 100 , Dublin , CA 94568-3167",https://www.tripadvisor.com/Attraction_Review-g32313-d6376895-Reviews-Rockin_Jump_The_Ultimate_Trampoline_Park-Dublin_California.html,dublin.json,dublin,10,-121.9357917,37.7021521,32,100
G5xvhOsXHSY,Regal Hacienda Crossings Stadium 21 & IMAX,,"They did well with finding the shows, kept the theater clean, good sound , good views from the seats. Much Fun!",2,25,+1 925 560 9600,Dublin,"5000 Dublin Blvd , Dublin , CA 94568-7595",https://www.tripadvisor.com/Attraction_Review-g32313-d7902732-Reviews-Regal_Hacienda_Crossings_Stadium_21_IMAX-Dublin_California.html,dublin.json,dublin,10,-121.9357917,37.7021521,32,100
"Q_pHVKdsJOU,z_OpvuAqxLA",Dublin Heritage Park & Museums,,"This place is a nice recreation of what Dublin was. It has period buildings, a barn, farm equipment, and much more. It has plenty of grass for a picnic. If you are interested... read more",4,15,+1 925-452-2101,Dublin,"6600 Donlon Way , Dublin , CA 94568-2704",https://www.tripadvisor.com/Attraction_Review-g32313-d3392720-Reviews-Dublin_Heritage_Park_Museums-Dublin_California.html,dublin.json,dublin,10,-121.9357917,37.7021521,32,100
"Mm1mf9mLoSg,nmH3y0PXZKA,nTpJ9R5EVYc",Iron Horse Trail,"Hiking Trails , Nature & Parks , Outdoor Activities","The only thing wrong with this trail is it is not in Arkansas. A nice long, level, trail with exits to coffee shops. I have biked and walked. Either way a most enjoyable way to... read more",1,62,,Dublin,"Dublin , CA",https://www.tripadvisor.com/Attraction_Review-g32313-d117180-Reviews-Iron_Horse_Trail-Dublin_California.html,dublin.json,dublin,10,-121.9357917,37.7021521,32,100
vfCAzNmSAuo,Tauhindauli Park,,This was on the list of recommended places to see. The area is very beautiful and we are glad we included this stop.,4,4,,Dunsmuir,"Upper Soda Rd , Dunsmuir , CA 96025",https://www.tripadvisor.com/Attraction_Review-g32319-d8281272-Reviews-Tauhindauli_Park-Dunsmuir_California.html,dunsmuir.json,dunsmuir,3,-122.2719528,41.2082089,4,100
"kRy1W8oHiSk,AuhkDCXRwn4,N6h9sfM0pA0",Hedge Creek Falls,"Waterfalls , Nature & Parks","Convenient to where we stayed, we walked over to the falls. The walk through the park was scenic & short. It seemed more like a neighborhood park than a destination for out of... read more",1,60,,Dunsmuir,"4121 Dunsmuir Ave , Dunsmuir , CA 96025-1704",https://www.tripadvisor.com/Attraction_Review-g32319-d2461885-Reviews-Hedge_Creek_Falls-Dunsmuir_California.html,dunsmuir.json,dunsmuir,3,-122.2719528,41.2082089,4,100
"eP1eRfWJkR0,hdJ7-kg1msg,O0VS6fj3JcE",Mossbrae Falls,,"This is an absolute hidden gem. Breathtakingly beautiful. First the disclaimer: since the path to the falls goes through an active railroad and accidents have happened, the... read more",3,47,,Dunsmuir,"Siskiyou County , Dunsmuir , CA 96025",https://www.tripadvisor.com/Attraction_Review-g32319-d1169357-Reviews-Mossbrae_Falls-Dunsmuir_California.html,dunsmuir.json,dunsmuir,3,-122.2719528,41.2082089,4,100
"dncxpZbSprY,pOKVAJ6Px78,fugFqQtCbqw",Dunsmuir Botanical Gardens,,"This is a sweet small town Botanical Garden. There is a small playground nearby, and an easy walk on a trail along the Sacramento river. It is the kind of place that I would like... read more",2,25,(530) 235-4740,Dunsmuir,"4841 Dunsmuir Ave , Dunsmuir , CA 96025-1806",https://www.tripadvisor.com/Attraction_Review-g32319-d7060603-Reviews-Dunsmuir_Botanical_Gardens-Dunsmuir_California.html,dunsmuir.json,dunsmuir,3,-122.2719528,41.2082089,4,100
"0HNO_EUV13o,lpIe2SyA9LU,ugd0WXi5lbQ",Parkway Plaza Mall,,I just returned from a nice school shopping trip. I needed blouses to start the school. It is cool. And the people in the mall were nice. I bought 5 tops for school.,5,19,16195799932,El Cajon,"415 Parkway Plz , El Cajon , CA 92020-2571",https://www.tripadvisor.com/Attraction_Review-g32331-d7702557-Reviews-Parkway_Plaza_Mall-El_Cajon_California.html,el_cajon.json,el cajon,4,-116.9625268,32.7947731,21,100
"SKD3rxI-QJo,57WK6SClcEg",Air Group One - Commemorative Air Force Museum,,Our grandchildren absolutely loved the Air group One Museum off North Marshall. Watching mechanics working on vintage sairplane was fascinating for the boys.,8,5,+1 619-259-5541,El Cajon,"1905 N Marshall Ave , Hangar 6 , El Cajon , CA 92020-1180",https://www.tripadvisor.com/Attraction_Review-g32331-d593034-Reviews-Air_Group_One_Commemorative_Air_Force_Museum-El_Cajon_California.html,el_cajon.json,el cajon,4,-116.9625268,32.7947731,21,100
"W4eCoEY9ySA,4DucCsh3FxU",Regal Cinemas,,My friend and I always attend the films before 12pm at a discount. We have seen many good ones too. The theater is very clean and the seats are comfortable. In the summer it is... read more,4,17,(619) 593-0415,El Cajon,"405 Parkway Plz , El Cajon , CA 92020-2529",https://www.tripadvisor.com/Attraction_Review-g32331-d7702556-Reviews-Regal_Cinemas-El_Cajon_California.html,el_cajon.json,el cajon,4,-116.9625268,32.7947731,21,100
"MODer5Wo2Y4,vMeV5DhHp4s",Sycuan Casino,,"The casino are is clean. Pretty good size smokeless area. ""The sports pub has good specials and great food. The concert venue is a great place to see a show.",2,140,+1 619-445-6002,El Cajon,"5469 Casino Way , El Cajon , CA 92019",https://www.tripadvisor.com/Attraction_Review-g32331-d156444-Reviews-Sycuan_Casino-El_Cajon_California.html,el_cajon.json,el cajon,4,-116.9625268,32.7947731,21,100
"cdYjRg0Gqrc,KagHjMDUuTU,kbosXPsIgZ0",The Water Conservation Garden,"Gardens , Nature & Parks","The Water Conservation is located in El Cajon--about 15 to 20 minutes from San Diego. The Garden features low water use plants from areas of Australia, New Zealand, South... read more",1,52,+1 619-660-0614,El Cajon,"12122 Cuyamaca College Dr W , El Cajon , CA 92019-4317",https://www.tripadvisor.com/Attraction_Review-g32331-d3337646-Reviews-The_Water_Conservation_Garden-El_Cajon_California.html,el_cajon.json,el cajon,4,-116.9625268,32.7947731,21,100
"iaHs1I_x-sw,cFz65G1LRgc,YHM1DC921bk",Summers Past Farms,,Went for a girls day out to Summer Past Gardens. The shops were so cute. Got a coach bag used for $20.00 Love the gardens and the pumpkins. The coffee shop was in the middle of... read more,3,28,+1 619-390-1523,El Cajon,"15602 Olde Highway 80 , El Cajon , CA 92021-2436",https://www.tripadvisor.com/Attraction_Review-g32331-d3611606-Reviews-Summers_Past_Farms-El_Cajon_California.html,el_cajon.json,el cajon,4,-116.9625268,32.7947731,21,100
,Wieghorst Western Heritage Center,,"This house turned museum is well worth the hour or two to learn more about the Western history in San Diego County. Yes, there are still cowboys in East County. The museum... read more",6,12,+1 619-590-3431,El Cajon,"131 Rea Ave , El Cajon , CA 92020",https://www.tripadvisor.com/Attraction_Review-g32331-d3477566-Reviews-Wieghorst_Western_Heritage_Center-El_Cajon_California.html,el_cajon.json,el cajon,4,-116.9625268,32.7947731,21,100
"luTZFQslInY,RMhcSL7_6tQ,c7vVR1ub-fs",Imperial Valley Mall,,It is an awesome place to come with the family and scape from the heat by just going from store to store and see other families together.,1,40,+1 760-352-0800,El Centro,"3451 S Dogwood Rd , El Centro , CA 92243-9158",https://www.tripadvisor.com/Attraction_Review-g32332-d6028484-Reviews-Imperial_Valley_Mall-El_Centro_California.html,el_centro.json,el centro,3,-115.5630513,32.792,5,100
"aKbGYy80ujU,jBGJpBm7qJo,XZIObOh-VAk",Lakeview Golf Course,,"Place is closed for the summer, but in the winter time has great sandwiches, great golf course, cold drinks, and a great Fish fry on Friday night, stop by and try this place...",3,2,+1 760-352-6638,El Centro,"1589 Drew Rd , El Centro , CA 92243-9582",https://www.tripadvisor.com/Attraction_Review-g32332-d219104-Reviews-Lakeview_Golf_Course-El_Centro_California.html,el_centro.json,el centro,3,-115.5630513,32.792,5,100
"IvgWqpdlpxA,oLAh7-p5opI",Bucklin Park,,"Bucklin is a large park (for a small town). Groundskeepers attempt to keep the grass green and the park well manicured, which is no easy task in the middle of a major desert... read more",2,2,(760) 337-4555,El Centro,"1350 S 8th St , El Centro , CA 92243",https://www.tripadvisor.com/Attraction_Review-g32332-d10431891-Reviews-Bucklin_Park-El_Centro_California.html,el_centro.json,el centro,3,-115.5630513,32.792,5,100
"O6VwVP17048,L8v7G0HrvOE",El Dorado Hills Town Center,,"This is a safe upscale area newer built to simulate a ""downtown"" area. Several restaurants, small shops, areas to linger around, grocery store, Target store, Starbucks, Post... read more",4,10,9169336699,El Dorado Hills,"4364 Town Center Blvd , El Dorado Hills , CA 95762-7119",https://www.tripadvisor.com/Attraction_Review-g32335-d9793107-Reviews-El_Dorado_Hills_Town_Center-El_Dorado_Hills_California.html,el_dorado_hills.json,el dorado hills,1,-121.0593659,38.67950505,2,100
"bstoiOVQsrc,b3pAXA2L944,5C8mz42FfmA",EDH Brewing,,This place is cool!! Lots of great types of beer to choose from brewed on-site! A kitchen and inviting atmosphere make this place somewhere to hang out!! Great prices and yummy... read more,9,3,+1 916-939-6827,El Dorado Hills,"875 Embarcadero Dr , El Dorado Hills , CA 95762",https://www.tripadvisor.com/Attraction_Review-g32335-d10348016-Reviews-EDH_Brewing-El_Dorado_Hills_California.html,el_dorado_hills.json,el dorado hills,1,-121.0593659,38.67950505,2,100
"ixkf1QTN8jQ,Q9Tt5hZRP1s",Regal Cinemas El Dorado Hills 14 & IMAX,,Love this theatre. Lots of easy parking nearby. Also on Sunday's & Tuesday's it's $6.00 movie day. Usually not too crowded and have never had any unfortunate incidents here... read more,1,18,8444627342,El Dorado Hills,"2101 Vine St , El Dorado Hills , CA 95762-7117",https://www.tripadvisor.com/Attraction_Review-g32335-d9793098-Reviews-Regal_Cinemas_El_Dorado_Hills_14_IMAX-El_Dorado_Hills_California.html,el_dorado_hills.json,el dorado hills,1,-121.0593659,38.67950505,2,100
"_w0LbO-kUVI,3yid-TE5LMk,18AIdvjLr7U",California Welcome Center - El Dorado Hills,,"This place is in a bit of a cruddy location and for that reason, I think a lot of people don't realize it's there. They are super friendly and have tons of knowledge and... read more",7,7,9163583700,El Dorado Hills,"2085 Vine St , Ste 105 , El Dorado Hills , CA 95762-7123",https://www.tripadvisor.com/Attraction_Review-g32335-d9793099-Reviews-California_Welcome_Center_El_Dorado_Hills-El_Dorado_Hills_California.html,el_dorado_hills.json,el dorado hills,1,-121.0593659,38.67950505,2,100
"Uo3isx3as6E,8gUGxGKivFw,Bm-6OdTWePA",Dry Diggings Distillery,,Did a tour of the distillery and a tasting. Really enjoyed the step back in time! It is like being back in the gold rush. Loved all the local products inside the tasting room... read more,6,4,916-542-1700,El Dorado Hills,"5050 Robert J Mathews Pkwy , Ste 850 , El Dorado Hills , CA 95762-5761",https://www.tripadvisor.com/Attraction_Review-g32335-d8545026-Reviews-Dry_Diggings_Distillery-El_Dorado_Hills_California.html,el_dorado_hills.json,el dorado hills,1,-121.0593659,38.67950505,2,100
"znHIdL5xJMk,67JoRpvTiQU,DIWNn8xfEX4",Mraz Brewing Company,,Very good selection of beers. Unique taste and flavours. The person at the counter was very well informed and willing answer all questions and educate our palet.,3,15,+1 916-934-0744,El Dorado Hills,"2222 Francisco Dr , Suite 510 , El Dorado Hills , CA 95762-3762",https://www.tripadvisor.com/Attraction_Review-g32335-d4360100-Reviews-Mraz_Brewing_Company-El_Dorado_Hills_California.html,el_dorado_hills.json,el dorado hills,1,-121.0593659,38.67950505,2,100
