mention_name,mention_type,mention_popularity,mention_address,mention_longitude,mention_latitude,no_of_blogFiles,mention_found_in_blogFiles,youTubeLinkIds
gorda,hamlet,2,"Gorda, Monterey County, California, 93920, United States of America",-121.4461212,35.8761475,6,"carlsbad_and_monterey.json,los angeles_and_monterey.json,monterey_and_pasadena.json,monterey_and_san luis obispo.json,long beach_and_monterey.json,malibu_and_monterey.json","z7btJxxU75o,Mnv7HnxvTsE"
casa de fruta,restaurant,1,"Casa de Fruta, Casa de Fruta Parkway, San Felipe, Santa Clara County, California, United States of America",-121.3824509,36.9882491,1,fresno_and_sausalito.json,"ae1NqFDZboQ,M3JrKtrggys,SB9Ut4i5GVs"
' island drive,secondary,1,"Island Drive, Alameda, Alameda County, California, 94502, United States of America",-122.2377187,37.7431747,3,"berkeley_and_carlsbad.json,carlsbad_and_san jose.json,san jose_and_temecula.json","Z9OvydDODLY,hHW5bs5JwP4,_nYQ3cPg_64"
s. latigo canyon rd,village,1,"Trabuco Canyon, Orange County, California, United States of America",-117.5893799,33.6626232,7,"bakersfield_and_malibu.json,long beach_and_malibu.json,malibu_and_napa.json,malibu_and_newport beach.json,malibu_and_pismo beach.json,malibu_and_santa cruz.json,malibu_and_santa monica.json","GNlIIF2QBDI,F-FJiq8K0s8,mQXANDsHpcY"
white mountains of california,wood,1,"White Mountains, Mono County, California, United States of America",-118.343331059198,37.72577275,1,mammoth lakes_and_riverside.json,"I-FRLqUH4dg,F5bndJRaiHA,-Bak6IX4Tso"
big bear lake,water,203,"Big Bear Lake, Lagunita Lane, Big Bear Lake, San Bernardino County, California, 92315, United States of America",-116.932209587315,34.253293,174,"anaheim_and_bakersfield.json,anaheim_and_berkeley.json,anaheim_and_big bear lake.json,anaheim_and_fremont.json,anaheim_and_fresno.json,anaheim_and_monterey.json,anaheim_and_oakland.json,anaheim_and_sacramento.json,anaheim_and_san luis obispo.json,anaheim_and_santa barbara.json,anaheim_and_santa cruz.json,anaheim_and_stockton.json,avalon_and_big bear lake.json,avalon_and_fresno.json,avalon_and_oakland.json,avalon_and_riverside.json,avalon_and_san bernardino.json,anaheim_and_napa.json,avalon_and_malibu.json,bakersfield_and_huntington beach.json,avalon_and_santa barbara.json,bakersfield_and_big bear lake.json,bakersfield_and_carlsbad.json,bakersfield_and_long beach.json,bakersfield_and_los angeles.json,bakersfield_and_malibu.json,bakersfield_and_napa.json,bakersfield_and_newport beach.json,bakersfield_and_sacramento.json,bakersfield_and_santa cruz.json,bakersfield_and_santa monica.json,bakersfield_and_sausalito.json,bakersfield_and_temecula.json,berkeley_and_los angeles.json,berkeley_and_malibu.json,berkeley_and_newport beach.json,berkeley_and_santa barbara.json,berkeley_and_santa monica.json,berkeley_and_temecula.json,beverly hills_and_big bear lake.json,berkeley_and_big bear lake.json,berkeley_and_carlsbad.json,berkeley_and_huntington beach.json,berkeley_and_irvine.json,beverly hills_and_fresno.json,beverly hills_and_mammoth lakes.json,beverly hills_and_sacramento.json,beverly hills_and_san bernardino.json,beverly hills_and_san jose.json,beverly hills_and_san luis obispo.json,big bear lake_and_carlsbad.json,big bear lake_and_fremont.json,big bear lake_and_fresno.json,big bear lake_and_irvine.json,big bear lake_and_long beach.json,big bear lake_and_los angeles.json,big bear lake_and_malibu.json,big bear lake_and_mammoth lakes.json,big bear lake_and_monterey.json,big bear lake_and_napa.json,big bear lake_and_newport beach.json,big bear lake_and_oakland.json,big bear lake_and_pasadena.json,big bear lake_and_pismo beach.json,big bear lake_and_riverside.json,big bear lake_and_sacramento.json,big bear lake_and_san diego.json,big bear lake_and_san jose.json,big bear lake_and_santa ana.json,big bear lake_and_santa barbara.json,big bear lake_and_santa clarita.json,big bear lake_and_santa cruz.json,big bear lake_and_santa monica.json,big bear lake_and_sausalito.json,big bear lake_and_stockton.json,big bear lake_and_temecula.json,carlsbad_and_fresno.json,carlsbad_and_monterey.json,carlsbad_and_napa.json,carlsbad_and_santa barbara.json,carlsbad_and_santa cruz.json,fremont_and_huntington beach.json,fremont_and_newport beach.json,fresno_and_huntington beach.json,fresno_and_irvine.json,fresno_and_long beach.json,fresno_and_los angeles.json,fresno_and_malibu.json,fresno_and_pasadena.json,fresno_and_san diego.json,fresno_and_santa ana.json,fresno_and_santa barbara.json,fresno_and_santa monica.json,huntington beach_and_monterey.json,huntington beach_and_napa.json,huntington beach_and_oakland.json,huntington beach_and_sacramento.json,huntington beach_and_san francisco.json,huntington beach_and_san luis obispo.json,huntington beach_and_santa cruz.json,huntington beach_and_sausalito.json,irvine_and_mammoth lakes.json,irvine_and_monterey.json,irvine_and_napa.json,irvine_and_oakland.json,irvine_and_sacramento.json,irvine_and_santa barbara.json,irvine_and_santa cruz.json,big bear lake_and_san bernardino.json,carlsbad_and_los angeles.json,carlsbad_and_san luis obispo.json,long beach_and_san bernardino.json,long beach_and_san jose.json,long beach_and_san luis obispo.json,long beach_and_santa cruz.json,los angeles_and_mammoth lakes.json,long beach_and_mammoth lakes.json,los angeles_and_oakland.json,los angeles_and_pismo beach.json,los angeles_and_sacramento.json,los angeles_and_stockton.json,los angeles_and_temecula.json,malibu_and_napa.json,malibu_and_pismo beach.json,malibu_and_sacramento.json,mammoth lakes_and_santa barbara.json,mammoth lakes_and_santa monica.json,monterey_and_pasadena.json,monterey_and_riverside.json,monterey_and_san diego.json,monterey_and_santa barbara.json,monterey_and_temecula.json,napa_and_pasadena.json,napa_and_san bernardino.json,napa_and_santa barbara.json,napa_and_santa monica.json,los angeles_and_santa cruz.json,monterey_and_newport beach.json,monterey_and_santa monica.json,newport beach_and_oakland.json,newport beach_and_sacramento.json,newport beach_and_san francisco.json,newport beach_and_san jose.json,newport beach_and_santa cruz.json,oakland_and_pasadena.json,oakland_and_riverside.json,oakland_and_san diego.json,oakland_and_santa ana.json,oakland_and_santa barbara.json,oakland_and_santa monica.json,pasadena_and_sacramento.json,pasadena_and_san jose.json,pasadena_and_santa cruz.json,sacramento_and_santa barbara.json,sacramento_and_santa monica.json,sacramento_and_temecula.json,san bernardino_and_san diego.json,san bernardino_and_san jose.json,san bernardino_and_santa barbara.json,san bernardino_and_santa monica.json,san bernardino_and_temecula.json,san diego_and_santa monica.json,newport beach_and_sausalito.json,oakland_and_temecula.json,san jose_and_santa monica.json,big bear lake_and_huntington beach.json,san luis obispo_and_santa monica.json,san luis obispo_and_temecula.json,santa barbara_and_stockton.json,santa barbara_and_temecula.json,santa cruz_and_santa monica.json,santa cruz_and_temecula.json,santa monica_and_temecula.json,stockton_and_temecula.json","yAGF1JUpvLg,o3gxOlnzx0I,Z6FPT3dh838"
casa del mar,hotel,1,"Casa Del Mar, Bath Street, Santa Barbara, Santa Barbara County, California, 93101, United States of America",-119.6931781,34.4097215,1,beverly hills_and_malibu.json,"s-cnyzIIKjM,9EW0x-1KXEI,WfH2hKJB6po"
june lake loop,secondary,7,"June Lake Loop, Rabbit Loop, June Lake Junction, Mono County, California, 93529, United States of America",-119.0637386,37.7977914,15,"beverly hills_and_mammoth lakes.json,big bear lake_and_napa.json,fremont_and_mammoth lakes.json,fresno_and_mammoth lakes.json,fresno_and_sacramento.json,irvine_and_mammoth lakes.json,los angeles_and_mammoth lakes.json,long beach_and_mammoth lakes.json,mammoth lakes_and_napa.json,mammoth lakes_and_pasadena.json,mammoth lakes_and_sacramento.json,mammoth lakes_and_san diego.json,mammoth lakes_and_san francisco.json,mammoth lakes_and_santa cruz.json,mammoth lakes_and_stockton.json","tPF06RGzqW8,T_54vfgp5Ag,px6NwPa4GyI"
diamond valley lake,water,15,"Diamond Valley Lake, Old Mine Road, Egan, Riverside County, California, 92543, United States of America",-117.027609780569,33.679902,18,"anaheim_and_temecula.json,avalon_and_temecula.json,bakersfield_and_temecula.json,berkeley_and_temecula.json,fremont_and_temecula.json,fresno_and_temecula.json,irvine_and_temecula.json,los angeles_and_temecula.json,malibu_and_temecula.json,mammoth lakes_and_santa monica.json,napa_and_temecula.json,pasadena_and_temecula.json,sacramento_and_temecula.json,san diego_and_temecula.json,oakland_and_temecula.json,santa clarita_and_temecula.json,santa cruz_and_temecula.json,sausalito_and_temecula.json","w-pENTZ7wHg,suEGS-s1GQ0,Q05BR8ZbbYQ"
century city,neighbourhood,9,"Century City, Westwood, LA, Los Angeles County, California, 90067, United States of America",-118.4178564,34.0555654,14,"bakersfield_and_newport beach.json,beverly hills_and_malibu.json,beverly hills_and_pasadena.json,beverly hills_and_san bernardino.json,beverly hills_and_santa barbara.json,beverly hills_and_santa clarita.json,big bear lake_and_santa barbara.json,irvine_and_santa barbara.json,los angeles_and_santa clarita.json,sacramento_and_san luis obispo.json,san bernardino_and_santa monica.json,san francisco_and_santa barbara.json,san luis obispo_and_santa ana.json,santa barbara_and_stockton.json","f-K9jyHDGao,b_EMN94S098,FDomy5WL05M"
saddlerock,residential,1,"Saddlerock, Beaumont, Riverside County, California, United States of America",-116.9545228,33.9067269,2,"malibu_and_napa.json,malibu_and_temecula.json","e67OjHDAuew,s4-DN9Xpbo8,gtgoETLbXSI"
sierra county,administrative,1,"Sierra County, California, United States of America",-120.530573,39.5849065,7,"fremont_and_mammoth lakes.json,mammoth lakes_and_pasadena.json,mammoth lakes_and_riverside.json,mammoth lakes_and_sacramento.json,mammoth lakes_and_san bernardino.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_temecula.json","7V3AH-OZgBk,0Cqx-TSqDio,auQg9dl2L48"
uc san diego,parking,4,"Hopkins Parking Structure, Voigt Lane, San Diego, San Diego County, California, 92092, United States of America",-117.239357346441,32.88377545,3,"berkeley_and_long beach.json,berkeley_and_san diego.json,carlsbad_and_san diego.json","wDZZxplRFpQ,uJ4HpPDW4Mg,d0evOGVCSDw"
whitney,hamlet,1,"Whitney, Placer County, California, United States of America",-121.3068963,38.8335106,4,"beverly hills_and_oakland.json,beverly hills_and_san jose.json,fresno_and_long beach.json,fresno_and_santa ana.json",CGKN6qiDqnk
north mendocino coast,college,1,"College of the Redwoods Mendocino Coast Campus, 1211, Del Mar Drive, Noyo, Mendocino County, California, 95437, United States of America",-123.811305914389,39.4219269,1,fresno_and_sausalito.json,"MqcTEIDiKWA,tEhAdiX4rWo,DyD0bxeN6O4"
lake barkley,restaurant,1,"The Barkley, Fremont Avenue, South Pasadena, Los Angeles County, California, 91030, United States of America",-118.1523047,34.1044335,1,berkeley_and_big bear lake.json,"YKjp0AhDS5A,244xmsPl0qY,2gKiXzNsABM"
white lake,water,1,"White Lake, State Line Road, Siskiyou County, California, United States of America",-121.628600342668,42.0000669,2,"avalon_and_oakland.json,beverly hills_and_oakland.json","9AfBUc4GEyo,cdRUMqds5r8,JzH2iqvO9SY"
placer,administrative,1,"Placer County, California, United States of America",-120.7650605,39.1012064,2,"santa clarita_and_sausalito.json,santa clarita_and_stockton.json","RnZeqSNoIIs,IHQRjLApshs,TzIDb5H88kQ"
mission bay ca,neighbourhood,1,"Mission Bay, SF, California, 94158, United States of America",-122.3911711,37.7707742,116,"anaheim_and_berkeley.json,anaheim_and_fremont.json,anaheim_and_fresno.json,anaheim_and_mammoth lakes.json,anaheim_and_monterey.json,anaheim_and_oakland.json,anaheim_and_sacramento.json,anaheim_and_san jose.json,anaheim_and_sausalito.json,avalon_and_berkeley.json,avalon_and_fremont.json,avalon_and_fresno.json,avalon_and_mammoth lakes.json,avalon_and_monterey.json,avalon_and_oakland.json,avalon_and_sacramento.json,avalon_and_san jose.json,berkeley_and_san jose.json,beverly hills_and_sausalito.json,avalon_and_santa cruz.json,avalon_and_sausalito.json,bakersfield_and_fremont.json,bakersfield_and_monterey.json,bakersfield_and_oakland.json,bakersfield_and_san francisco.json,bakersfield_and_san jose.json,bakersfield_and_sausalito.json,bakersfield_and_stockton.json,berkeley_and_malibu.json,berkeley_and_mammoth lakes.json,berkeley_and_monterey.json,berkeley_and_riverside.json,berkeley_and_san bernardino.json,berkeley_and_san francisco.json,berkeley_and_beverly hills.json,berkeley_and_carlsbad.json,berkeley_and_fresno.json,berkeley_and_irvine.json,beverly hills_and_fremont.json,beverly hills_and_fresno.json,beverly hills_and_oakland.json,carlsbad_and_fremont.json,carlsbad_and_fresno.json,carlsbad_and_mammoth lakes.json,carlsbad_and_monterey.json,carlsbad_and_oakland.json,carlsbad_and_sacramento.json,carlsbad_and_sausalito.json,fremont_and_fresno.json,fremont_and_irvine.json,fremont_and_malibu.json,fremont_and_pasadena.json,fremont_and_sacramento.json,fremont_and_san bernardino.json,fremont_and_temecula.json,fresno_and_irvine.json,fresno_and_malibu.json,fresno_and_monterey.json,fresno_and_oakland.json,fresno_and_pasadena.json,fresno_and_san bernardino.json,fresno_and_san diego.json,fresno_and_san francisco.json,fresno_and_san jose.json,fresno_and_sausalito.json,fresno_and_stockton.json,fresno_and_temecula.json,irvine_and_monterey.json,irvine_and_oakland.json,irvine_and_san jose.json,irvine_and_sausalito.json,fremont_and_riverside.json,fresno_and_riverside.json,malibu_and_oakland.json,malibu_and_san francisco.json,malibu_and_san jose.json,malibu_and_stockton.json,mammoth lakes_and_oakland.json,mammoth lakes_and_pasadena.json,malibu_and_mammoth lakes.json,mammoth lakes_and_riverside.json,mammoth lakes_and_stockton.json,mammoth lakes_and_temecula.json,monterey_and_oakland.json,monterey_and_pasadena.json,monterey_and_riverside.json,monterey_and_sausalito.json,monterey_and_temecula.json,malibu_and_monterey.json,mammoth lakes_and_sausalito.json,newport beach_and_sacramento.json,oakland_and_pasadena.json,oakland_and_riverside.json,oakland_and_san bernardino.json,pasadena_and_sacramento.json,pasadena_and_san francisco.json,pasadena_and_san jose.json,pasadena_and_sausalito.json,pasadena_and_stockton.json,riverside_and_sacramento.json,riverside_and_san jose.json,riverside_and_sausalito.json,riverside_and_stockton.json,sacramento_and_san jose.json,san bernardino_and_sausalito.json,san diego_and_sausalito.json,san diego_and_stockton.json,san francisco_and_temecula.json,sacramento_and_san diego.json,oakland_and_temecula.json,sacramento_and_san francisco.json,irvine_and_stockton.json,san jose_and_sausalito.json,san jose_and_temecula.json,sausalito_and_temecula.json,stockton_and_temecula.json","8TS8UAYA7JI,jdG5STxGDcI,M4ZIWkI7b0E"
science hill,locality,1,"Science Hill, Santa Cruz, Santa Cruz County, California, United States of America",-122.0613992,36.9990091,2,"berkeley_and_santa cruz.json,riverside_and_santa cruz.json","s7tpR487fuM,6HaomDBL-HY,Z3seBB9IY-o"
crocker park,park,1,"Crocker Park, N Street, Sacramento, Sacramento County, California, 95816, United States of America",-121.505595891683,38.57797395,1,mammoth lakes_and_san luis obispo.json,"VxgAheOibeg,-99WmcsWpLA,D8dR8GxIfwg"
pebble creek drive,residential,1,"Pebble Creek Drive, Bakersfield, Kern County, California, 93312, United States of America",-119.0934619,35.399978,1,pasadena_and_sacramento.json,"4W1jQaDcx8A,9nqh59jZbZ8,0zT1UeL9h1U"
stanislaus river,river,5,"Stanislaus River, Stanislaus County, California, United States of America",-120.9468443,37.7410327,6,"fresno_and_huntington beach.json,fresno_and_oakland.json,fresno_and_san jose.json,mammoth lakes_and_sacramento.json,mammoth lakes_and_san luis obispo.json,riverside_and_stockton.json","3qNK9qAHAbc,_JWkByW2o34,JwE6irURXrE"
logan,hamlet,2,"Logan, San Benito County, California, United States of America",-121.6316117,36.9068972,2,"berkeley_and_big bear lake.json,sacramento_and_san francisco.json","Div0iP65aZo,ny3hScFgCIQ,8VhrAM9XzGA"
venice beach,police,88,"Venice Beach, Venice Beach Bike Path, Venice, LA, Los Angeles County, California, 90405, United States of America",-118.4739815,33.9862012,180,"anaheim_and_los angeles.json,anaheim_and_pismo beach.json,anaheim_and_san jose.json,anaheim_and_san luis obispo.json,anaheim_and_santa clarita.json,anaheim_and_santa cruz.json,avalon_and_beverly hills.json,avalon_and_fresno.json,avalon_and_monterey.json,avalon_and_napa.json,avalon_and_oakland.json,avalon_and_san diego.json,avalon_and_san luis obispo.json,anaheim_and_santa monica.json,avalon_and_malibu.json,beverly hills_and_carlsbad.json,beverly hills_and_pismo beach.json,beverly hills_and_sausalito.json,avalon_and_santa barbara.json,avalon_and_santa monica.json,bakersfield_and_beverly hills.json,bakersfield_and_los angeles.json,bakersfield_and_monterey.json,bakersfield_and_santa cruz.json,bakersfield_and_santa monica.json,berkeley_and_los angeles.json,berkeley_and_malibu.json,berkeley_and_santa monica.json,beverly hills_and_big bear lake.json,berkeley_and_carlsbad.json,beverly hills_and_fremont.json,beverly hills_and_fresno.json,beverly hills_and_huntington beach.json,beverly hills_and_irvine.json,beverly hills_and_long beach.json,beverly hills_and_los angeles.json,beverly hills_and_malibu.json,beverly hills_and_newport beach.json,beverly hills_and_oakland.json,beverly hills_and_pasadena.json,beverly hills_and_riverside.json,beverly hills_and_sacramento.json,beverly hills_and_san bernardino.json,beverly hills_and_san diego.json,beverly hills_and_san francisco.json,beverly hills_and_san jose.json,beverly hills_and_san luis obispo.json,beverly hills_and_santa ana.json,beverly hills_and_santa monica.json,beverly hills_and_temecula.json,big bear lake_and_san jose.json,big bear lake_and_santa barbara.json,big bear lake_and_santa cruz.json,big bear lake_and_santa monica.json,carlsbad_and_santa barbara.json,carlsbad_and_santa cruz.json,carlsbad_and_santa monica.json,fremont_and_huntington beach.json,fremont_and_los angeles.json,fremont_and_santa monica.json,fresno_and_huntington beach.json,fresno_and_long beach.json,fresno_and_los angeles.json,fresno_and_san diego.json,fresno_and_santa ana.json,fresno_and_santa monica.json,huntington beach_and_los angeles.json,huntington beach_and_oakland.json,huntington beach_and_san bernardino.json,huntington beach_and_san diego.json,huntington beach_and_san francisco.json,huntington beach_and_san luis obispo.json,huntington beach_and_santa clarita.json,huntington beach_and_santa monica.json,irvine_and_los angeles.json,irvine_and_santa monica.json,carlsbad_and_los angeles.json,huntington beach_and_malibu.json,long beach_and_pasadena.json,long beach_and_san bernardino.json,long beach_and_santa cruz.json,long beach_and_santa monica.json,los angeles_and_malibu.json,los angeles_and_mammoth lakes.json,los angeles_and_monterey.json,los angeles_and_napa.json,long beach_and_los angeles.json,long beach_and_malibu.json,los angeles_and_oakland.json,los angeles_and_pismo beach.json,los angeles_and_riverside.json,los angeles_and_sacramento.json,los angeles_and_san bernardino.json,los angeles_and_san diego.json,los angeles_and_san francisco.json,los angeles_and_san jose.json,los angeles_and_santa ana.json,los angeles_and_santa barbara.json,los angeles_and_santa clarita.json,los angeles_and_santa monica.json,los angeles_and_sausalito.json,los angeles_and_stockton.json,malibu_and_napa.json,malibu_and_newport beach.json,malibu_and_pasadena.json,malibu_and_pismo beach.json,malibu_and_sacramento.json,malibu_and_san francisco.json,malibu_and_san jose.json,malibu_and_san luis obispo.json,malibu_and_santa ana.json,malibu_and_santa barbara.json,malibu_and_santa cruz.json,malibu_and_santa monica.json,malibu_and_sausalito.json,mammoth lakes_and_san diego.json,mammoth lakes_and_santa monica.json,monterey_and_san diego.json,monterey_and_santa barbara.json,napa_and_san diego.json,napa_and_santa monica.json,los angeles_and_newport beach.json,los angeles_and_santa cruz.json,malibu_and_santa clarita.json,monterey_and_santa monica.json,napa_and_temecula.json,newport beach_and_oakland.json,newport beach_and_pasadena.json,newport beach_and_san diego.json,newport beach_and_san francisco.json,newport beach_and_san jose.json,newport beach_and_santa barbara.json,newport beach_and_santa clarita.json,newport beach_and_santa monica.json,oakland_and_san diego.json,oakland_and_santa barbara.json,pasadena_and_riverside.json,pasadena_and_santa cruz.json,pasadena_and_santa monica.json,pismo beach_and_san bernardino.json,pismo beach_and_san diego.json,pismo beach_and_santa clarita.json,pismo beach_and_santa cruz.json,pismo beach_and_santa monica.json,pismo beach_and_sausalito.json,riverside_and_santa monica.json,sacramento_and_santa ana.json,sacramento_and_santa monica.json,sacramento_and_temecula.json,san bernardino_and_san luis obispo.json,san bernardino_and_santa barbara.json,san bernardino_and_santa clarita.json,san bernardino_and_santa monica.json,san diego_and_san jose.json,san diego_and_san luis obispo.json,san diego_and_santa barbara.json,san diego_and_santa monica.json,san francisco_and_santa barbara.json,san francisco_and_santa monica.json,san francisco_and_temecula.json,san jose_and_san luis obispo.json,san jose_and_santa barbara.json,sacramento_and_san diego.json,newport beach_and_pismo beach.json,newport beach_and_sausalito.json,oakland_and_temecula.json,san jose_and_santa monica.json,san jose_and_temecula.json,san luis obispo_and_santa barbara.json,san luis obispo_and_santa clarita.json,san luis obispo_and_santa monica.json,santa ana_and_santa monica.json,santa barbara_and_santa clarita.json,santa barbara_and_santa cruz.json,santa barbara_and_santa monica.json,santa barbara_and_sausalito.json,santa cruz_and_santa monica.json,santa monica_and_sausalito.json,santa monica_and_stockton.json,santa monica_and_temecula.json","EB-1tuXgPSI,Q21sBfmBSB0,B-hAoS5nbWI"
francisco bay area,region,1,"San Francisco Bay Area, SF, California, United States of America",-122.3558472,37.7884969,1,beverly hills_and_sausalito.json,"KWrLj0f4Dgc,7f-yeE9jnBQ,EUK3PyjgiA4"
outlet mall,retail,2,"100, The Citadel Outlet Mall, Commerce, Los Angeles County, California, 90040, United States of America",-118.15162070617,34.0058961,3,"anaheim_and_avalon.json,anaheim_and_berkeley.json,carlsbad_and_santa ana.json","5KUxyWP51Eg,WFTwXw7owUQ,pOgNJ6qIChU"
old patina way,living_street,1,"Patina Way, Palm Springs, Riverside County, California, 92234, United States of America",-116.4973269,33.8359407,1,pasadena_and_sacramento.json,"rYuZEZHacZI,QYys-7X6Ryo,It-FcQt8TDI"
menlo park,administrative,20,"Menlo Park, San Mateo County, California, United States of America",-122.182187,37.4538274,38,"anaheim_and_oakland.json,anaheim_and_sausalito.json,avalon_and_san jose.json,anaheim_and_napa.json,berkeley_and_long beach.json,berkeley_and_san jose.json,avalon_and_sausalito.json,bakersfield_and_napa.json,bakersfield_and_sausalito.json,berkeley_and_los angeles.json,berkeley_and_napa.json,berkeley_and_sacramento.json,berkeley_and_santa ana.json,berkeley_and_fremont.json,fremont_and_fresno.json,fremont_and_long beach.json,fremont_and_los angeles.json,fremont_and_oakland.json,fremont_and_sacramento.json,fremont_and_san jose.json,fremont_and_sausalito.json,fremont_and_stockton.json,fresno_and_san jose.json,irvine_and_napa.json,irvine_and_sausalito.json,los angeles_and_sausalito.json,malibu_and_sausalito.json,oakland_and_pasadena.json,oakland_and_sacramento.json,oakland_and_san jose.json,oakland_and_stockton.json,pasadena_and_sausalito.json,riverside_and_sausalito.json,sacramento_and_san jose.json,san diego_and_sausalito.json,san jose_and_sausalito.json,san jose_and_stockton.json,sausalito_and_stockton.json","Mp1-x48Febc,sxp27noEUJA,NS7x1MYW_zA"
san diego mission rd.,tertiary,1,"San Diego Mission Road, City Heights, San Diego, San Diego County, California, 92108, United States of America",-117.1091279,32.784578,26,"anaheim_and_bakersfield.json,anaheim_and_santa cruz.json,bakersfield_and_oakland.json,bakersfield_and_san diego.json,bakersfield_and_san jose.json,fremont_and_los angeles.json,fremont_and_san diego.json,fresno_and_san diego.json,irvine_and_san diego.json,irvine_and_san jose.json,irvine_and_san luis obispo.json,fresno_and_riverside.json,long beach_and_san diego.json,long beach_and_san jose.json,los angeles_and_san jose.json,monterey_and_riverside.json,monterey_and_san bernardino.json,los angeles_and_santa cruz.json,newport beach_and_santa cruz.json,san bernardino_and_san luis obispo.json,san bernardino_and_santa barbara.json,san bernardino_and_santa cruz.json,san diego_and_san luis obispo.json,san diego_and_santa cruz.json,san diego_and_stockton.json,irvine_and_stockton.json","flbLmTQdvfs,gXaLJNpGeI0,kngtOVEoiKo"
mori point,park,1,"Mori Point (GGNRA), Lishumsha Trail, Fairway Park, Pacifica, San Mateo County, California, 94044, United States of America",-122.491783036195,37.6189033,1,fremont_and_oakland.json,"q1kXtXz2qnw,ei8vpDJMntY,oGkaGH51QW4"
mendocino coast botanical gardens,garden,1,"Mendocino Coast Botanical Gardens, 18220, Shore Trail, Noyo, Mendocino County, California, 95420, United States of America",-123.815650611292,39.4083606,1,newport beach_and_sausalito.json,"jSBsrZgr4I8,JxSoYMymRRA,77-CzTwg55I"
addison street,residential,2,"Addison Street, Sherman Oaks, LA, Los Angeles County, California, 91403, United States of America",-118.4530744,34.1612322,1,avalon_and_berkeley.json,"gf6zaiGVFDg,z8LI4a5QMwo,S9NteqPAgr8"
slauson east,primary,1,"East Slauson Avenue, Pico Rivera, Los Angeles County, California, 90670, United States of America",-118.0984524,33.9690342,1,beverly hills_and_san bernardino.json,"0Uf5-RZdAtI,m1tmn1TYUHc"
great wolf lodge,hotel,2,"Great Wolf Lodge, Harbor Boulevard, Garden Grove, Orange County, California, 92840, United States of America",-117.916002460128,33.7789302,3,"anaheim_and_sausalito.json,irvine_and_sausalito.json,sacramento_and_san diego.json","mkGQah6YHVo,bfkFZVzH4KM"
pacific inn,hotel,1,"Pacific Inn, Wendy Drive, La Fresa, Torrance, Los Angeles County, California, 90503, United States of America",-118.37267331458,33.8384065,1,anaheim_and_fremont.json,"COI-70kY7e8,ZZZAp24zmcQ,KPeathWz-y4"
nevada hot springs,yes,1,"Nevada Cabin, Gilroy Hot Springs Road, Santa Clara County, California, 95020, United States of America",-121.478983217626,37.1092831,8,"bakersfield_and_mammoth lakes.json,fremont_and_mammoth lakes.json,mammoth lakes_and_pasadena.json,mammoth lakes_and_riverside.json,mammoth lakes_and_sacramento.json,mammoth lakes_and_san bernardino.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_temecula.json","kOHX6g_x3Mk,kSHo9xhrpdk,tUcMKepOCT4"
tuolumne meadows,suburb,20,"Tuolumne Meadows, Tuolumne County, California, United States of America",-119.3575555,37.8741952,32,"anaheim_and_mammoth lakes.json,avalon_and_mammoth lakes.json,bakersfield_and_mammoth lakes.json,bakersfield_and_monterey.json,bakersfield_and_san jose.json,berkeley_and_mammoth lakes.json,beverly hills_and_mammoth lakes.json,big bear lake_and_mammoth lakes.json,carlsbad_and_mammoth lakes.json,fremont_and_mammoth lakes.json,fresno_and_los angeles.json,fresno_and_mammoth lakes.json,fresno_and_oakland.json,irvine_and_mammoth lakes.json,los angeles_and_mammoth lakes.json,mammoth lakes_and_monterey.json,mammoth lakes_and_napa.json,mammoth lakes_and_oakland.json,mammoth lakes_and_pasadena.json,malibu_and_mammoth lakes.json,mammoth lakes_and_riverside.json,mammoth lakes_and_sacramento.json,mammoth lakes_and_san diego.json,mammoth lakes_and_san francisco.json,mammoth lakes_and_san jose.json,mammoth lakes_and_san luis obispo.json,mammoth lakes_and_santa clarita.json,mammoth lakes_and_santa cruz.json,mammoth lakes_and_santa monica.json,mammoth lakes_and_stockton.json,mammoth lakes_and_temecula.json,mammoth lakes_and_sausalito.json","cYcOtWvzTs0,XyExlxiEqy0,a5hncckrzQ4"
hilton scotts valley,yes,1,"Hilton Scotts Valley, Altenitas Road, Scotts Valley, Santa Cruz County, California, 95066, United States of America",-122.024364811192,37.03614125,4,"berkeley_and_pismo beach.json,fremont_and_pismo beach.json,pismo beach_and_riverside.json,pismo beach_and_sausalito.json","kcQExNsfdiE,sZxwkCvNm_s,arDdwrBp9wc"
carson peak,peak,1,"Carson Peak, Mono County, California, United States of America",-119.123756,37.7474314,2,"bakersfield_and_mammoth lakes.json,mammoth lakes_and_santa cruz.json","JKZ9uJIjRrM,MkZ1Cqsn_5c,pWWXRKXVAcc"
raritan valley,residential,1,"Raritan Avenue, Fountain Valley, Orange County, California, 92708, United States of America",-117.957676,33.7316235,1,avalon_and_stockton.json,"Xl_6ktBXnsk,Wk-PDDKSNnc,wg_PoKqGl9M"
myanmar,yes,1,"Myanmar Overseas Youth Club, Pacific Avenue, Chinatown, SF, California, 94118, United States of America",-122.4104251,37.796389,1,long beach_and_oakland.json,"xUZDoz3JamQ,mLFmdlztN9s,kS34GZyS948"
