attraction_name,attraction_knownFor,attraction_reviewComment,attraction_ranking,attraction_no_of_reviews,attraction_contact,attraction_in,attraction_address,attraction_url,attraction_in_file,youTubeLinkIds
Sanatan Mandir,,We visited this temple that is nearest to San Mateo where I have come for a long vacation. It's really beautiful temple devoted to Hindu God's and conducts regular devotional... read more,5,4,+1 650-794-1294,San Bruno,"205 Angus Ave W , San Bruno , CA 94066-3606",https://www.tripadvisor.com/Attraction_Review-g33010-d6663016-Reviews-Sanatan_Mandir-San_Bruno_California.html,san_bruno.json,"IzRmM6toyz0,oIckR7rLjto"
Artichoke Joe's Casino,,"If you like to play Draw Poker or Texas Hold-em this is the place. They always have a crowd, they serve food, and for me, I love the fish tanks but the rest is somewhat... read more",7,11,+1 650-589-3145,San Bruno,"659 Huntington Ave , San Bruno , CA 94066-3608",https://www.tripadvisor.com/Attraction_Review-g33010-d1024316-Reviews-Artichoke_Joe_s_Casino-San_Bruno_California.html,san_bruno.json,"AX-E7SKWOK0,U9Hi5C4ChEM,nG2FgFM0WY4"
San Bruno Mountain,,We did the Summit Trail Loop which was 3.1 miles along with the Bog Trail which was .8 miles. It's $6 to get into the parking lot. Wild blackberries throughout which the kids... read more,4,21,,San Bruno,"San Bruno , CA",https://www.tripadvisor.com/Attraction_Review-g33010-d146093-Reviews-San_Bruno_Mountain-San_Bruno_California.html,san_bruno.json,"ri6CwhElK_E,PAYjGQzXHfk,R2LUYyWySl8"
San Bruno Point Park,,If you really love the water this is the place for you.Wasn't to bad in getting there just be wise when traveling. ( No peak times traffic is terrible),6,6,,San Bruno,"Forbes Boulevard , San Bruno , CA",https://www.tripadvisor.com/Attraction_Review-g33010-d3382515-Reviews-San_Bruno_Point_Park-San_Bruno_California.html,san_bruno.json,"amUENext7Bs,PAYjGQzXHfk,nlIV4Hqzstw"
Diego Rivera Mural,,This is living history that had been stored and forgotten for years only to rise at City College of San Francisco. It's a must see,209,13,+1 415-239-3000,San Francisco,"City College of San Francisco, Diego Rivera Theater , 50 Phelan Avenue , San Francisco , CA 94112",https://www.tripadvisor.com/Attraction_Review-g60713-d2190487-Reviews-Diego_Rivera_Mural-San_Francisco_California.html,san_francisco.json,"bs3koh78BVY,MJ7eiE8ulOA,h-qMTx3RPyE"
Cow Palace,,Some of the ramps are pretty steep I actually lost control and bumped someone in my wheelchair. The food only healthy food was from the vendor booths.,276,23,+1 415-404-4111,San Francisco,"Geneva Avenue and Santos Street , 2600 Geneva Avenue Daly City , San Francisco , CA 94134-0206",https://www.tripadvisor.com/Attraction_Review-g60713-d615566-Reviews-Cow_Palace-San_Francisco_California.html,san_francisco.json,"KrAHZbmsgPU,rAjKeY6e25Q,LOqN1TIqjz8"
InMotion Entertainment,"“ Airport Store InMotion for Electronics, Headphones, Accessories - San Francisco International Terminal ” Reviewed July 29, 2016 We were at San Francisco International Terminal. We went to InMotion Entertainment. It is a nice store selling things one might need for their trip, such as electronics, headphones, and accessories. They have good quality items. Its a nice store. Service is also good. InMotion Entertainment focuses on selling at airports. Helpful? Thank mini Report",,15,,,South San Francisco,,https://www.tripadvisor.com/Attraction_Review-g33116-d10488070-Reviews-InMotion_Entertainment-South_San_Francisco_California.html,south_san_francisco.json,"WC4lCvgJm3g,Lrp8G-AiYXg"
Mount Davidson,,This is a nice park. There are some nice views of the city. It's never very crowded if you're looking for some peace and quiet. It hasn't been taken over by tourists like many... read more,222,19,415-831-2700,San Francisco,"Monterey Blvd. , San Francisco , CA 94127",https://www.tripadvisor.com/Attraction_Review-g60713-d102507-Reviews-Mount_Davidson-San_Francisco_California.html,san_francisco.json,"frlf2LWAEdE,-zQH-Zk0Hew,Ay1TCwVFdQY"
DFS Duty Free Galleria,,,72,,+1.650.444.1878,South San Francisco,"SFO, Highway 101 , International Terminal, Boarding Area A, Near Gate A-2 , South San Francisco , CA 94128",https://www.tripadvisor.com/Attraction_Review-g33116-d10488002-Reviews-DFS_Duty_Free_Galleria-South_San_Francisco_California.html,south_san_francisco.json,"Ti3k9FQCSBo,zQoZ2AysLik"
Indulge Candy,"“ Last Minute High Quality Snacks Before a Flight ” Reviewed July 29, 2016 We went to Indulge Candy. It has both savory and sweet things (chips, crackers, candy, etc.) to purchase prior to a flight. Its nice to have an airport location with good quality items. Helpful? 1 Thank mini Report",,18,,,South San Francisco,,https://www.tripadvisor.com/Attraction_Review-g33116-d10489834-Reviews-Indulge_Candy-South_San_Francisco_California.html,south_san_francisco.json,"06Dq0H1k0Ug,VOyRoejxEMg,C2Sb_XZAIbg"
SFMOMA Museum Store,,"Outstanding, more than can be taken in on a single visit. Don't try and catch it all, just stop, gaze and feel the art. Not everything has to be justified with a selfie ;-)",2,4,+1.650.553.8043,South San Francisco,"SFO, Highway 101 , International Terminal Main Hall, Behind Check-In Area , South San Francisco , CA 94128",https://www.tripadvisor.com/Attraction_Review-g33116-d10489877-Reviews-SFMOMA_Museum_Store-South_San_Francisco_California.html,south_san_francisco.json,"0ceonEUbiEk,K7f9r-xUoh0,JeOt5beXcbo"
Gucci,,,76,,+1.650.821.6263,South San Francisco,"SFO, Highway 101 , International Terminal, Boarding Area A, Near Gate A-1 , South San Francisco , CA 94128",https://www.tripadvisor.com/Attraction_Review-g33116-d10487942-Reviews-Gucci-South_San_Francisco_California.html,south_san_francisco.json,"SMKhIiaAEsM,i9kJJ9yhXNc"
Swarovski,,,32,,+1.650.821.8928,South San Francisco,"SFO, Highway 101 , International Terminal, Boarding Area G, Near Gate G-94 , South San Francisco , CA 94128",https://www.tripadvisor.com/Attraction_Review-g33116-d10492874-Reviews-Swarovski-South_San_Francisco_California.html,south_san_francisco.json,"kDaNyS244jc,lmAydHrjskw"
Hermes,,,36,,,South San Francisco,"SFO, Highway 101 , International Terminal, Boarding Area G, Near Gate G-92 , South San Francisco , CA 94128",https://www.tripadvisor.com/Attraction_Review-g33116-d10492829-Reviews-Hermes-South_San_Francisco_California.html,south_san_francisco.json,"3GcUEYtEdbI,LDtR5dnJzJI"
Facetime,,,43,,+1.650.821.1024,South San Francisco,"SFO, Highway 101 , International Terminal, Boarding Area A, Near Gate A-4 , South San Francisco , CA 94128",https://www.tripadvisor.com/Attraction_Review-g33116-d10489869-Reviews-Facetime-South_San_Francisco_California.html,south_san_francisco.json,"lD1VUSj8kpA,NyfaJR7BilQ,lfBsnTIbsZc"
San Francisco Bay Traders,,,41,,+1.650.246.3736,South San Francisco,"SFO, Highway 101 , International Terminal, Boarding Area G, Near Gate G-96 , South San Francisco , CA 94128",https://www.tripadvisor.com/Attraction_Review-g33116-d10489884-Reviews-San_Francisco_Bay_Traders-South_San_Francisco_California.html,south_san_francisco.json,"c5ko9RbGvto,SG3BYLv403k,dI4YPyVFlDc"
Pacific Outfitters,,,57,,+1.650.821.1030,South San Francisco,"SFO, Highway 101 , International Terminal, Boarding Area G, Near Gate G-94 , South San Francisco , CA 94128",https://www.tripadvisor.com/Attraction_Review-g33116-d10488090-Reviews-Pacific_Outfitters-South_San_Francisco_California.html,south_san_francisco.json,wyc9b0gHJ5s
Sweet Travels,,,39,,+1.650.821.6007,South San Francisco,"SFO, Highway 101 , International Terminal, Boarding Area A, Near Gate A-6 , South San Francisco , CA 94128",https://www.tripadvisor.com/Attraction_Review-g33116-d10489923-Reviews-Sweet_Travels-South_San_Francisco_California.html,south_san_francisco.json,tgCZQ5WA8-U
Burberry,,,69,,+1.650.821.8929,South San Francisco,"SFO, Highway 101 , International Terminal, Boarding Area G, Near Gate G-91 , South San Francisco , CA 94128",https://www.tripadvisor.com/Attraction_Review-g33116-d10488034-Reviews-Burberry-South_San_Francisco_California.html,south_san_francisco.json,"6D5IZtDCS5c,QFyrHZNohhU"
Aviator News & Books,,,75,,+1.650.821.0642,South San Francisco,"SFO, Highway 101 , International Terminal, Boarding Area G, Near Gate G-94 , South San Francisco , CA 94128",https://www.tripadvisor.com/Attraction_Review-g33116-d10487995-Reviews-Aviator_News_Books-South_San_Francisco_California.html,south_san_francisco.json,"VOirhCn_RFk,Mwn4iFnsYIs,-F7A24f6gNc"
Coach,“ Grayline tours ” Reviewed 1 week ago via mobile 17 mile road from san Francisco to Carmel. Very long but enjoyable trip stopped off at Pebble Beach golf club highlight for most golfers on the trip. The views are spectacular on this route. Very knowledgeable and considerable driver. Helpful? Thank Mike B Report,,16,,,South San Francisco,,https://www.tripadvisor.com/Attraction_Review-g33116-d10488001-Reviews-Coach-South_San_Francisco_California.html,south_san_francisco.json,"ZLR-riemHq4,xsvmcmuE6FM"
Greetings from San Francisco,,read more,11,,+1.650.821.9323,South San Francisco,"SFO, Highway 101 , Terminal 2, Boarding Area D, Retail Street , South San Francisco , CA 94128",https://www.tripadvisor.com/Attraction_Review-g33116-d10488039-Reviews-Greetings_from_San_Francisco-South_San_Francisco_California.html,south_san_francisco.json,"MWRv7coyUx8,rYtZCjj48rM,6wRqzVIB23k"
Ghiradelli,,Fun place to visit and see chocolate getting made. The drinks and desserts available are delicious but extremely rich (not sure when I had that much sugar last). Worth stopping in!,6,5,+1.650.821.0651,South San Francisco,"SFO, Highway 101 , Terminal 3, Boarding Area F, Food Court , South San Francisco , CA 94128",https://www.tripadvisor.com/Attraction_Review-g33116-d10492846-Reviews-Ghiradelli-South_San_Francisco_California.html,south_san_francisco.json,"DucyQ27D9Ic,YmiSveAwb-0,2peW1d-Pq2E"
Mosaic Gallery,,,34,,+1.650.821.9321,South San Francisco,"SFO, Highway 101 , Terminal 2, Boarding Area D, Retail Street , South San Francisco , CA 94128",https://www.tripadvisor.com/Attraction_Review-g33116-d10492833-Reviews-Mosaic_Gallery-South_San_Francisco_California.html,south_san_francisco.json,"VVVaFYwSf2g,WfMeyxfmVmM,dGBGDegAt-8"
Sunglass Hut,,,53,,+1.650.821.0598,South San Francisco,"SFO, Highway 101 , Terminal 3, Boarding Area F, Food Court , South San Francisco , CA 94128",https://www.tripadvisor.com/Attraction_Review-g33116-d10488140-Reviews-Sunglass_Hut-South_San_Francisco_California.html,south_san_francisco.json,"GT1S4RR6HoI,9dQ14IRHMss,hZIoY67JsGI"
Mango,,,60,,+1.650.821.0650,South San Francisco,"SFO, Highway 101 , Terminal 3, Boarding Area F, Food Court , South San Francisco , CA 94128",https://www.tripadvisor.com/Attraction_Review-g33116-d10488082-Reviews-Mango-South_San_Francisco_California.html,south_san_francisco.json,"xDr6Xs8K1pI,77rTAqNFH3o"
SFO Museum,,"This was a nice surprise, we wandered in and found the fashion in flight exhibit. It was a nice trip down memory lane. Very well done. It's a shame we don't have more pride in how... read more",163,38,16508216700,San Francisco,"San Francisco International Airport , San Francisco International Airport, International Terminal, Departure Level, Pre-Security , San Francisco , CA 94128",https://www.tripadvisor.com/Attraction_Review-g60713-d2369254-Reviews-SFO_Museum-San_Francisco_California.html,san_francisco.json,"TefWcAokdmo,BQ_-LQyKONg"
Kiehl's,,,45,,+1.650.821.9151,South San Francisco,"SFO, Highway 101 , Terminal 2, Boarding Area D, Retail Street , South San Francisco , CA 94128",https://www.tripadvisor.com/Attraction_Review-g33116-d10489862-Reviews-Kiehl_s-South_San_Francisco_California.html,south_san_francisco.json,"SpY98vXsASw,KxWCKNHknkU"
The Fickle Bag,,,38,,+1.650.821.0153,South San Francisco,"SFO, Highway 101 , Terminal 3, Boarding Area F, Near Gate 80 , South San Francisco , CA 94128",https://www.tripadvisor.com/Attraction_Review-g33116-d10489929-Reviews-The_Fickle_Bag-South_San_Francisco_California.html,south_san_francisco.json,"5ABoBRUm9qY,wKl6umkwKfU,IVpRtXefb5I"
Compass Books,,"I love this bookstore. It's a fixture of the SFO airport and it's where I buy all of my ""old-fashioned"" print books and magazines. I love the employee reviews and the sense that... read more",4,3,+1.650.821.2326,South San Francisco,"SFO, Highway 101 , Terminal 3, Boarding Area F, Near Gate 71 , South San Francisco , CA 94128",https://www.tripadvisor.com/Attraction_Review-g33116-d10487996-Reviews-Compass_Books-South_San_Francisco_California.html,south_san_francisco.json,"TJBMboD1G7M,E6jfzlpG8KE,jQ3mpLw2lps"
Bayfront Park,,Beautiful scenery and fun to watch the planes take off and land. Little ducks in the water and birds to see along the path.,1,40,,Millbrae,"Old Bayshore Highway , Millbrae , CA 94030",https://www.tripadvisor.com/Attraction_Review-g32715-d7222595-Reviews-Bayfront_Park-Millbrae_California.html,millbrae.json,"ZiUmu6Pg2jM,0afczrufCbA,uj8J90nmcbQ"
The Centurion Lounge,,This is a 5 star USA lounge. If you visit Asia and Arabia there are probably better lounges. More equipped and more options. Variety of fine wines Freshly cooked food rotates... read more,3,78,,San Bruno,"San Francisco International Airport , Terminal 3, Near Gate 74 , San Bruno , CA 94128",https://www.tripadvisor.com/Attraction_Review-g33010-d10671288-Reviews-The_Centurion_Lounge-San_Bruno_California.html,san_bruno.json,"pK3IozdGnLc,favl24C4g4g,wprd8JO4S0U"
See's Candies,,,54,,+1.650.821.2333,South San Francisco,"SFO, Highway 101 , Terminal 3, Boarding Area E, Near Gate 68 , South San Francisco , CA 94128",https://www.tripadvisor.com/Attraction_Review-g33116-d10488111-Reviews-See_s_Candies-South_San_Francisco_California.html,south_san_francisco.json,"OH1OAXkK8M0,tdcEQrmHC8o"
"Jo Malone, Tom Ford & Aveda",,,44,,+1.650.821.8464,South San Francisco,"SFO, Highway 101 , Terminal 3, Boarding Area F, Near Gate 70 , South San Francisco , CA 94128",https://www.tripadvisor.com/Attraction_Review-g33116-d10489865-Reviews-Jo_Malone_Tom_Ford_Aveda-South_San_Francisco_California.html,south_san_francisco.json,"8anS_doou7Y,J81_ljLDuH4,PAUvAYgoM9Y"
Bay Area Club House,,,50,,+1.650.589.8610,South San Francisco,"SFO, Highway 101 , Terminal 3, Boarding Area F, Near Gate 82 , South San Francisco , CA 94128",https://www.tripadvisor.com/Attraction_Review-g33116-d10489509-Reviews-Bay_Area_Club_House-South_San_Francisco_California.html,south_san_francisco.json,"ikpRO5imet0,skUP1Oebrd8,kV-Gf1TVIMg"
Boucle,,,48,,+1.650.821.9334,South San Francisco,"SFO, Highway 101 , Terminal 3, Boarding Area F, Near Gate 82 , South San Francisco , CA 94128",https://www.tripadvisor.com/Attraction_Review-g33116-d10489754-Reviews-Boucle-South_San_Francisco_California.html,south_san_francisco.json,"JCBf4wvPPv8,BNkGnyU1V2M,fwkQ9oFSYvE"
Peninsula Museum of Art,,"We had some time to spare in Burlingame and discovered this local museum. The exhibits were interesting, and what makes this special is that local artists have studios here and... read more",6,9,+(1)650-692-2101,Burlingame,"1777 California Dr , Burlingame , CA 94010-3201",https://www.tripadvisor.com/Attraction_Review-g32124-d7287506-Reviews-Peninsula_Museum_of_Art-Burlingame_California.html,burlingame.json,"ckBNAhjOl_U,Br39cpq4Qms"
It's It Ice Cream Factory,,Just an all around whiz bang great ice cream outlet that has a TON of ice cream sandwiches and a great crew to boot.,5,11,(650) 347-2122,Burlingame,"865 Burlway Rd , Burlingame , CA 94010-1705",https://www.tripadvisor.com/Attraction_Review-g32124-d7999862-Reviews-It_s_It_Ice_Cream_Factory-Burlingame_California.html,burlingame.json,"6hajtrkpt60,Vlb4mfQv6-s,tLnyJYwssrk"
The San Mateo Japanese Garden,"Gardens , Nature & Parks",This little spot has been around for decades. Perfect for a quiet slow walk. Meet an old friend. Take a young child to see the Koi. Always an artist or photographer. Great for... read more,1,136,+1 415-377-4700,San Mateo,"Fifth Ave. , San Mateo , CA",https://www.tripadvisor.com/Attraction_Review-g33031-d145181-Reviews-The_San_Mateo_Japanese_Garden-San_Mateo_California.html,san_mateo.json,"kanqwOTN5FA,fHDNLBOqLww,OnILFmRvSVk"
100% Pure,,,51,,650.821.0145,South San Francisco,"SFO, Highway 101 , Terminal 3, Boarding Area F, Near Gate 74 , South San Francisco , CA 94128",https://www.tripadvisor.com/Attraction_Review-g33116-d10489475-Reviews-100_Pure-South_San_Francisco_California.html,south_san_francisco.json,"Gy-tAgywBl8,WAau0sXe8TM,aLCKOJj_PFg"
Burlingame Museum of Pez Memorabilia,,"Don't expect a big museum, or a long wait. This place is pretty small (the store is out front), the museum just a big room in the back. But they have tons of Pez dispensers, and I... read more",1,40,+1 650-347-2301,Burlingame,"214 California Dr , Burlingame , CA 94010-4113",https://www.tripadvisor.com/Attraction_Review-g32124-d265152-Reviews-Burlingame_Museum_of_Pez_Memorabilia-Burlingame_California.html,burlingame.json,"8904ICsvLpQ,dSn-Yk4PtoQ,NNMSJ61HdVE"
Clubhouse Bistro,,"Staying at the Crowne for business and came down to the bar for beer and a sandwich. Good sized bar with a large main bar, booths, and tables plus a couple of private areas if... read more",2,22,+1 650-570-5700,Foster City,"1221 Chess Dr , inside the Crowne Plaza , Foster City , CA 94404-1173",https://www.tripadvisor.com/Attraction_Review-g32405-d1036741-Reviews-Clubhouse_Bistro-Foster_City_California.html,foster_city.json,"7kKSzfDXbOg,LuG1k7_6FR4,1Pjds_VhUqA"
Sawyer Camp Trail,"Hiking Trails , Outdoor Activities , Nature & Parks",We ride our bikes several times a week on Sawyer Camp trail. The views of the Crystal Springs reservoir are spectacular. They have been renovating for years - sure wish they... read more,3,77,,San Mateo,"San Mateo , CA",https://www.tripadvisor.com/Attraction_Review-g33031-d146953-Reviews-Sawyer_Camp_Trail-San_Mateo_California.html,san_mateo.json,"c7gEuSAPKYk,dS5cF7wEGdI,ZFz0ccYgm3s"
Seal Point Park,,Stopped in the eat our lunch. Nice little park atop an old dump but hey good view of the bay and it's free.,7,15,,San Mateo,"1901 J Hart Clinton Dr , San Mateo , CA 94401",https://www.tripadvisor.com/Attraction_Review-g33031-d8568910-Reviews-Seal_Point_Park-San_Mateo_California.html,san_mateo.json,"BpzDgWFJnTI,ci820iMr7xU,gyROfXZzrWs"
Central Park,Nature & Parks,We loved this park. Walking along this inlet from the San Francisco Bay was relaxing. We ate lunch by the water and then rented kayaks and paddled all around. It is bigger than we... read more,5,49,+1 650-522-7440,San Mateo,"50 E 5th Ave , San Mateo , CA 94401-4107",https://www.tripadvisor.com/Attraction_Review-g33031-d3665249-Reviews-Central_Park-San_Mateo_California.html,san_mateo.json,"PG3DMCoENdk,VSXYb3fJLWk,220sIrfOxoM"
Oceanic Foot Spa,,"feels fake, not enough massage of your feet but more on your arms and legs and they tell you how much to tip.",3,15,+1 650-200-0939,Foster City,"939H Edgewater Boulevard , Foster City , CA 94404",https://www.tripadvisor.com/Attraction_Review-g32405-d3385184-Reviews-Oceanic_Foot_Spa-Foster_City_California.html,foster_city.json,"t9GOxenHoBw,b4iyu3huht4,Dgax5gd9Pgg"
CuriOdyssey,"Science Museums , Specialty Museums , Museums","Lots of hands on stuff for the young ones to manipulate, and also a small selection of animals. We saw the otters being fed when we were there; very cute!",4,67,+1 650-342-7755,San Mateo,"1651 Coyote Point Dr , San Mateo , CA 94401-1002",https://www.tripadvisor.com/Attraction_Review-g33031-d617500-Reviews-CuriOdyssey-San_Mateo_California.html,san_mateo.json,"7VZVlte2Gy4,4H_K-gN0wP0"
Hiller Aviation Museum,"Specialty Museums , Museums",Great place to walk through the history and possible the future of aviation. I love the large plane mock up they have in the back. And I love that many of the planes you can... read more,1,132,+1 650-654-0200,San Carlos,"601 Skyway Rd , San Carlos , CA 94070-2702",https://www.tripadvisor.com/Attraction_Review-g33011-d617498-Reviews-Hiller_Aviation_Museum-San_Carlos_California.html,san_carlos.json,"HdhX9zJnODc,9RzDs6_RB64,Iv7kPCyiA1g"
Saint James Gate,,"This is the place if you like watching Harley Davidson bikers playing with young kids, fine beer, excellent liquor, noise enormous, movement endless and as many ethnic groups as... read more",1,6,+1 650-592-5923,Belmont,"1410 Old County Rd , Belmont , CA 94002-3928",https://www.tripadvisor.com/Attraction_Review-g32060-d5844244-Reviews-Saint_James_Gate-Belmont_California.html,belmont.json,"FzULTOOcAbs,8KwxxNBxUqc,fBU3tqhLnuw"
Hillsdale Shopping Center,,"There is extensive remodeling going on at the shopping center so many eateries have been demolished, as well as Sears. However, the center has lots of stores open to the public... read more",6,34,(650) 345-8222,San Mateo,"60 31st Ave , San Mateo , CA 94403-3404",https://www.tripadvisor.com/Attraction_Review-g33031-d9462993-Reviews-Hillsdale_Shopping_Center-San_Mateo_California.html,san_mateo.json,"pdlz00nHdfI,mVs2zAYquC0,JMg0JQ3gFAg"
Filoli,"Historic Sites , Gardens , Sights & Landmarks , Nature & Parks","Filoli stands for ""Fight,"" ""Love,"" and ""Life"". The stately mansion is huge. One can imagine being an invited guest back in the early 1900s. And the gardens are vast and... read more",1,308,+1 650-364-8300,Woodside,"86 Canada Rd , Woodside , CA 94062-4144",https://www.tripadvisor.com/Attraction_Review-g33292-d113585-Reviews-Filoli-Woodside_California.html,woodside.json,"4O38CtduB_M,U6JO7M5BHZc,_cS3SWIzqzc"
Computer History Museum,"History Museums , Museums",I moved from Silicon Valley to Sacramento in 1999 then to New Mexico in 2005...so to finally get to go see this museum knowing my husband spent his working years in the computer... read more,1,522,+1 650-810-1010,Mountain View,"1401 N Shoreline Blvd , Mountain View , CA 94043-1311",https://www.tripadvisor.com/Attraction_Review-g32761-d592581-Reviews-Computer_History_Museum-Mountain_View_California.html,mountain_view.json,"rNwiMBGoJ90,GHX0xrSGfLo"
Municipal Rose Garden,"Gardens , Nature & Parks",This rose garden is one of the best. Close to the airport and downtown. Nice quiet park in town. I've visited it multiple times. It's always clean and in bloom. There's never a... read more,1,301,+1 408-794-7274,San Jose,"Naglee Avenue & Dana Ave , San Jose , CA 95216",https://www.tripadvisor.com/Attraction_Review-g33020-d2196604-Reviews-Municipal_Rose_Garden-San_Jose_California.html,san_jose.json,"tySH6GqRwz8,_ZV0_SEaM6I,DUDSTqynSec"
Shoreline Amphitheatre,,We enjoyed the latest Bridge School Benefit Concert at Shoreline. The sound system provided a well-mixed concert experience once the volume was turned up. Beer prices were... read more,6,119,+1 650-967-4040,Mountain View,"1 Amphitheatre Pkwy , Mountain View , CA 94043-1326",https://www.tripadvisor.com/Attraction_Review-g32761-d3213057-Reviews-Shoreline_Amphitheatre-Mountain_View_California.html,mountain_view.json,"GEPbDJ_6aBM,q8aaDzVwyNM,R9dEGcO0tWE"
Laurelwood Park,,"We have taken our grandchildren to this park several times and have found it to be perfect for a picnic, great playground, and an adjacent hiking trail that our grandson loves to... read more",8,14,+1 650-522-7400,San Mateo,"3471 Glendora Dr , San Mateo , CA 94403-3945",https://www.tripadvisor.com/Attraction_Review-g33031-d8106112-Reviews-Laurelwood_Park-San_Mateo_California.html,san_mateo.json,"BIwctOAFSm0,dHiK33jrYFE,1KJe0CQ-lgY"
Center for Spiritual Enlightenment,,"This is the place for exploring the spiritual pracices that arte common in many religions, search for the core truths of most religions, peace, and compassion are the hallmarks of... read more",52,5,+1 408-283-0221,San Jose,"1146 University Ave , San Jose , CA 95126-1736",https://www.tripadvisor.com/Attraction_Review-g33020-d5030632-Reviews-Center_for_Spiritual_Enlightenment-San_Jose_California.html,san_jose.json,"y51hK7H4rrU,aehLPFEPMrA"
J. Lohr Vineyards & Wines,"Wineries & Vineyards , Food & Drink","Free wine tasting, very good wines. Nice friendly atmosphere. On Fridays, they do private cheese and wine tasting party, very fun!",13,74,+1 408-288-5057,San Jose,"1000 Lenzen Ave , San Jose , CA 95126-2739",https://www.tripadvisor.com/Attraction_Review-g33020-d561258-Reviews-J_Lohr_Vineyards_Wines-San_Jose_California.html,san_jose.json,"5dyb5-wdkkY,FlzbdVAXjaM,eC9fam-hpjA"
Santa Clara University,"Educational sites , Sights & Landmarks","Not only does Santa Clara University have a beautiful campus, it also houses the Santa Clara Mission, which is well worth the trip. At El Camino and The Alameda across from the... read more",5,63,+1 408-554-4000,Santa Clara,"500 El Camino Real , Santa Clara , CA 95053-0001",https://www.tripadvisor.com/Attraction_Review-g33046-d123156-Reviews-Santa_Clara_University-Santa_Clara_California.html,santa_clara.json,"2qwmvr_DaQ0,I-2QlSiTvBs,0jspgOZQzic"
SAP Center,"Arenas & Stadiums , Sights & Landmarks",Attend Barracuda games at the SAP Center. The center is well situated with plenty of places to eat within walking distance. There are also plenty of places to park both on-street... read more,7,421,+1 408-287-7070,San Jose,"525 W Santa Clara St , San Jose , CA 95113-1520 (Formerly HP Pavilion)",https://www.tripadvisor.com/Attraction_Review-g33020-d531937-Reviews-SAP_Center-San_Jose_California.html,san_jose.json,"WH-myGAnal8,0fAgFUiBmQE"
Moffett Field Historical Society Museum,,My husband retired from Moffett 26 years ago and loved it. He enjoyed seeing all the displays and telling me about the various things he had done. The volunteers were full of... read more,7,33,+1 650-964-4024,Mountain View,"Severyns Ave., Building 126 , Mountain View , CA 94035-0016",https://www.tripadvisor.com/Attraction_Review-g32761-d4559456-Reviews-Moffett_Field_Historical_Society_Museum-Mountain_View_California.html,mountain_view.json,"2PgUCQpOAp0,QePO7rgJc8I,Leqa6xWTSqI"
Bay Trail,,"I've been biking this trail (infrequently) for years. Recently, it was refurbished and is in good shape. It connects with the awesome Stevens Creek Trail of Mountain View as you... read more",12,5,,Mountain View,"Mountain View , CA",https://www.tripadvisor.com/Attraction_Review-g32761-d10055765-Reviews-Bay_Trail-Mountain_View_California.html,mountain_view.json,"qpsYgalyLQI,i5GUP8SvDTE"
De Saisset Museum,,"Free and hours are usually 11 thru 5 Closed for maintenance, repairs and updating Building is quite attractive Will reopen April 8 Seems kinda small but understand it has... read more",18,9,+1 408-554-4528,Santa Clara,"500 El Camino Real , Santa Clara University , Santa Clara , CA 95053-0001",https://www.tripadvisor.com/Attraction_Review-g33046-d123155-Reviews-De_Saisset_Museum-Santa_Clara_California.html,santa_clara.json,"7LpwmoC606A,dBx6rEVyF-8"
Cathedral Basilica of St. Joseph,"Churches & Cathedrals , Sights & Landmarks","It is a beautiful work of art. An amazing architectural piece of work, both inside and outside. Great stained glass and sculptures. Nice photo opportunities.",6,187,+1 408-283-8100,San Jose,"80 S Market St , San Jose , CA 95113-2303",https://www.tripadvisor.com/Attraction_Review-g33020-d157070-Reviews-Cathedral_Basilica_of_St_Joseph-San_Jose_California.html,san_jose.json,"kcToJaioFM0,sWj81_MY5zo,UjMTc3aMd-M"
Sunnyvale Farmers Market,"Farmers Markets , Shopping , Food & Drink","Lots of fresh everything and free samples, very friendly vendors! Fresh fruits and vegetables, lots to choose from. Also many pastries to choose from along with great fresh French... read more",1,44,5107457100,Sunnyvale,"Murphy Ave , Sunnyvale , CA 94085",https://www.tripadvisor.com/Attraction_Review-g33146-d7730238-Reviews-Sunnyvale_Farmers_Market-Sunnyvale_California.html,sunnyvale.json,"97tJhvK_zRY,G6CVcnDDxFg,PKcPxNMxC7M"
Central Park,,International swimming center where Mark Spitz trained and Santa Clara Aqua Maids are from. Great meeting places especially the Arts and Wine Festival and the 4th. of July... read more,9,32,+1 408-984-3257,Santa Clara,"909 Kiely Blvd. , Santa Clara , CA 95051",https://www.tripadvisor.com/Attraction_Review-g33046-d123159-Reviews-Central_Park-Santa_Clara_California.html,santa_clara.json,"PG3DMCoENdk,VSXYb3fJLWk,220sIrfOxoM"
Plaza de Cesar Chavez Park,,Lots of people here everyday and they have a lot of fun activities as well. Right now they are doing dance lessons and dancing every Thursday....for free! They also host music... read more,25,48,+1 916-808-5200,San Jose,"910 I Street , San Jose , CA 95112",https://www.tripadvisor.com/Attraction_Review-g33020-d561247-Reviews-Plaza_de_Cesar_Chavez_Park-San_Jose_California.html,san_jose.json,"9l7kmOL_Pts,5rhd5Qd2E1w,MQfEeCyBiVw"
San Jose Museum of Art,,I visited the museum mid week and it wasn't busy at all. At times I had whole exhibits to myself. I was surprised by how small the museum is but actually it works in its favour... read more,19,125,+1 408-271-6840,San Jose,"110 S Market St , San Jose , CA 95113-2383",https://www.tripadvisor.com/Attraction_Review-g33020-d123137-Reviews-San_Jose_Museum_of_Art-San_Jose_California.html,san_jose.json,"Z4FX_1Hrp1A,Fouy1md26Zk"
