mention_name,mention_type,mention_popularity,mention_address,mention_longitude,mention_latitude,no_of_blogFiles,mention_found_in_blogFiles
taj vivanta,hotel,1,"Vivanta by Taj, Whitefield Road, Kadugodi, Prashanth Extension, Bangalore Urban, Karnataka, 56066, India",77.7375967224659,12.98675055,1,hubli_and_sakleshpur.json
manjarabad,attraction,2,"Manjarabad Fort, SH27, Hullahalli, Sakaleshapura taluk, Hassan district, Karnataka, 573134, India",75.7580572896098,12.9173302,4,"hubli_and_sakleshpur.json,bellary_and_sakleshpur.json,sakleshpur_and_srirangapatna.json,agumbe_and_belgaum.json"
bangalore hubli,primary,1,"Pune Bangalore Road, Chanakya Puri, Old Hubli, Hubballi - ಹುಬ್ಬಳ್ಳಿ, Hubballi taluku, Dharwad district, Karnataka, 580020, India",75.1368445,15.3416245,2,"hubli_and_sakleshpur.json,dandeli_and_hubli.json"
maravante,village,1,"Maravante, ಕುಂದಾಪುರ ತಾಲೂಕು, Udupi district, Karnataka, India",74.6428565,13.7248514,24,"badami_and_madikeri.json,bellary_and_hassan.json,belgaum_and_kanakapura.json,badami_and_sringeri.json,bijapur_and_sringeri.json,hampi_and_kanakapura.json,bellary_and_udupi.json,bijapur_and_nandi hills.json,belgaum_and_nandi hills.json,badami_and_chikmagalur.json,jog falls_and_mysore.json,belgaum_and_jog falls.json,bellary_and_sirsi.json,jog falls_and_srirangapatna.json,bellary_and_madikeri.json,jog falls_and_madikeri.json,bijapur_and_udupi.json,bijapur_and_yana.json,badami_and_yana.json,bijapur_and_thirthahalli.json,bellary_and_murudeshwara.json,belgaum_and_madikeri.json,bellary_and_jog falls.json,bangalore_and_shimoga.json"
northern karnataka,company,3,"Northern Operating  Services Pvt Ltd, RMZ Ecospace, Internal Rd, RMZ Ecospace, Bellandur, Doddakannelli, Bangalore Urban, Karnataka, 560037, India",77.6804678,12.9257442,26,"badami_and_madikeri.json,hampi_and_mangalore.json,jog falls_and_nandi hills.json,bidar_and_jog falls.json,hampi_and_kanakapura.json,dandeli_and_kemmangundi.json,sakleshpur_and_tumkur.json,bellary_and_nandi hills.json,jog falls_and_madikeri.json,chitradurga_and_kanakapura.json,bangalore_and_hassan.json,belur_and_tumkur.json,dharmasthala_and_nandi hills.json,belur_and_nandi hills.json,bellary_and_virajpet.json,chitradurga_and_nandi hills.json,badami_and_nandi hills.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,bangalore_and_dandeli.json,dandeli_and_kanakapura.json,hampi_and_mysore.json,jog falls_and_tumkur.json,jog falls_and_talakadu.json,hampi_and_nandi hills.json"
gaganachukki,waterfall,11,"Gaganachukki Falls, Malavalli taluk, Mandya district, Karnataka, India",77.1684763,12.2933696,31,"badami_and_madikeri.json,hampi_and_mangalore.json,jog falls_and_nandi hills.json,jog falls_and_kanakapura.json,hampi_and_kanakapura.json,sakleshpur_and_tumkur.json,kanakapura_and_kundapur.json,sakleshpur_and_talakadu.json,kanakapura_and_mysore.json,kanakapura_and_kemmangundi.json,bellary_and_nandi hills.json,jog falls_and_madikeri.json,chitradurga_and_kanakapura.json,bangalore_and_hassan.json,dharmasthala_and_nandi hills.json,kanakapura_and_mangalore.json,belur_and_nandi hills.json,bellary_and_virajpet.json,chitradurga_and_nandi hills.json,bidar_and_tumkur.json,badami_and_nandi hills.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,gulbarga_and_udupi.json,hampi_and_mysore.json,jog falls_and_tumkur.json,bellary_and_tumkur.json,jog falls_and_talakadu.json,bellary_and_talakadu.json,hampi_and_nandi hills.json"
nadu,bank,2,"Tamil Nadu Marcantile Bank, Mahatma Gandhi Road, Gowthampuram, Ashok Nagar, Bengaluru, Bangalore Urban, Karnataka, 560001, India",77.6163313,12.9734064,24,"badami_and_madikeri.json,hampi_and_mangalore.json,jog falls_and_nandi hills.json,hampi_and_kanakapura.json,sakleshpur_and_tumkur.json,bijapur_and_nandi hills.json,jog falls_and_mysore.json,bellary_and_nandi hills.json,jog falls_and_madikeri.json,chitradurga_and_kanakapura.json,bijapur_and_udupi.json,bangalore_and_hassan.json,belur_and_tumkur.json,dharmasthala_and_nandi hills.json,belur_and_nandi hills.json,bellary_and_virajpet.json,chitradurga_and_nandi hills.json,badami_and_nandi hills.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,hampi_and_mysore.json,jog falls_and_tumkur.json,hampi_and_nandi hills.json"
zostel,hotel,3,"Zostel, Car St., Gokarna, Kumata taluk, Uttara Kannada, Karnataka, 581326, India",74.3148548,14.5399074,15,"badami_and_madikeri.json,bidar_and_madikeri.json,bidar_and_udupi.json,jog falls_and_nandi hills.json,bidar_and_jog falls.json,bellary_and_srirangapatna.json,jog falls_and_madikeri.json,dharmasthala_and_nandi hills.json,bellary_and_virajpet.json,bidar_and_tumkur.json,badami_and_nandi hills.json,agumbe_and_kanakapura.json,gulbarga_and_udupi.json,jog falls_and_tumkur.json,bellary_and_bidar.json"
north western,commercial,2,"South Western Railways Offices, Kamaripet, Hubballi - ಹುಬ್ಬಳ್ಳಿ, Hubballi taluku, Dharwad district, Karnataka, 580020, India",75.1458521440593,15.35527435,16,"badami_and_madikeri.json,hampi_and_mangalore.json,jog falls_and_raichur.json,jog falls_and_nandi hills.json,hampi_and_kanakapura.json,bellary_and_nandi hills.json,jog falls_and_madikeri.json,chitradurga_and_kanakapura.json,bellary_and_virajpet.json,badami_and_nandi hills.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,hampi_and_mysore.json,jog falls_and_tumkur.json,hampi_and_nandi hills.json"
kudle beach,beach,9,"Kudle Beach, Om beach road, Gokarna, Kumata taluk, Uttara Kannada, Karnataka, 581326, India",74.3156783937192,14.5281015,45,"badami_and_madikeri.json,belgaum_and_sirsi.json,bidar_and_madikeri.json,hampi_and_mangalore.json,kanakapura_and_murudeshwara.json,bidar_and_udupi.json,hubli_and_murudeshwara.json,bidar_and_shimoga.json,hubli_and_tumkur.json,jog falls_and_nandi hills.json,bidar_and_jog falls.json,hampi_and_kanakapura.json,bellary_and_udupi.json,bellary_and_manipal.json,kanakapura_and_kundapur.json,bellary_and_srirangapatna.json,bellary_and_sirsi.json,jog falls_and_madikeri.json,kundapur_and_tumkur.json,dandeli_and_murudeshwara.json,kanakapura_and_manipal.json,bidar_and_murudeshwara.json,bellary_and_shimoga.json,dharmasthala_and_nandi hills.json,kanakapura_and_mangalore.json,jog falls_and_virajpet.json,bellary_and_virajpet.json,bidar_and_tumkur.json,badami_and_nandi hills.json,chikmagalur_and_hospet.json,shimoga_and_talakadu.json,hampi_and_madikeri.json,kanakapura_and_kollur.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,hampi_and_manipal.json,gulbarga_and_udupi.json,kundapur_and_virajpet.json,dandeli_and_kanakapura.json,hampi_and_mysore.json,badami_and_tumkur.json,jog falls_and_tumkur.json,hampi_and_nandi hills.json,bellary_and_bidar.json,bidar_and_hospet.json"
londa,village,2,"Londa, Khanapura taluku, Belgaum district, Karnataka, India",74.4932422,15.4524311,14,"badami_and_madikeri.json,hampi_and_mangalore.json,jog falls_and_nandi hills.json,hampi_and_kanakapura.json,jog falls_and_madikeri.json,bellary_and_virajpet.json,badami_and_nandi hills.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,hampi_and_mysore.json,belgaum_and_sakleshpur.json,jog falls_and_tumkur.json,hampi_and_nandi hills.json"
ritz carlton,hotel,1,"Ritz Carlton, FM Cariappa Road (Residency Road), Shantala Nagar, MacIvor Town, Bengaluru, Bangalore Urban, Karnataka, 560001, India",77.6015963682898,12.9677378,21,"badami_and_madikeri.json,hampi_and_mangalore.json,jog falls_and_nandi hills.json,hampi_and_kanakapura.json,sakleshpur_and_tumkur.json,bellary_and_nandi hills.json,jog falls_and_madikeri.json,chitradurga_and_kanakapura.json,bangalore_and_hassan.json,belur_and_tumkur.json,dharmasthala_and_nandi hills.json,belur_and_nandi hills.json,bellary_and_virajpet.json,chitradurga_and_nandi hills.json,badami_and_nandi hills.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,hampi_and_mysore.json,jog falls_and_tumkur.json,hampi_and_nandi hills.json"
pyramid valley,attraction,2,"Pyramid Valley International, Kanakapura Road, Vaderahalli, Kanakapura taluk, Ramanagara district, Karnataka, India",77.4934813,12.7001678,25,"badami_and_madikeri.json,hampi_and_mangalore.json,bangalore_and_shravanabelagola.json,jog falls_and_nandi hills.json,hampi_and_kanakapura.json,sakleshpur_and_tumkur.json,bellary_and_nandi hills.json,jog falls_and_madikeri.json,chitradurga_and_kanakapura.json,bangalore_and_hassan.json,belur_and_tumkur.json,dharmasthala_and_nandi hills.json,belur_and_nandi hills.json,bellary_and_virajpet.json,chitradurga_and_nandi hills.json,bangalore_and_yana.json,badami_and_nandi hills.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,hampi_and_mysore.json,bangalore_and_nandi hills.json,jog falls_and_tumkur.json,bangalore_and_mysore.json,hampi_and_nandi hills.json"
karavalli,restaurant,3,"Karavalli, FM Cariappa Road (Residency Road), Tasker Town, Ashok Nagar, Bengaluru, Bangalore Urban, Karnataka, 560001, India",77.608763,12.9724724,23,"badami_and_madikeri.json,hampi_and_mangalore.json,jog falls_and_nandi hills.json,hampi_and_kanakapura.json,sakleshpur_and_tumkur.json,kanakapura_and_mysore.json,bellary_and_nandi hills.json,jog falls_and_madikeri.json,chitradurga_and_kanakapura.json,bangalore_and_hassan.json,belur_and_tumkur.json,dharmasthala_and_nandi hills.json,belur_and_nandi hills.json,bellary_and_virajpet.json,bangalore_and_bijapur.json,chitradurga_and_nandi hills.json,badami_and_nandi hills.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,hampi_and_mysore.json,jog falls_and_tumkur.json,hampi_and_nandi hills.json"
summer palace,attraction,2,"Tippu's Summer Palace, A V Road, Ranasingpet, Kalasipalya, Bengaluru, Bangalore Urban, Karnataka, 560 002, India",77.5736841970666,12.95964655,24,"badami_and_madikeri.json,agumbe_and_srirangapatna.json,hampi_and_mangalore.json,jog falls_and_nandi hills.json,hampi_and_kanakapura.json,sakleshpur_and_tumkur.json,bellary_and_nandi hills.json,badami_and_srirangapatna.json,jog falls_and_madikeri.json,chitradurga_and_kanakapura.json,bangalore_and_hassan.json,belur_and_tumkur.json,bangalore_and_srirangapatna.json,dharmasthala_and_nandi hills.json,belur_and_nandi hills.json,bellary_and_virajpet.json,chitradurga_and_nandi hills.json,badami_and_nandi hills.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,hampi_and_mysore.json,jog falls_and_tumkur.json,hampi_and_nandi hills.json"
kolar,town,9,"Kolar, Kolar taluk, Kolar district, Karnataka, 563101, India",78.1339606,13.1369996,25,"badami_and_madikeri.json,bellary_and_hassan.json,belgaum_and_kanakapura.json,bijapur_and_sringeri.json,hampi_and_kanakapura.json,bellary_and_udupi.json,bangalore_and_raichur.json,bijapur_and_nandi hills.json,kanakapura_and_nandi hills.json,belgaum_and_nandi hills.json,jog falls_and_mysore.json,bellary_and_mysore.json,jog falls_and_srirangapatna.json,bellary_and_madikeri.json,bijapur_and_udupi.json,kanakapura_and_manipal.json,chikmagalur_and_raichur.json,bijapur_and_thirthahalli.json,bellary_and_murudeshwara.json,agumbe_and_kanakapura.json,agumbe_and_nandi hills.json,belgaum_and_madikeri.json,bangalore_and_shimoga.json,dandeli_and_kanakapura.json,bellary_and_kanakapura.json"
kudle,hotel,14,"Kudle Ocean Front resort, Om beach road, Gokarna, Kumata taluk, Uttara Kannada, Karnataka, 581326, India",74.3178853,14.5290707,42,"badami_and_madikeri.json,belgaum_and_sirsi.json,bidar_and_madikeri.json,hampi_and_mangalore.json,bidar_and_udupi.json,hubli_and_murudeshwara.json,bidar_and_shimoga.json,jog falls_and_thirthahalli.json,jog falls_and_nandi hills.json,bidar_and_jog falls.json,hampi_and_kanakapura.json,agumbe_and_sirsi.json,shimoga_and_shravanabelagola.json,bijapur_and_kundapur.json,bijapur_and_kemmangundi.json,chitradurga_and_murudeshwara.json,bellary_and_srirangapatna.json,bellary_and_sirsi.json,jog falls_and_madikeri.json,shimoga_and_sirsi.json,chitradurga_and_sirsi.json,bidar_and_murudeshwara.json,bellary_and_shimoga.json,agumbe_and_shravanabelagola.json,dharmasthala_and_nandi hills.json,bellary_and_virajpet.json,jog falls_and_shimoga.json,bangalore_and_yana.json,bidar_and_tumkur.json,badami_and_nandi hills.json,chikmagalur_and_hospet.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,hampi_and_manipal.json,gulbarga_and_udupi.json,hampi_and_mysore.json,agumbe_and_chitradurga.json,jog falls_and_tumkur.json,hampi_and_nandi hills.json,bellary_and_bidar.json,bidar_and_hospet.json"
agumbe rainforest research station,Research,6,"Agumbe Rainforest Research Station (ARRS), Agumbe Road, Guddekeri, Tirthahalli taluk, Shimoga district, Karnataka, 577411, India",75.088690168594,13.51811715,45,"badami_and_madikeri.json,agumbe_and_srirangapatna.json,agumbe_and_hampi.json,agumbe_and_badami.json,hampi_and_mangalore.json,agumbe_and_sringeri.json,agumbe_and_tumkur.json,agumbe_and_jog falls.json,jog falls_and_nandi hills.json,hampi_and_kanakapura.json,agumbe_and_sirsi.json,agumbe_and_talakadu.json,agumbe_and_kollur.json,sakleshpur_and_tumkur.json,agumbe_and_sakleshpur.json,agumbe_and_hospet.json,agumbe_and_udupi.json,agumbe_and_shimoga.json,jog falls_and_madikeri.json,chitradurga_and_kanakapura.json,agumbe_and_bangalore.json,bangalore_and_hassan.json,belur_and_tumkur.json,agumbe_and_dandeli.json,agumbe_and_shravanabelagola.json,dharmasthala_and_nandi hills.json,belur_and_nandi hills.json,bellary_and_virajpet.json,agumbe_and_mysore.json,chitradurga_and_nandi hills.json,agumbe_and_davanagere.json,badami_and_nandi hills.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,agumbe_and_bidar.json,agumbe_and_hassan.json,agumbe_and_bellary.json,hampi_and_mysore.json,agumbe_and_belgaum.json,agumbe_and_murudeshwara.json,jog falls_and_tumkur.json,shimoga_and_sringeri.json,hampi_and_nandi hills.json,agumbe_and_belur.json"
badami cave,attraction,7,"Badami Cave Temples, Bahanpur - Gadankeri Highway, Banashankari, Badami taluku, Bagalkote district, Karnataka, 587200, India",75.6842639478391,15.9184483,41,"badami_and_madikeri.json,hampi_and_mangalore.json,badami_and_sirsi.json,badami_and_bijapur.json,bidar_and_shimoga.json,badami_and_kanakapura.json,badami_and_sringeri.json,jog falls_and_nandi hills.json,bidar_and_jog falls.json,hampi_and_kanakapura.json,badami_and_dandeli.json,badami_and_kundapur.json,badami_and_hampi.json,badami_and_mangalore.json,bellary_and_srirangapatna.json,badami_and_kemmangundi.json,bellary_and_nandi hills.json,jog falls_and_madikeri.json,chitradurga_and_kanakapura.json,badami_and_kollur.json,badami_and_bidar.json,bellary_and_shimoga.json,bellary_and_virajpet.json,badami_and_belur.json,bidar_and_tumkur.json,badami_and_nandi hills.json,chikmagalur_and_hospet.json,hampi_and_madikeri.json,badami_and_thirthahalli.json,hampi_and_hassan.json,badami_and_raichur.json,badami_and_sakleshpur.json,badami_and_dharmasthala.json,gulbarga_and_udupi.json,hampi_and_mysore.json,jog falls_and_tumkur.json,bellary_and_tumkur.json,badami_and_shravanabelagola.json,hampi_and_nandi hills.json,bidar_and_hospet.json,badami_and_bangalore.json"
hosur road,trunk,8,"Hosur Road, BTM 2nd Stage, Bommanahalli, Bengaluru, Bangalore Urban, Karnataka, 560001, India",77.6241106,12.9147705,34,"badami_and_madikeri.json,bidar_and_kanakapura.json,hampi_and_mangalore.json,bangalore_and_mangalore.json,jog falls_and_nandi hills.json,hampi_and_kanakapura.json,sakleshpur_and_tumkur.json,kanakapura_and_nandi hills.json,kanakapura_and_mysore.json,bidar_and_nandi hills.json,kanakapura_and_kemmangundi.json,bellary_and_mysore.json,bellary_and_nandi hills.json,bangalore_and_bellary.json,jog falls_and_madikeri.json,chitradurga_and_kanakapura.json,bangalore_and_hassan.json,belur_and_tumkur.json,kanakapura_and_manipal.json,dharmasthala_and_nandi hills.json,kanakapura_and_mangalore.json,belur_and_nandi hills.json,bellary_and_virajpet.json,chitradurga_and_nandi hills.json,badami_and_nandi hills.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,hampi_and_mysore.json,bangalore_and_kanakapura.json,jog falls_and_tumkur.json,bellary_and_tumkur.json,hampi_and_nandi hills.json,bellary_and_kanakapura.json"
central bangalore,clothes,3,"Central, UG07, UG08, Dr. Rajkumar Road, Rajajinagar 1st Block, Subrahmanya Nagar, Bengaluru, Bangalore Urban, Karnataka, 560001, India",77.5548006,13.0101286,32,"badami_and_madikeri.json,bidar_and_kanakapura.json,hampi_and_mangalore.json,jog falls_and_nandi hills.json,hampi_and_kanakapura.json,sakleshpur_and_tumkur.json,kanakapura_and_nandi hills.json,kanakapura_and_mysore.json,kanakapura_and_kemmangundi.json,bellary_and_nandi hills.json,bangalore_and_bellary.json,jog falls_and_madikeri.json,chitradurga_and_kanakapura.json,bangalore_and_hassan.json,belur_and_tumkur.json,kanakapura_and_manipal.json,dharmasthala_and_nandi hills.json,kanakapura_and_mangalore.json,belur_and_nandi hills.json,bellary_and_virajpet.json,chitradurga_and_nandi hills.json,badami_and_nandi hills.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,hampi_and_mysore.json,bangalore_and_kanakapura.json,jog falls_and_tumkur.json,bellary_and_tumkur.json,bangalore_and_mysore.json,hampi_and_nandi hills.json,bellary_and_kanakapura.json"
gokarna beach,beach,11,"Gokarna Beach, Gokarna Road, Ganji Gadde, Kumata taluk, Uttara Kannada, Karnataka, 581326, India",74.3109489488919,14.5516537,48,"badami_and_madikeri.json,jog falls_and_mangalore.json,bidar_and_madikeri.json,hampi_and_mangalore.json,bangalore_and_dharmasthala.json,dandeli_and_manipal.json,kanakapura_and_murudeshwara.json,bidar_and_udupi.json,bangalore_and_jog falls.json,hubli_and_murudeshwara.json,bidar_and_shimoga.json,hubli_and_tumkur.json,hampi_and_jog falls.json,agumbe_and_jog falls.json,jog falls_and_nandi hills.json,bidar_and_jog falls.json,hampi_and_kanakapura.json,dandeli_and_kollur.json,bellary_and_srirangapatna.json,bellary_and_sirsi.json,jog falls_and_manipal.json,jog falls_and_madikeri.json,kundapur_and_tumkur.json,dandeli_and_murudeshwara.json,jog falls_and_udupi.json,bidar_and_murudeshwara.json,bellary_and_shimoga.json,dharmasthala_and_nandi hills.json,bellary_and_virajpet.json,jog falls_and_shimoga.json,dandeli_and_kundapur.json,bidar_and_tumkur.json,badami_and_nandi hills.json,chikmagalur_and_hospet.json,shimoga_and_talakadu.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,hampi_and_manipal.json,gulbarga_and_udupi.json,dandeli_and_jog falls.json,jog falls_and_yana.json,hampi_and_mysore.json,badami_and_tumkur.json,jog falls_and_tumkur.json,hampi_and_nandi hills.json,bellary_and_bidar.json,bidar_and_hospet.json"
half moon beach,beach,7,"Half Moon Beach, Om beach road, Gokarna, Kumata taluk, Uttara Kannada, Karnataka, 581326, India",74.3310971256284,14.5179028,33,"badami_and_madikeri.json,belgaum_and_sirsi.json,bidar_and_madikeri.json,hampi_and_mangalore.json,dandeli_and_manipal.json,bidar_and_udupi.json,bidar_and_shimoga.json,jog falls_and_nandi hills.json,bidar_and_jog falls.json,hampi_and_kanakapura.json,bellary_and_srirangapatna.json,bellary_and_sirsi.json,jog falls_and_manipal.json,jog falls_and_madikeri.json,jog falls_and_udupi.json,bellary_and_shimoga.json,dharmasthala_and_nandi hills.json,bellary_and_virajpet.json,dandeli_and_kundapur.json,bangalore_and_yana.json,bidar_and_tumkur.json,badami_and_nandi hills.json,chikmagalur_and_hospet.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,gulbarga_and_udupi.json,jog falls_and_yana.json,hampi_and_mysore.json,jog falls_and_tumkur.json,hampi_and_nandi hills.json,bellary_and_bidar.json,bidar_and_hospet.json"
castle rock,village,4,"Castle Rock, Joida taluk, Uttara Kannada, Karnataka, India",74.3347387,15.3942582,16,"badami_and_madikeri.json,hampi_and_mangalore.json,dandeli_and_sakleshpur.json,jog falls_and_nandi hills.json,hampi_and_kanakapura.json,jog falls_and_madikeri.json,bellary_and_virajpet.json,dandeli_and_kundapur.json,badami_and_nandi hills.json,hampi_and_madikeri.json,hubli_and_mangalore.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,hampi_and_mysore.json,jog falls_and_tumkur.json,hampi_and_nandi hills.json"
chamundeshwari,clothes,2,"Chamundeshwari, Chidananda Maharashi Ashram Road, Sampangi Rama Nagara, MacIvor Town, Bengaluru, Bangalore Urban, Karnataka, 560027, India",77.5924927,12.9658588,22,"badami_and_madikeri.json,hampi_and_mangalore.json,jog falls_and_nandi hills.json,hampi_and_kanakapura.json,sakleshpur_and_tumkur.json,bijapur_and_mysore.json,bellary_and_nandi hills.json,jog falls_and_madikeri.json,chitradurga_and_kanakapura.json,bangalore_and_hassan.json,belur_and_tumkur.json,dharmasthala_and_nandi hills.json,belur_and_nandi hills.json,bellary_and_virajpet.json,chitradurga_and_nandi hills.json,badami_and_nandi hills.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,hampi_and_mysore.json,jog falls_and_tumkur.json,hampi_and_nandi hills.json"
venkateshwara temple,place_of_worship,4,"Venkateshwara Temple, C J Venkatesa Das Road, Seven Hills Layout, Padmanabha Nagar, Bengaluru, Bangalore Urban, Karnataka, 560001, India",77.5588384,12.9167091,37,"badami_and_madikeri.json,bidar_and_kanakapura.json,hampi_and_mangalore.json,bidar_and_shimoga.json,jog falls_and_nandi hills.json,bidar_and_jog falls.json,hampi_and_kanakapura.json,bangalore_and_raichur.json,sakleshpur_and_tumkur.json,kanakapura_and_nandi hills.json,kanakapura_and_mysore.json,kanakapura_and_kemmangundi.json,bellary_and_srirangapatna.json,bellary_and_nandi hills.json,bangalore_and_bellary.json,jog falls_and_madikeri.json,chitradurga_and_kanakapura.json,bangalore_and_hassan.json,belur_and_tumkur.json,kanakapura_and_manipal.json,dharmasthala_and_nandi hills.json,chikmagalur_and_raichur.json,kanakapura_and_mangalore.json,belur_and_nandi hills.json,bellary_and_virajpet.json,chitradurga_and_nandi hills.json,badami_and_nandi hills.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,hampi_and_mysore.json,bangalore_and_kanakapura.json,jog falls_and_tumkur.json,bellary_and_tumkur.json,hampi_and_nandi hills.json,bidar_and_hospet.json,bellary_and_kanakapura.json"
shiva temple,place_of_worship,3,"Shiva Temple, Mangammanapalaya Main Road, Sector 2, HSR Layout, Bengaluru, Bangalore Urban, Karnataka, 560001, India",77.6406296,12.9046749,29,"badami_and_madikeri.json,hampi_and_mangalore.json,bidar_and_shimoga.json,jog falls_and_nandi hills.json,bidar_and_jog falls.json,hampi_and_kanakapura.json,sakleshpur_and_tumkur.json,bellary_and_srirangapatna.json,bellary_and_nandi hills.json,jog falls_and_madikeri.json,chitradurga_and_kanakapura.json,bangalore_and_hassan.json,belur_and_tumkur.json,dharmasthala_and_nandi hills.json,belur_and_nandi hills.json,bellary_and_virajpet.json,chitradurga_and_nandi hills.json,bidar_and_tumkur.json,badami_and_nandi hills.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,gulbarga_and_udupi.json,bijapur_and_dharmasthala.json,hampi_and_mysore.json,jog falls_and_tumkur.json,bellary_and_tumkur.json,hampi_and_nandi hills.json,bidar_and_hospet.json"
lalbagh rock,bare_rock,4,"Lalbagh Rock, Siddapura Road, Mavalli, Someshwaranagar, Bengaluru, Bangalore Urban, Karnataka, 560001, India",77.5892075522266,12.94871895,38,"badami_and_madikeri.json,bidar_and_kanakapura.json,hampi_and_mangalore.json,bidar_and_shimoga.json,jog falls_and_nandi hills.json,bidar_and_jog falls.json,hampi_and_kanakapura.json,sakleshpur_and_tumkur.json,kanakapura_and_nandi hills.json,kanakapura_and_mysore.json,kanakapura_and_kemmangundi.json,bellary_and_srirangapatna.json,bellary_and_nandi hills.json,bangalore_and_bellary.json,jog falls_and_madikeri.json,chitradurga_and_kanakapura.json,bangalore_and_hassan.json,belur_and_tumkur.json,kanakapura_and_manipal.json,dharmasthala_and_nandi hills.json,kanakapura_and_mangalore.json,belur_and_nandi hills.json,bellary_and_virajpet.json,chitradurga_and_nandi hills.json,bidar_and_tumkur.json,badami_and_nandi hills.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,gulbarga_and_udupi.json,hampi_and_mysore.json,bangalore_and_kanakapura.json,jog falls_and_tumkur.json,bellary_and_tumkur.json,bangalore_and_mysore.json,hampi_and_nandi hills.json,bidar_and_hospet.json,bellary_and_kanakapura.json"
lakshmi,cinema,11,"Lakshmi, Tavarekere Main Road, Sadgunte Palya, Madivala, Bengaluru, Bangalore Urban, Karnataka, 560001, India",77.6075298044091,12.9251835,48,"badami_and_madikeri.json,bidar_and_madikeri.json,belur_and_raichur.json,hampi_and_mangalore.json,bidar_and_udupi.json,bidar_and_shimoga.json,dharmasthala_and_hampi.json,jog falls_and_nandi hills.json,bidar_and_jog falls.json,hampi_and_kanakapura.json,bellary_and_udupi.json,sakleshpur_and_tumkur.json,bellary_and_manipal.json,bangalore_and_hampi.json,bellary_and_chikmagalur.json,bidar_and_hampi.json,badami_and_chikmagalur.json,bellary_and_mysore.json,bellary_and_srirangapatna.json,bellary_and_nandi hills.json,bangalore_and_bellary.json,jog falls_and_madikeri.json,chitradurga_and_kanakapura.json,bangalore_and_hassan.json,belur_and_tumkur.json,kanakapura_and_manipal.json,dharmasthala_and_nandi hills.json,belur_and_nandi hills.json,bellary_and_virajpet.json,bellary_and_murudeshwara.json,chitradurga_and_nandi hills.json,bidar_and_tumkur.json,bellary_and_sringeri.json,bellary_and_kemmangundi.json,badami_and_nandi hills.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,bellary_and_thirthahalli.json,belur_and_hubli.json,gulbarga_and_udupi.json,hampi_and_mysore.json,jog falls_and_tumkur.json,bellary_and_tumkur.json,hampi_and_nandi hills.json,bellary_and_bidar.json,bidar_and_hospet.json,belur_and_yana.json"
