"subject","label","comment","abstract"
"http://dbpedia.org/resource/Mount_Emerson_(California)","Mount Emerson (California)","Mount Emerson is located in the Sierra Nevada in Inyo County in eastern California in the southwestern United States. Mount Emerson is the 116th highest mountain in California and the 671st highest mountain in the United States.","Mount Emerson is located in the Sierra Nevada in Inyo County in eastern California in the southwestern United States. Mount Emerson is the 116th highest mountain in California and the 671st highest mountain in the United States."
"http://dbpedia.org/resource/Mount_Farquhar","Mount Farquhar","Mount Farquhar, or Mount Francis Farquhar, is a peak in Kings Canyon National Park. It is named in for of Francis P. Farquhar, a conservationist who played a key role in creating the park.","Mount Farquhar, or Mount Francis Farquhar, is a peak in Kings Canyon National Park. It is named in for of Francis P. Farquhar, a conservationist who played a key role in creating the park."
"http://dbpedia.org/resource/Mount_Ina_Coolbrith","Mount Ina Coolbrith","Mount Ina Coolbrith (formerly Summit Peak) is a mountain of the Sierra Nevada, near the Nevada border in Sierra County, Northern California .","Mount Ina Coolbrith (formerly Summit Peak) is a mountain of the Sierra Nevada, near the Nevada border in Sierra County, Northern California ."
"http://dbpedia.org/resource/Mount_Ingalls_(California)","Mount Ingalls (California)","Mount Ingalls is a mountain located in the Northern Sierra Nevada in California. The peak rises to an elevation of 8,376 feet (2,553 m), and is the highest point in Plumas County and Plumas National Forest. Most of the precipitation that falls on the mountain is snow due to the high elevation.","Mount Ingalls is a mountain located in the Northern Sierra Nevada in California. The peak rises to an elevation of 8,376 feet (2,553 m), and is the highest point in Plumas County and Plumas National Forest. Most of the precipitation that falls on the mountain is snow due to the high elevation."
"http://dbpedia.org/resource/Mount_Islip","Mount Islip","Mount Islip (/ˈaɪslɪp/ EYE-slip) is a 8,250-foot (2,515 m) peak in the Angeles National Forest. On a clear day the sharp, high peak provides impressive views of the Mojave Desert, the Los Angeles Basin, Santa Catalina Island, and San Clemente Island.A trailhead for climbing Mount Islip is located at Islip Saddle, along the Angeles Crest Highway, approximately 53 miles (85 km) northeast of downtown Los Angeles. Another trailhead is at the Crystal Lake Recreation Area, north of Azusa.","Mount Islip (/ˈaɪslɪp/ EYE-slip) is a 8,250-foot (2,515 m) peak in the Angeles National Forest. On a clear day the sharp, high peak provides impressive views of the Mojave Desert, the Los Angeles Basin, Santa Catalina Island, and San Clemente Island. A trailhead for climbing Mount Islip is located at Islip Saddle, along the Angeles Crest Highway, approximately 53 miles (85 km) northeast of downtown Los Angeles. Another trailhead is at the Crystal Lake Recreation Area, north of Azusa."
"http://dbpedia.org/resource/Mount_Linn","Mount Linn","Mount Linn, at 8,098 feet (2,468 m), is the easternmost summit on South Yolla Bolly Mountain, and is located in the Northern Coast Ranges of California in the Yolla Bolly-Middle Eel Wilderness. The summit is the highest point in the Northern Coast Ranges south of the Trinity Alps of the Klamath Mountains. The elevation of the mountain allows it to receive heavy winter snowfall and it has low average annual temperature near the summit.A tarn named Square Lake is located in a cirques on Mount Linn's north slope.The cirques was carved by glaciers during the Ice Age.","Mount Linn, at 8,098 feet (2,468 m), is the easternmost summit on South Yolla Bolly Mountain, and is located in the Northern Coast Ranges of California in the Yolla Bolly-Middle Eel Wilderness. The summit is the highest point in the Northern Coast Ranges south of the Trinity Alps of the Klamath Mountains. The elevation of the mountain allows it to receive heavy winter snowfall and it has low average annual temperature near the summit. A tarn named Square Lake is located in a cirques on Mount Linn's north slope.The cirques was carved by glaciers during the Ice Age. The mountain was named by John C. Frémont in honor of Lewis F. Linn, a senator from Missouri, who played an important roll in the acquisition of the Oregon Territory."
"http://dbpedia.org/resource/Mount_Lola","Mount Lola","Mount Lola is a mountain in the Sierra Nevada of California. Its summit, located north of Donner Pass and Interstate 80, is the highest point in Nevada County. A subsidiary peak 1.2 miles (1.9 km) north of the main summit is highest point in Sierra County at 8,848 feet (2,697 m).The area receives copious snowfall during the winter because of its high elevation.The Mount Lola is named for Lola Montez, a famous resident of Nevada County, who lived in Grass Valley in the 1850s.","Mount Lola is a mountain in the Sierra Nevada of California. Its summit, located north of Donner Pass and Interstate 80, is the highest point in Nevada County. A subsidiary peak 1.2 miles (1.9 km) north of the main summit is highest point in Sierra County at 8,848 feet (2,697 m). The area receives copious snowfall during the winter because of its high elevation. The Mount Lola is named for Lola Montez, a famous resident of Nevada County, who lived in Grass Valley in the 1850s."
"http://dbpedia.org/resource/Mount_Maclure","Mount Maclure","Mount Maclure is the nearest neighbor to Mount Lyell, the highest point in Yosemite National Park. Mount Maclure is located at the southeast end of the Cathedral Range, about 0.6 miles (0.97 km) northwest of Lyell. It is named for William Maclure, was a pioneer in American geology, who produced one of the earliest geological maps of the United States. Maclure Glacier, one of the last remaining glaciers in Yosemite, is situated on the mountain's northern flank.","Mount Maclure is the nearest neighbor to Mount Lyell, the highest point in Yosemite National Park. Mount Maclure is located at the southeast end of the Cathedral Range, about 0.6 miles (0.97 km) northwest of Lyell. It is named for William Maclure, was a pioneer in American geology, who produced one of the earliest geological maps of the United States. Maclure Glacier, one of the last remaining glaciers in Yosemite, is situated on the mountain's northern flank. The easiest climbing route leaves the John Muir Trail about 8.5 miles (14 km) south of Tuolumne Meadows and traverses the Maclure Glacier to the summit."
"http://dbpedia.org/resource/Mount_Mallory","Mount Mallory","Mount Mallory is a mountain located in the Sierra Nevada of California. The border between Inyo National Forest and Sequoia National Park runs across its peak. The peak was named in memory of George H. Leigh Mallory, of the 1924 British Mount Everest expedition, who was lost on Mount Everest, June, 1924. Norman Clyde advanced Mallory's and Andrew Irvine's names following their loss after attaining the highest altitude reached by a mountain climber.","Mount Mallory is a mountain located in the Sierra Nevada of California. The border between Inyo National Forest and Sequoia National Park runs across its peak. The peak was named in memory of George H. Leigh Mallory, of the 1924 British Mount Everest expedition, who was lost on Mount Everest, June, 1924. Norman Clyde advanced Mallory's and Andrew Irvine's names following their loss after attaining the highest altitude reached by a mountain climber."
"http://dbpedia.org/resource/Mount_Mendel","Mount Mendel","Mount Mendel is a peak in Fresno County, California. It is in Kings Canyon National Park in the Evolution Region, of the Sierra Nevada and adjacent to Mount Darwin which is on the Sierra crest.","Mount Mendel is a peak in Fresno County, California. It is in Kings Canyon National Park in the Evolution Region, of the Sierra Nevada and adjacent to Mount Darwin which is on the Sierra crest."
"http://dbpedia.org/resource/Mount_Orizaba","Mount Orizaba","Mount Orizaba is the highest peak on Santa Catalina Island, California, United States. The summit is at 2,097 feet (639 m). On January 10, 1949, 8 inches (200 mm) of snow fell on the mountain.","Mount Orizaba is the highest peak on Santa Catalina Island, California, United States. The summit is at 2,097 feet (639 m). On January 10, 1949, 8 inches (200 mm) of snow fell on the mountain."
"http://dbpedia.org/resource/Mount_Solomons","Mount Solomons","Mount Solomons is a peak in the Sierra Nevada mountain range in the U.S. state of California. It rises to 13,040 feet (3,975 m) directly above Muir Pass. Mount Solomons was named after Theodore Solomons, an explorer of the Sierra Nevada mountains, who mapped and established what is now the northern half of John Muir Trail.The peak is on the Goddard Divide in Kings Canyon National Park and overlooks Evolution Basin. A scramble from the Muir trail at Muir pass leads to the summit.","Mount Solomons is a peak in the Sierra Nevada mountain range in the U.S. state of California. It rises to 13,040 feet (3,975 m) directly above Muir Pass. Mount Solomons was named after Theodore Solomons, an explorer of the Sierra Nevada mountains, who mapped and established what is now the northern half of John Muir Trail. The peak is on the Goddard Divide in Kings Canyon National Park and overlooks Evolution Basin. A scramble from the Muir trail at Muir pass leads to the summit."
"http://dbpedia.org/resource/Mount_Spencer_(California)","Mount Spencer (California)","Mount Spencer is a 12,431 feet (3,789 m) peak in the Sierra Nevada, within Kings Canyon National Park, Fresno County, California.It is named for Herbert Spencer, a prominent scientist in the field of evolution who coined the term ""survival of the fittest"" and is one of six mountains named for evolutionists in the Evolution Region.Although it is not a very well known peak, it offers a picturesque view from Evolution Lake and the John Muir Trail.","Mount Spencer is a 12,431 feet (3,789 m) peak in the Sierra Nevada, within Kings Canyon National Park, Fresno County, California. It is named for Herbert Spencer, a prominent scientist in the field of evolution who coined the term ""survival of the fittest"" and is one of six mountains named for evolutionists in the Evolution Region. Although it is not a very well known peak, it offers a picturesque view from Evolution Lake and the John Muir Trail."
"http://dbpedia.org/resource/Mount_Stakes","Mount Stakes","Mount Stakes is a mountain in the Diablo Range in California. The peak is located on the Santa Clara–Stanislaus county line; rises to an elevation of 3,810 feet (1,161 m) and is the highest point in Stanislaus County. It is 22 miles (35 km) west of Newman and 32 miles (51 km) southeast of Livermore. Some snow falls on the peak during the winter.","Mount Stakes is a mountain in the Diablo Range in California. The peak is located on the Santa Clara–Stanislaus county line; rises to an elevation of 3,810 feet (1,161 m) and is the highest point in Stanislaus County. It is 22 miles (35 km) west of Newman and 32 miles (51 km) southeast of Livermore. Some snow falls on the peak during the winter."
"http://dbpedia.org/resource/Mount_Stanford","Mount Stanford","Mount Stanford, at an elevation of 13,979 feet (4,261 m), is on the Kings-Kern Divide in Kings Canyon National Park. It is named for Stanford University. It is the fifteenth tallest mountain in California and is located about 3.6 miles (5.8 km) from University Peak which was named for the University of California.","Mount Stanford, at an elevation of 13,979 feet (4,261 m), is on the Kings-Kern Divide in Kings Canyon National Park. It is named for Stanford University. It is the fifteenth tallest mountain in California and is located about 3.6 miles (5.8 km) from University Peak which was named for the University of California."
"http://dbpedia.org/resource/Norman_Clyde_Peak","Norman Clyde Peak","Norman Clyde Peak, standing 13,861 feet (4,225 m) tall, is in natural company among the high peaks of the Palisades region of the Sierra Nevada in California. It lies on the Palisades' main ridge, between Middle Palisade and Palisade Crest. Norman Clyde Glacier on its north face, and Middle Palisade Glacier on its east both feed the headwaters of the South Fork of Big Pine Creek. It is named posthumously for mountaineer Norman Clyde, who first climbed it by way of the Norman Clyde Glacier in 1930.","Norman Clyde Peak, standing 13,861 feet (4,225 m) tall, is in natural company among the high peaks of the Palisades region of the Sierra Nevada in California. It lies on the Palisades' main ridge, between Middle Palisade and Palisade Crest. Norman Clyde Glacier on its north face, and Middle Palisade Glacier on its east both feed the headwaters of the South Fork of Big Pine Creek. It is named posthumously for mountaineer Norman Clyde, who first climbed it by way of the Norman Clyde Glacier in 1930."
"http://dbpedia.org/resource/North_Peak_(California)","North Peak (California)","North Peak is an alpine peak just north of Mount Conness in the Sierra Nevada. It is located in Tuolumne County in eastern California in the southwestern United States.","North Peak is an alpine peak just north of Mount Conness in the Sierra Nevada. It is located in Tuolumne County in eastern California in the southwestern United States."
"http://dbpedia.org/resource/Oakzanita_Peak","Oakzanita Peak","Oakzanita Peak is a mountain in the Laguna Mountains of San Diego County roughly 40 miles (64 km) from the Pacific Ocean, in Cuyamaca Rancho State Park east of San Diego and southwest of Julian. At 5,054 feet (1,540 m), its summit is the 27th highest point in San Diego County.","Oakzanita Peak is a mountain in the Laguna Mountains of San Diego County roughly 40 miles (64 km) from the Pacific Ocean, in Cuyamaca Rancho State Park east of San Diego and southwest of Julian. At 5,054 feet (1,540 m), its summit is the 27th highest point in San Diego County."
"http://dbpedia.org/resource/Olancha_Peak","Olancha Peak","Olancha Peak is located in the Sierra Nevada mountains of California. The mountain rises to an elevation of 12,132 feet (3,698 m) on the Tulare-Inyo county line in the South Sierra Wilderness. It takes its name from the nearby town of Olancha.The mountain is also known as ""Indianhead"" and ""the Sleeping Maiden"" as some think that parts of the ridgeline of the southern slope of the mountain, when viewed from certain angles, resembles either the face of a man or the figure of a woman lying on her back.","Olancha Peak is located in the Sierra Nevada mountains of California. The mountain rises to an elevation of 12,132 feet (3,698 m) on the Tulare-Inyo county line in the South Sierra Wilderness. It takes its name from the nearby town of Olancha. The mountain is also known as ""Indianhead"" and ""the Sleeping Maiden"" as some think that parts of the ridgeline of the southern slope of the mountain, when viewed from certain angles, resembles either the face of a man or the figure of a woman lying on her back. The peak is also one of the highest in the Sierra Nevada south of Mount Whitney. It is the southernmost peak on the Sierra Nevada escarpment whose peak is significantly above the treeline. Due to the high elevation, most of the precipitation the mountain receives consists of snow."
"http://dbpedia.org/resource/Ontario_Peak","Ontario Peak","Ontario Peak, at 8,696 ft, is a high peak in the San Gabriel Mountains of California. Like its neighbor Cucamonga Peak, it is in the San Bernardino National Forest, and in the Cucamonga Wilderness. The peak is named for the nearby city of Ontario about 12 miles (19 km) due south, and first appeared in the General Land Office Forest Atlas in 1908.","Ontario Peak, at 8,696 ft, is a high peak in the San Gabriel Mountains of California. Like its neighbor Cucamonga Peak, it is in the San Bernardino National Forest, and in the Cucamonga Wilderness. The peak is named for the nearby city of Ontario about 12 miles (19 km) due south, and first appeared in the General Land Office Forest Atlas in 1908. The most accessible trailhead for hiking Ontario Peak is in Icehouse Canyon. Forest Service Trail 7W07 leads from here to Icehouse Saddle, from which the Ontario Peak Trail leads to the summit. This route is 13 miles (20.9 km) round trip, with 4,100 feet (1,200 m) of elevation gain."
"http://dbpedia.org/resource/Orland_Buttes","Orland Buttes","The Orland Buttes consist of two buttes (hills) separated by Hambright Creek. They are in Glenn and Tehama counties, adjacent to Black Butte Lake and 7.2 miles (11.6 km) west of the city of Orland and I-5. Black Butte Lake is an artificial lake created to provide flood control and irrigation.The Orland Buttes stand in the fields of the northern Central Valley of California. The southern butte is the highest at 1,037 feet (316 m) while the northern butte has a summit elevation of about 943 feet (287 m) They are a popular hiking/climbing destination.","The Orland Buttes consist of two buttes (hills) separated by Hambright Creek. They are in Glenn and Tehama counties, adjacent to Black Butte Lake and 7.2 miles (11.6 km) west of the city of Orland and I-5. Black Butte Lake is an artificial lake created to provide flood control and irrigation. The Orland Buttes stand in the fields of the northern Central Valley of California. The southern butte is the highest at 1,037 feet (316 m) while the northern butte has a summit elevation of about 943 feet (287 m) They are a popular hiking/climbing destination."
"http://dbpedia.org/resource/Palisade_Crest","Palisade Crest","Palisade Crest is a jagged ridge in The Palisades's region of the Sierra Nevada southeast of Mount Sill and northwest of Middle Palisade. Its twelve pinnacles are unofficially named for characters from The Lord of the Rings by J. R. R. Tolkien. The highest pinnacle, at 13,559 feet (4,133 m), is called Gandalf Peak.The ridge marks the boundary between Kings Canyon National Park and the John Muir Wilderness.","Palisade Crest is a jagged ridge in The Palisades's region of the Sierra Nevada southeast of Mount Sill and northwest of Middle Palisade. Its twelve pinnacles are unofficially named for characters from The Lord of the Rings by J. R. R. Tolkien. The highest pinnacle, at 13,559 feet (4,133 m), is called Gandalf Peak. The ridge marks the boundary between Kings Canyon National Park and the John Muir Wilderness."
"http://dbpedia.org/resource/Peak_Eight","Peak Eight","Peak Eight is a summit in Del Norte County, California, sacred to the Yurok, Karok and Tolowa tribes.","Peak Eight is a summit in Del Norte County, California, sacred to the Yurok, Karok and Tolowa tribes."
"http://dbpedia.org/resource/Pothole_Dome","Pothole Dome","Pothole Dome is a granite dome on the West side of Tuolumne Meadows, in Yosemite National Park. The summit of the dome is easily accessible by foot from a parking area on the Tioga Road. The view from the summit includes most of Tuolumne Meadows and in the distance, Cathedral Peak. The dome gives evidence of many of the geologic processes at work in Yosemite during and after the last ice age. In particular, the stranded, rounded boulders from a glacier that has long since retreated, and the water-eroded ""potholes"" provide evidence of two ways that water can interact with granite.","Pothole Dome is a granite dome on the West side of Tuolumne Meadows, in Yosemite National Park. The summit of the dome is easily accessible by foot from a parking area on the Tioga Road. The view from the summit includes most of Tuolumne Meadows and in the distance, Cathedral Peak. The dome gives evidence of many of the geologic processes at work in Yosemite during and after the last ice age. In particular, the stranded, rounded boulders from a glacier that has long since retreated, and the water-eroded ""potholes"" provide evidence of two ways that water can interact with granite."
"http://dbpedia.org/resource/Preston_Peak","Preston Peak","Preston Peak (Karuk: keech'íihyan), is a dominant feature of the Siskiyou Wilderness in the Klamath National Forest. Many peaks in the wilderness rise to over 6,000 feet (1,800 m) but none come to within 500 feet (150 m) of approaching the height of Preston Peak. From the summit on a clear day, the Pacific Ocean is visible along with peaks in the Klamath Mountains and Cascade Range.John Hart, in his book Hiking the Bigfoot Country says of the peak:DesignationA few other rare plants living on or around the peak are the phantom orchid and Siskiyou frittilary.","Preston Peak (Karuk: keech'íihyan), is a dominant feature of the Siskiyou Wilderness in the Klamath National Forest. Many peaks in the wilderness rise to over 6,000 feet (1,800 m) but none come to within 500 feet (150 m) of approaching the height of Preston Peak. From the summit on a clear day, the Pacific Ocean is visible along with peaks in the Klamath Mountains and Cascade Range. John Hart, in his book Hiking the Bigfoot Country says of the peak: Designation The Forest Service designated the peak and watershed around the peak the Preston Peak Botanical and Geological Area because of the rare plants and associations of plants that can be found. Here the Alaska cedar and noble fir reach the southern terminus of their rangeand share habitat with the northwest California endemic Brewer spruce and Port Orford cedar. There is also an interesting population of high elevation Pacific yew on the peak that, along with a few other population in the Klamath Mountains, may justify reclassification as at least a subspecies. A few other rare plants living on or around the peak are the phantom orchid and Siskiyou frittilary."
"http://dbpedia.org/resource/Quail_Mountain_(California)","Quail Mountain (California)","Quail Mountain, at 5,816 feet (1,773 m), is the highest mountain in Joshua Tree National Park and the highest point in the Little San Bernardino Mountains of the very southern reach of the Mojave Desert. It is one of the southernmost peaks in the Transverse Ranges, with the Peninsular Ranges just across the Colorado Desert and Coachella Valley.","Quail Mountain, at 5,816 feet (1,773 m), is the highest mountain in Joshua Tree National Park and the highest point in the Little San Bernardino Mountains of the very southern reach of the Mojave Desert. It is one of the southernmost peaks in the Transverse Ranges, with the Peninsular Ranges just across the Colorado Desert and Coachella Valley."
"http://dbpedia.org/resource/Redonda_Mesa","Redonda Mesa","Redonda Mesa is a mesa type formation located in the southern Santa Ana Mountains, near the Pacific Ocean in Southern California. It is located in an unincorporated area of southwestern Riverside County.The highest point of Redonda Mesa is 2,825 feet (861 m) in elevation.","Redonda Mesa is a mesa type formation located in the southern Santa Ana Mountains, near the Pacific Ocean in Southern California. It is located in an unincorporated area of southwestern Riverside County. The highest point of Redonda Mesa is 2,825 feet (861 m) in elevation."
"http://dbpedia.org/resource/Rio_Vista_Bridge","Rio Vista Bridge","The Helen Madere Memorial Bridge, commonly called by its former name, the Rio Vista Bridge after its location, is a vertical-lift bridge which carries California State Route 12 across the Sacramento River at Rio Vista, California. The present bridge was completed in 1960 and is one of several moveable bridges spanning rivers in the Sacramento–San Joaquin River Delta. As of 2013 the bridge carries approximately 21,000 cars per day.","The Helen Madere Memorial Bridge, commonly called by its former name, the Rio Vista Bridge after its location, is a vertical-lift bridge which carries California State Route 12 across the Sacramento River at Rio Vista, California. The present bridge was completed in 1960 and is one of several moveable bridges spanning rivers in the Sacramento–San Joaquin River Delta. As of 2013 the bridge carries approximately 21,000 cars per day."
"http://dbpedia.org/resource/Russian_Peak","Russian Peak","Russian Peak is part of a sub-range of the Klamath Mountains called the Salmon Mountains—a horseshoe-shaped range encompassing the headwaters of the Salmon River. The mountain itself is part of the granitic Russian Peak batholith.This beautiful peak is also the highest peak in the Russian Wilderness—12,700 acres (51 km2) of subalpine lakes and botanical wonders.","Russian Peak is part of a sub-range of the Klamath Mountains called the Salmon Mountains—a horseshoe-shaped range encompassing the headwaters of the Salmon River. The mountain itself is part of the granitic Russian Peak batholith.This beautiful peak is also the highest peak in the Russian Wilderness—12,700 acres (51 km2) of subalpine lakes and botanical wonders. The peak gained prominence amongst botanists in the 1970s when Dale Thornburgh and John Sawyer began conducting studies in its drainages. In addition to discovering the first stands of subalpine fir in California, the diversity of other conifers they found here was reason for pause and then return studies. In all, after several years of research, they discovered 17 species of conifers in one square mile—of varied terrain—below the peak. Those conifers are: foxtail pine, whitebark pine, western white pine, Jeffrey pine, ponderosa pine, lodgepole pine, sugar pine, white fir, Shasta fir, subalpine fir, Engelmann spruce, Brewer spruce, mountain hemlock, Douglas-fir, incense-cedar, common juniper, and Pacific yew. An 18th conifer, the western juniper, was documented and reported by Richard Moore in 2013. Sawyer and Thornburgh coined the term Enriched Stands of the Klamath Mountains to define the phenomenon here, and a few other place in the Klamath Mountains, where high diversity and rare associations of conifers exists. They went on to suggest that these complex vegetation associations are due to reduced biological interactions—or simply minimal competition between species. In addition to being part of the Western Pacific Cordillera, connecting it with the Cascade Range and Sierra Nevada (U.S.) and allowing for migrations over time, the area has varied climate, nutrient rich and poor soils, and sporadic disturbance, like fires. The interaction of these factors ultimately reduces competition between these species allowing such diversity in a small area. This is a formula for not only conifer diversity but other plant diversity as well. Eventually this duo, helped by their students from Humboldt State University, identified over 400 species of vascular plants around the peak."
"http://dbpedia.org/resource/San_Benito_Mountain","San Benito Mountain","San Benito Mountain is a mountain located in the Diablo Range of California. The highest point is at an elevation of 5,267 feet (1,605 m). The rock is composed of asbestos (chrysotile), an ultramafic rock. It weathers to produce serpentine soils with characteristically low levels of nutrients like nitrogen, phosphorus, potassium, and calcium, and high levels of magnesium and heavy metals including nickel and chromium. This means little vegetation grows in the area though there are some plants that only grow on such soils like the local endemic San Benito evening primrose. Some of the highest peaks are clad in a unique pine and incense cedar forest.","San Benito Mountain is a mountain located in the Diablo Range of California. The highest point is at an elevation of 5,267 feet (1,605 m). The rock is composed of asbestos (chrysotile), an ultramafic rock. It weathers to produce serpentine soils with characteristically low levels of nutrients like nitrogen, phosphorus, potassium, and calcium, and high levels of magnesium and heavy metals including nickel and chromium. This means little vegetation grows in the area though there are some plants that only grow on such soils like the local endemic San Benito evening primrose. Some of the highest peaks are clad in a unique pine and incense cedar forest. There are two superfund sites in the area, both associated with the mining and processing of chrysotile asbestos. There are also mines producing gems and the minerals cinnabar, chromite, magnesite, and jadeite are also mined here. The Clear Creek Management Area which includes the San Benito Mountain Research Natural Area has been closed to visitors since 2008 because of the hazards to health of the asbestos. Prior to that it had been a popular site for the use of off-road vehicles."
"http://dbpedia.org/resource/San_Miguel_Mountain","San Miguel Mountain","San Miguel Mountain is a mountain located in Chula Vista, California. It is 2,567' high, and is the 84th highest peak in San Diego County, though it is not listed as such in order to avoid environmental impact.","San Miguel Mountain is a mountain located in Chula Vista, California. It is 2,567' high, and is the 84th highest peak in San Diego County, though it is not listed as such in order to avoid environmental impact."
"http://dbpedia.org/resource/Santa_Rita_Peak","Santa Rita Peak","Santa Rita Peak is a mountain located in the Diablo Range of California in San Benito County, a shorth distance to the west of the Fresno County line and 3 miles (5 km) southeast of San Benito Mountain. Cantua Creek has its source on its northern slope. The San Benito River has its source on its southeastern slopes.","Santa Rita Peak is a mountain located in the Diablo Range of California in San Benito County, a shorth distance to the west of the Fresno County line and 3 miles (5 km) southeast of San Benito Mountain. Cantua Creek has its source on its northern slope. The San Benito River has its source on its southeastern slopes."
"http://dbpedia.org/resource/Sharktooth_Peak","Sharktooth Peak","Sharktooth Peak is in the Sierra Nevada on the Silver Divide. It is in the John Muir Wilderness in Fresno County 11 miles (18 km) south southwest of the town of Mammoth Lakes.","Sharktooth Peak is in the Sierra Nevada on the Silver Divide. It is in the John Muir Wilderness in Fresno County 11 miles (18 km) south southwest of the town of Mammoth Lakes."
"http://dbpedia.org/resource/Sirretta_Peak","Sirretta Peak","Sirretta Peak is a mountain located in the southern Sierra Nevada in California. It rises to an elevation of 9,982 feet (3,043 m) north of Highway 178 and Lake Isabella. The high elevation means that most of the precipitation the mountain receives is snow.","Sirretta Peak is a mountain located in the southern Sierra Nevada in California. It rises to an elevation of 9,982 feet (3,043 m) north of Highway 178 and Lake Isabella. The high elevation means that most of the precipitation the mountain receives is snow."
"http://dbpedia.org/resource/Snow_Mountain_East","Snow Mountain East","Snow Mountain is a mountain in Northern California in the Snow Mountain Wilderness of Mendocino National Forest. The highest point on the mountain, known as Snow Mountain East, is the highest point in both Colusa and Lake counties. Snow Mountain West, a subsidiary peak also near the county line,is 0.58 miles (0.93 km) to the southwest at an elevation of 7,043 feet (2,147 m).The mountain's winter snowpack can last until June.","Snow Mountain is a mountain in Northern California in the Snow Mountain Wilderness of Mendocino National Forest. The highest point on the mountain, known as Snow Mountain East, is the highest point in both Colusa and Lake counties. Snow Mountain West, a subsidiary peak also near the county line,is 0.58 miles (0.93 km) to the southwest at an elevation of 7,043 feet (2,147 m). On clear days, the peak should be seen from Mount Diablo, and from several peaks, including Mount Saint Helena and Mount Konocti, in the Mayacamas Mountains. The peaks are visible from Arbuckle on Interstate 5 in California's Central Valley.The summits and nearby high mountains get snowfall in winter. The mountain's winter snowpack can last until June."
"http://dbpedia.org/resource/Sonora_Peak","Sonora Peak","Sonora Peak is a mountain located in the Central Sierra Nevada mountains of California north of Sonora Pass. Located on the boundary between Alpine and Mono counties, it is the highest point in Alpine County. Due to the high elevation, most of the precipitation this mountain receives consists of snow.","Sonora Peak is a mountain located in the Central Sierra Nevada mountains of California north of Sonora Pass. Located on the boundary between Alpine and Mono counties, it is the highest point in Alpine County. Due to the high elevation, most of the precipitation this mountain receives consists of snow. One of the most direct routes of ascent starts at Sonora Pass, 2 miles (3.2 km) south as the crow flies. Starting at the trailhead of the PCT on Sonora Pass, it is about a 2.5-mile (4.0 km) hike with 1,000 feet (300 m) elevation gain to the top of a pass. From there, the easiest and most direct way is to turn Northwest and follow the ridge that will lead to the summit. About halfway from the pass to the peak a small trail appears that heads directly to the peak."
"http://dbpedia.org/resource/Sugarloaf_Mountain_(Riverside_County,_California)","Sugarloaf Mountain (Riverside County, California)","Sugarloaf Mountain is in Riverside County, California, United States, near milepost 82 on Pines to Palms Scenic Byway (SR 74). This mountain was officially named by the USGS and appears on their topographic maps. The summit elevation is approximately 1,947 feet (593 m).","Sugarloaf Mountain is in Riverside County, California, United States, near milepost 82 on Pines to Palms Scenic Byway (SR 74). This mountain was officially named by the USGS and appears on their topographic maps. The summit elevation is approximately 1,947 feet (593 m)."
"http://dbpedia.org/resource/Tecate_Peak","Tecate Peak","Tecate Peak is a mountain in San Diego County in the U.S. state of California. Tecate Peak is four miles west of Tecate, Baja California, and is about 1/2 mile north of the United States-Mexico border.Tecate Peak is also known as Kuuchamaa (also spelled Kuchamaa, Cuchuma, and Cuchama) Mountain, and is a sacred mountain for the indigenous Kumeyaay people.Tecate Peak is the 54th highest peak in San Diego County.","Tecate Peak is a mountain in San Diego County in the U.S. state of California. Tecate Peak is four miles west of Tecate, Baja California, and is about 1/2 mile north of the United States-Mexico border. Tecate Peak is also known as Kuuchamaa (also spelled Kuchamaa, Cuchuma, and Cuchama) Mountain, and is a sacred mountain for the indigenous Kumeyaay people. Tecate Peak is the 54th highest peak in San Diego County."
"http://dbpedia.org/resource/Tecuya_Mountain","Tecuya Mountain","Tecuya Mountain in southern Kern County, California, more than 7,163 feet (2,183 m) high, is the highest point on the Tecuya Ridge of the San Emigdio Mountains in the Transverse Ranges.","Tecuya Mountain in southern Kern County, California, more than 7,163 feet (2,183 m) high, is the highest point on the Tecuya Ridge of the San Emigdio Mountains in the Transverse Ranges."
"http://dbpedia.org/resource/Temple_Crag","Temple Crag","Temple Crag is a popular rock climbing destination in the Palisades region of the Sierra Nevada. It straddles the drainages of the North and South Forks of Big Pine Creek.","Temple Crag is a popular rock climbing destination in the Palisades region of the Sierra Nevada. It straddles the drainages of the North and South Forks of Big Pine Creek."
"http://dbpedia.org/resource/Tierra_Redonda_Mountain","Tierra Redonda Mountain","Tierra Redonda Mountain is a mountain in northwestern San Luis Obispo County, California. It is in the eastern portion of the Santa Lucia Range, separated from the main ridge by the Nacimiento River.","Tierra Redonda Mountain is a mountain in northwestern San Luis Obispo County, California. It is in the eastern portion of the Santa Lucia Range, separated from the main ridge by the Nacimiento River."
