name,locType,longitude,latitude,closest_to,blogLinks,src,dest,address,srcLoc,destLoc
geyserville,hamlet,-122.9024963,38.707687,fresno,http://www.roadsideamerica.com/location/ca,anaheim,fresno,"Geyserville, Sonoma County, California, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
golden gate bridge,motorway,-122.4797405,37.8302889,fresno,https://www.trekaroo.com/places/california/snapshot,anaheim,fresno,"Golden Gate Bridge, Waldo, Marin County, California, 94965, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
golden gate bridge,motorway,-122.4797405,37.8302889,fresno,http://places-to-see.net/california/,anaheim,fresno,"Golden Gate Bridge, Waldo, Marin County, California, 94965, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
north hollywood,suburb,-118.374037,34.1729044,anaheim,http://www.roadsideamerica.com/location/ca,anaheim,fresno,"North Hollywood, LA, Los Angeles County, California, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
lake yosemite,water,-120.428286428413,37.3782665,fresno,http://www.movoto.com/blog/top-ten/most-boring-places-in-california/,anaheim,fresno,"Lake Yosemite, Lake Road, Merced County, California, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
mount san jacinto ca,trunk,-117.0008995,33.8229372,anaheim,http://www.california-blog.com/,anaheim,fresno,"Ramona Expressway, San Jacinto, Riverside County, California, 92582, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
california,administrative,-118.7559973,36.7014631,anaheim,http://places-to-see.net/california/,anaheim,fresno,"California, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
california,administrative,-118.7559973,36.7014631,anaheim,http://www.travelmath.com/places/,anaheim,fresno,"California, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
california,administrative,-118.7559973,36.7014631,anaheim,https://www.tripadvisor.com/ShowTopic-g28926-i29-k3857399-Yosemite_to_LA_best_place_for_a_stop_over-California.html,anaheim,fresno,"California, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
california,administrative,-118.7559973,36.7014631,anaheim,https://www.tripadvisor.com/ShowTopic-g28926-i29-k1592106-Sacramento_to_Disneyland_Best_Place_to_stop_for_the_night-California.html,anaheim,fresno,"California, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
california,administrative,-118.7559973,36.7014631,anaheim,https://www.trekaroo.com/places/california/snapshot,anaheim,fresno,"California, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
california,administrative,-118.7559973,36.7014631,anaheim,http://distancecalculator.globefeed.com/US_Distance_Calculator.asp?state=CA,anaheim,fresno,"California, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
california,administrative,-118.7559973,36.7014631,anaheim,http://gocalifornia.about.com/od/topcalifornia/ss/Los-Angeles-to-San-Francisco-on-I-5.htm,anaheim,fresno,"California, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
california,administrative,-118.7559973,36.7014631,anaheim,http://www.movoto.com/blog/top-ten/most-boring-places-in-california/,anaheim,fresno,"California, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
california,administrative,-118.7559973,36.7014631,anaheim,http://www.roadsideamerica.com/location/ca/all,anaheim,fresno,"California, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
california,administrative,-118.7559973,36.7014631,anaheim,http://www.travbuddy.com/California-popular-cities-p85,anaheim,fresno,"California, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
california,administrative,-118.7559973,36.7014631,anaheim,http://www.california-blog.com/,anaheim,fresno,"California, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
california,administrative,-118.7559973,36.7014631,anaheim,https://www.virtualtourist.com/travel/North_America/United_States_of_America/California/Things_To_Do-California-TG-C-1.html,anaheim,fresno,"California, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
california,administrative,-118.7559973,36.7014631,anaheim,http://www.roadsideamerica.com/location/ca,anaheim,fresno,"California, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
buttonwillow,village,-119.474104,35.3997369,anaheim,http://gocalifornia.about.com/od/topcalifornia/ss/Los-Angeles-to-San-Francisco-on-I-5.htm,anaheim,fresno,"Buttonwillow, Kern County, California, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
los angeles aqueduct,canal,-118.0956309,36.6516297,anaheim,http://gocalifornia.about.com/od/topcalifornia/ss/Los-Angeles-to-San-Francisco-on-I-5.htm,anaheim,fresno,"Los Angeles Aqueduct, Inyo County, California, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
sunol,hamlet,-121.8885682,37.5943781,fresno,http://www.roadsideamerica.com/location/ca,anaheim,fresno,"Sunol, Alameda County, California, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
alcatraz,island,-122.422746492409,37.8267283,fresno,https://www.trekaroo.com/places/california/snapshot,anaheim,fresno,"Alcatraz Island, SF, California, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
bay bridge,abandoned,-122.3422239,37.8193951,fresno,http://gocalifornia.about.com/od/topcalifornia/ss/Los-Angeles-to-San-Francisco-on-I-5.htm,anaheim,fresno,"San Francisco – Oakland Bay Bridge, Oakland, Alameda County, California, 94625, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
mono lake,water,-118.967033937845,38.0077189,fresno,https://www.tripadvisor.com/ShowTopic-g28926-i29-k3857399-Yosemite_to_LA_best_place_for_a_stop_over-California.html,anaheim,fresno,"Mono Lake, Mono County, California, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
castroville,administrative,-121.7580049,36.7657904,fresno,http://www.roadsideamerica.com/location/ca,anaheim,fresno,"Castroville, Monterey County, California, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
solano county,administrative,-121.9163554,38.2218938,fresno,http://www.travbuddy.com/California-popular-cities-p85,anaheim,fresno,"Solano County, California, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
oakland international airport,tram_stop,-122.2123029,37.713158,fresno,https://www.trekaroo.com/places/california/snapshot,anaheim,fresno,"Oakland International Airport, Airport Drive, Oakland, Alameda County, California, 94614, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
ventura county,administrative,-119.0779358,34.4458248,anaheim,http://places-to-see.net/california/,anaheim,fresno,"Ventura County, California, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
oakhurst,administrative,-119.657244022836,37.333178,fresno,https://www.tripadvisor.com/ShowTopic-g28926-i29-k3857399-Yosemite_to_LA_best_place_for_a_stop_over-California.html,anaheim,fresno,"Oakhurst, Junction Drive, Oakhurst, Madera County, California, 93644, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
oakhurst,administrative,-119.657244022836,37.333178,fresno,http://www.travbuddy.com/California-popular-cities-p85,anaheim,fresno,"Oakhurst, Junction Drive, Oakhurst, Madera County, California, 93644, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
moreno valley ca,city,-117.2305943,33.937517,anaheim,http://www.california-blog.com/,anaheim,fresno,"Moreno Valley, Riverside County, California, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
east los angeles,suburb,-118.1720156,34.0239015,anaheim,http://www.roadsideamerica.com/location/ca,anaheim,fresno,"East Los Angeles, Belvedere Gardens, Los Angeles County, California, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
palm springs air museum ca,museum,-116.504677958796,33.83250375,anaheim,http://www.california-blog.com/,anaheim,fresno,"Palm Springs Air Museum, 745, North Gene Autry Trail, Palm Springs, Riverside County, California, 92262, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
mojave desert ca,desert,-115.548963686646,35.1456319,anaheim,http://www.california-blog.com/,anaheim,fresno,"Mojave Desert, Utility Road, San Bernardino County, California, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
sylmar,suburb,-118.4492147,34.3076252,anaheim,http://gocalifornia.about.com/od/topcalifornia/ss/Los-Angeles-to-San-Francisco-on-I-5.htm,anaheim,fresno,"Sylmar, LA, Los Angeles County, California, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
sylmar,suburb,-118.4492147,34.3076252,anaheim,http://www.roadsideamerica.com/location/ca,anaheim,fresno,"Sylmar, LA, Los Angeles County, California, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
lake merced,water,-122.494659699192,37.71934845,fresno,http://www.movoto.com/blog/top-ten/most-boring-places-in-california/,anaheim,fresno,"Lake Merced, Lake Merced Bike Path, SF, California, 94132, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
santa clarita/magic mountain,peak,-118.328968,34.3863862,anaheim,https://www.tripadvisor.com/ShowTopic-g28926-i29-k3857399-Yosemite_to_LA_best_place_for_a_stop_over-California.html,anaheim,fresno,"Magic Mountain, Los Angeles County, California, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
death valley national park,national_park,-117.102293507719,36.4914385,anaheim,http://www.roadsideamerica.com/location/ca,anaheim,fresno,"Death Valley National Park, Lucky Wash Road, Skidoo, Inyo County, California, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
woodland hills,suburb,-118.6059196,34.1683386,anaheim,http://www.roadsideamerica.com/location/ca,anaheim,fresno,"Woodland Hills, LA, Los Angeles County, California, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
santa cruz wharf,secondary,-122.023853485571,36.9628342,fresno,https://www.virtualtourist.com/travel/North_America/United_States_of_America/California/Things_To_Do-California-TG-C-1.html,anaheim,fresno,"Wharf Roundabout, Beach & Boardwalk District (Commercial), Downtown, Santa Cruz, Santa Cruz County, California, 1982, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
palm springs tramway,unclassified,-116.6008331,33.8446821,anaheim,https://www.virtualtourist.com/travel/North_America/United_States_of_America/California/Things_To_Do-California-TG-C-1.html,anaheim,fresno,"Tramway Road, Palm Springs, Riverside County, California, 92262, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
bodie state historic park,park,-119.0109761,38.2154734,fresno,http://www.roadsideamerica.com/location/ca,anaheim,fresno,"Bodie State Historic Park, Street, Bodie, Mono County, California, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
pico canyon,residential,-118.6117249,34.384789,anaheim,https://www.tripadvisor.com/ShowTopic-g28926-i29-k1592106-Sacramento_to_Disneyland_Best_Place_to_stop_for_the_night-California.html,anaheim,fresno,"Potrero Canyon Road, Pico, Los Angeles County, California, 91381, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
pierce brothers westwood memorial park,cemetery,-118.441000024715,34.05836955,anaheim,http://www.roadsideamerica.com/location/ca,anaheim,fresno,"Pierce Brothers Westwood Village Memorial Park, Westwood, LA, Los Angeles County, California, 90024, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
san francisco international airport,aerodrome,-122.384071507814,37.622452,fresno,https://www.trekaroo.com/places/california/snapshot,anaheim,fresno,"San Francisco Airport, North Access Road, Lomita Park, San Mateo County, California, 94128, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
morro rock ca,peak,-120.8676993,35.369669,anaheim,http://www.california-blog.com/,anaheim,fresno,"Morro Rock, Morro Bay, San Luis Obispo County, California, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
muscle beach,sports_centre,-118.4725820875,33.985446,anaheim,http://www.travbuddy.com/California-popular-cities-p85,anaheim,fresno,"Muscle Beach, Ocean Front Walk, Venice, LA, Los Angeles County, California, 90292, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
santa cruz mountains.the,mountain_range,-122.0712855,37.2188403,fresno,http://www.travbuddy.com/California-popular-cities-p85,anaheim,fresno,"Santa Cruz Mountains, Santa Clara County, California, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
taft highway,primary,-119.0651687,35.2670465,anaheim,http://gocalifornia.about.com/od/topcalifornia/ss/Los-Angeles-to-San-Francisco-on-I-5.htm,anaheim,fresno,"Taft Highway, Bakersfield, Kern County, California, 93313, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
monterey bay aquarium ca,aquarium,-121.901680002002,36.61809095,fresno,http://www.california-blog.com/,anaheim,fresno,"MBA, 886, Cannery Row, Monterey, Monterey County, California, 93940, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
santa clarita city,path,-118.5079084,34.3877295,anaheim,https://www.tripadvisor.com/ShowTopic-g28926-i29-k1592106-Sacramento_to_Disneyland_Best_Place_to_stop_for_the_night-California.html,anaheim,fresno,"City Loop, Newhall, Santa Clarita, Los Angeles County, California, 91321, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
lake crowley,water,-118.731056945814,37.61903895,fresno,https://www.virtualtourist.com/travel/North_America/United_States_of_America/California/Things_To_Do-California-TG-C-1.html,anaheim,fresno,"Lake Crowley, Layton Springs Road, North Landing, Mono County, California, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
monterey peninsula ca,aerodrome,-121.843618374407,36.5878734,fresno,http://www.california-blog.com/,anaheim,fresno,"Monterey Regional Airport, Airport Road, Seaside, Del Monte Heights, Monterey County, California, 93940, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
pebble beach ca,hamlet,-121.9466112,36.5664874,fresno,http://www.california-blog.com/,anaheim,fresno,"Pebble Beach, Monterey County, California, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
napa valley ca,trunk,-122.2774935,38.2429746,fresno,http://www.california-blog.com/,anaheim,fresno,"CA 12;CA 29, Thompson, Napa County, California, 94559, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
mount palomar ca,motorway,-117.1963382,33.148369,anaheim,http://www.california-blog.com/,anaheim,fresno,"Ronald Packard Parkway, Villa Vista Estates Mobil Home Park, San Marcos, San Diego County, California, 92078, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
california aqueduct,canal,-120.1567036,36.2979299,anaheim,http://gocalifornia.about.com/od/topcalifornia/ss/Los-Angeles-to-San-Francisco-on-I-5.htm,anaheim,fresno,"California Aqueduct, Fresno County, California, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
fort tejon,tertiary,-118.8918151,34.8736894,anaheim,http://gocalifornia.about.com/od/topcalifornia/ss/Los-Angeles-to-San-Francisco-on-I-5.htm,anaheim,fresno,"Fort Tejon Road, Lebec, Kern County, California, 93243, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
sequoia national park,national_park,-118.559919284386,36.49584065,anaheim,https://www.tripadvisor.com/ShowTopic-g28926-i29-k3857399-Yosemite_to_LA_best_place_for_a_stop_over-California.html,anaheim,fresno,"Sequoia National Park, Black Rock Pass Trail, Mineral King, Tulare County, California, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
kern river valley,river,-118.4124188,36.6816956,anaheim,https://www.virtualtourist.com/travel/North_America/United_States_of_America/California/Things_To_Do-California-TG-C-1.html,anaheim,fresno,"Kern River, Tulare County, California, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
la jolla cove,beach,-117.273024234204,32.85051835,anaheim,https://www.virtualtourist.com/travel/North_America/United_States_of_America/California/Things_To_Do-California-TG-C-1.html,anaheim,fresno,"La Jolla Cove, Coast Boulevard, La Jolla, San Diego, San Diego County, California, 92037, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
kettleman city,administrative,-119.962676860725,36.008937,anaheim,http://gocalifornia.about.com/od/topcalifornia/ss/Los-Angeles-to-San-Francisco-on-I-5.htm,anaheim,fresno,"Kettleman City, 7th Street, Kettleman City, Kings County, California, 93239, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
kettleman city,administrative,-119.962676860725,36.008937,anaheim,http://www.roadsideamerica.com/location/ca,anaheim,fresno,"Kettleman City, 7th Street, Kettleman City, Kings County, California, 93239, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
tejon pass,saddle,-118.8767819,34.8027895,anaheim,http://gocalifornia.about.com/od/topcalifornia/ss/Los-Angeles-to-San-Francisco-on-I-5.htm,anaheim,fresno,"Tejon Pass, Golden State Freeway, Gorman, Los Angeles County, California, 93243, United States of America","Anaheim, Orange County, California, United States of America","Fresno, Fresno County, California, United States of America"
balboa island,suburb,-117.8920818,33.6064778,huntington beach,http://ocmomblog.com/family-guide-orange-county-beaches/,anaheim,huntington beach,"Balboa Island, Newport Beach, Orange County, California, United States of America","Anaheim, Orange County, California, United States of America","Huntington Beach, Orange County, California, United States of America"
anaheim convention center,convention_centre,-117.920944547412,33.8004226,anaheim,https://anaheimadventures.net/2013/02/26/huntington-beach-california-the-king-of-all-beaches/,anaheim,huntington beach,"Anaheim Convention Center, Truck Entrance, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","Anaheim, Orange County, California, United States of America","Huntington Beach, Orange County, California, United States of America"
sunset beach,administrative,-118.0706055,33.7179231,huntington beach,https://anaheimadventures.net/2013/02/26/huntington-beach-california-the-king-of-all-beaches/,anaheim,huntington beach,"Sunset Beach, Orange County, California, United States of America","Anaheim, Orange County, California, United States of America","Huntington Beach, Orange County, California, United States of America"
newport coast drive,secondary,-117.8402485,33.5836643,huntington beach,http://ocmomblog.com/family-guide-orange-county-beaches/,anaheim,huntington beach,"Newport Coast Drive, Corona del Mar, Newport Beach, Orange County, California, 92657, United States of America","Anaheim, Orange County, California, United States of America","Huntington Beach, Orange County, California, United States of America"
belmont shore,suburb,-118.1370106,33.7572435,huntington beach,http://traveltips.usatoday.com/beaches-anaheim-california-106258.html,anaheim,huntington beach,"Belmont Shore, Long Beach, Los Angeles County, California, United States of America","Anaheim, Orange County, California, United States of America","Huntington Beach, Orange County, California, United States of America"
belmont shore,suburb,-118.1370106,33.7572435,huntington beach,https://answers.yahoo.com/question/index?qid=20090607151452AA238pa,anaheim,huntington beach,"Belmont Shore, Long Beach, Los Angeles County, California, United States of America","Anaheim, Orange County, California, United States of America","Huntington Beach, Orange County, California, United States of America"
orangethorpe,primary,-117.807647,33.8652849,anaheim,http://www.ocweekly.com/news/the-5-best-cities-in-orange-county-for-oc-newbies-to-move-to-6465447,anaheim,huntington beach,"Orangethorpe Avenue, Anaheim Hills, Anaheim, Orange County, California, 92807, United States of America","Anaheim, Orange County, California, United States of America","Huntington Beach, Orange County, California, United States of America"
balboa peninsula,suburb,-117.8860521,33.5975,huntington beach,http://ocmomblog.com/family-guide-orange-county-beaches/,anaheim,huntington beach,"Balboa Peninsula, Newport Beach, Orange County, California, United States of America","Anaheim, Orange County, California, United States of America","Huntington Beach, Orange County, California, United States of America"
downtown anaheim,locality,-117.925070268824,33.8102758,anaheim,http://visitanaheim.org/blog-post/2016/07/11/best-places-pokemon-go-anaheim,anaheim,huntington beach,"DtD, Anaheim, Orange County, California, United States of America","Anaheim, Orange County, California, United States of America","Huntington Beach, Orange County, California, United States of America"
orange county,administrative,-117.870493,33.7500378,anaheim,http://ocmomblog.com/family-guide-orange-county-beaches/,anaheim,huntington beach,"Orange County, California, United States of America","Anaheim, Orange County, California, United States of America","Huntington Beach, Orange County, California, United States of America"
john wayne airport,aerodrome,-117.868014707705,33.6742056,anaheim,http://ocmomblog.com/family-guide-orange-county-beaches/,anaheim,huntington beach,"John Wayne Airport, Airport Way, Paularino, Orange County, California, 92707, United States of America","Anaheim, Orange County, California, United States of America","Huntington Beach, Orange County, California, United States of America"
waterfront beach resort,hotel,-117.993752268187,33.6529508,huntington beach,https://anaheimadventures.net/2013/02/26/huntington-beach-california-the-king-of-all-beaches/,anaheim,huntington beach,"The Hilton Waterfront Beach Resort, Pacific View Avenue, Huntington Beach, Orange County, California, 92648, United States of America","Anaheim, Orange County, California, United States of America","Huntington Beach, Orange County, California, United States of America"
huntington harbour,residential,-118.064666649833,33.71368215,huntington beach,http://www.ocweekly.com/news/the-5-best-cities-in-orange-county-for-oc-newbies-to-move-to-6465447,anaheim,huntington beach,"Harbour Pacific Condominiums, Huntington Beach, Orange County, California, 90742, United States of America","Anaheim, Orange County, California, United States of America","Huntington Beach, Orange County, California, United States of America"
sunny hills,hamlet,-117.936588,33.8992488,anaheim,http://www.ocweekly.com/news/the-5-best-cities-in-orange-county-for-oc-newbies-to-move-to-6465447,anaheim,huntington beach,"Sunny Hills, Orange County, California, United States of America","Anaheim, Orange County, California, United States of America","Huntington Beach, Orange County, California, United States of America"
huntington beach california,city,-118.0000165,33.6783336,anaheim,https://anaheimadventures.net/2013/02/26/huntington-beach-california-the-king-of-all-beaches/,anaheim,huntington beach,"Huntington Beach, Orange County, California, United States of America","Anaheim, Orange County, California, United States of America","Huntington Beach, Orange County, California, United States of America"
pacific coast highway,primary,-118.0051687,33.6595127,huntington beach,https://anaheimadventures.net/2013/02/26/huntington-beach-california-the-king-of-all-beaches/,anaheim,huntington beach,"Pacific Coast Highway, Huntington Beach, Orange County, California, 92648, United States of America","Anaheim, Orange County, California, United States of America","Huntington Beach, Orange County, California, United States of America"
pacific coast highway,primary,-118.0051687,33.6595127,huntington beach,http://traveltips.usatoday.com/beaches-anaheim-california-106258.html,anaheim,huntington beach,"Pacific Coast Highway, Huntington Beach, Orange County, California, 92648, United States of America","Anaheim, Orange County, California, United States of America","Huntington Beach, Orange County, California, United States of America"
pacific coast highway,primary,-118.0051687,33.6595127,huntington beach,https://www.tripadvisor.com/ShowTopic-g60750-i41-k1193855-Places_to_visit_between_San_Diego_and_Anaheim-San_Diego_California.html,anaheim,huntington beach,"Pacific Coast Highway, Huntington Beach, Orange County, California, 92648, United States of America","Anaheim, Orange County, California, United States of America","Huntington Beach, Orange County, California, United States of America"
pacific coast highway,primary,-118.0051687,33.6595127,huntington beach,https://www.tripadvisor.com.au/ShowTopic-g60750-i41-k1193855-Places_to_visit_between_San_Diego_and_Anaheim-San_Diego_California.html,anaheim,huntington beach,"Pacific Coast Highway, Huntington Beach, Orange County, California, 92648, United States of America","Anaheim, Orange County, California, United States of America","Huntington Beach, Orange County, California, United States of America"
bolsa chica state beach,park,-118.0475618,33.6950185,huntington beach,https://anaheimadventures.net/2013/02/26/huntington-beach-california-the-king-of-all-beaches/,anaheim,huntington beach,"Bolsa Chica State Beach, Huntington Beach Bike Trail, Huntington Beach, Orange County, California, 92649, United States of America","Anaheim, Orange County, California, United States of America","Huntington Beach, Orange County, California, United States of America"
huntington state beach,beach,-117.973746575656,33.6389946,huntington beach,http://ocmomblog.com/family-guide-orange-county-beaches/,anaheim,huntington beach,"Huntington State Beach, Beach Trail, Huntington Beach, Orange County, California, 92646, United States of America","Anaheim, Orange County, California, United States of America","Huntington Beach, Orange County, California, United States of America"
disneyland,theme_park,-117.91971186569,33.8136367,anaheim,https://anaheimadventures.net/2013/02/26/huntington-beach-california-the-king-of-all-beaches/,anaheim,huntington beach,"DL, 1313, South Harbor Boulevard, Anaheim Resort District, Anaheim, Orange County, California, 92805, United States of America","Anaheim, Orange County, California, United States of America","Huntington Beach, Orange County, California, United States of America"
disneyland,theme_park,-117.91971186569,33.8136367,anaheim,https://answers.yahoo.com/question/index?qid=20090607151452AA238pa,anaheim,huntington beach,"DL, 1313, South Harbor Boulevard, Anaheim Resort District, Anaheim, Orange County, California, 92805, United States of America","Anaheim, Orange County, California, United States of America","Huntington Beach, Orange County, California, United States of America"
quail hill irvine,retail,-117.779042025334,33.65475605,irvine,http://ocmomblog.com/category/parks/irvine/,anaheim,irvine,"Quail Hill Shopping Center, Woodbridge, Irvine, Orange County, California, 92603, United States of America","Anaheim, Orange County, California, United States of America","Irvine, Orange County, California, United States of America"
downtown santa ana,park,-117.8686671,33.7489063,anaheim,"https://en.wikipedia.org/wiki/Orange_County,_California",anaheim,irvine,"Downtown Santa Ana Historic District, North Sycamore Street, Santa Ana, Orange County, California, 92701, United States of America","Anaheim, Orange County, California, United States of America","Irvine, Orange County, California, United States of America"
knollcrest park,park,-117.773902417266,33.6487968,irvine,http://ocmomblog.com/category/parks/irvine/,anaheim,irvine,"Knollcrest Park, Quail Hill Parkway, Woodbridge, Irvine, Orange County, California, 92603, United States of America","Anaheim, Orange County, California, United States of America","Irvine, Orange County, California, United States of America"
balboa pavilion,yes,-117.898871851149,33.60270825,irvine,"https://en.wikipedia.org/wiki/Orange_County,_California",anaheim,irvine,"Balboa Pavilion, East Bay Avenue, Balboa Island, Newport Beach, Orange County, California, 92661, United States of America","Anaheim, Orange County, California, United States of America","Irvine, Orange County, California, United States of America"
santiago creek,stream,-117.8637832,33.7728092,anaheim,"https://en.wikipedia.org/wiki/Orange_County,_California",anaheim,irvine,"Santiago Creek, Santa Ana, Orange County, California, United States of America","Anaheim, Orange County, California, United States of America","Irvine, Orange County, California, United States of America"
laguna beach surf,hotel,-117.7737668,33.5303353,irvine,http://traveltips.usatoday.com/beaches-anaheim-california-106258.html,anaheim,irvine,"Surf & Sand Resort, South Coast Highway, Laguna Beach, Orange County, California, 92651, United States of America","Anaheim, Orange County, California, United States of America","Irvine, Orange County, California, United States of America"
laguna freeway,motorway,-117.7613863,33.6516295,irvine,"https://en.wikipedia.org/wiki/Orange_County,_California",anaheim,irvine,"Laguna Freeway, Woodbridge, Irvine, Orange County, California, 92618, United States of America","Anaheim, Orange County, California, United States of America","Irvine, Orange County, California, United States of America"
newport beach ca,city,-117.92944,33.6170092,irvine,http://www.california-blog.com/,anaheim,irvine,"Newport Beach, Orange County, California, United States of America","Anaheim, Orange County, California, United States of America","Irvine, Orange County, California, United States of America"
pacific coast highway,primary,-118.0051687,33.6595127,irvine,http://traveltips.usatoday.com/beaches-anaheim-california-106258.html,anaheim,irvine,"Pacific Coast Highway, Huntington Beach, Orange County, California, 92648, United States of America","Anaheim, Orange County, California, United States of America","Irvine, Orange County, California, United States of America"
pacific coast highway,primary,-118.0051687,33.6595127,irvine,http://www.travbuddy.com/California-travel-guide-p85,anaheim,irvine,"Pacific Coast Highway, Huntington Beach, Orange County, California, 92648, United States of America","Anaheim, Orange County, California, United States of America","Irvine, Orange County, California, United States of America"
fashion island,retail;commercial;residential,-117.872907649816,33.61476865,irvine,"https://en.wikipedia.org/wiki/Orange_County,_California",anaheim,irvine,"Fashion Island, Newport Center, Newport Beach, Orange County, California, 62660, United States of America","Anaheim, Orange County, California, United States of America","Irvine, Orange County, California, United States of America"
