"_cached_page_id","_template","_type","address","attraction","attraction_in","contact","knownFor","no_of_reviews","ranking","reviewComment","url"
"290756156f9b6babb3326f6801ee4423b4eb3e48","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Lincoln Boulevard, near Doyle Drive and Fort Point , San Francisco , CA 94129","Golden Gate Bridge","San Francisco","415-921-5858","","32,693","#2","You need to walk across the bridge, what we found the best was to catch a Taxi to the other side and walk back across. The day was crystal clear, took at least an hour as a... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d104675-Reviews-or21390-Golden_Gate_Bridge-San_Francisco_California.html"
"81a97fd28b32fec2bb3db991a8526aa92110d164","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Lincoln Boulevard, near Doyle Drive and Fort Point , San Francisco , CA 94129","Golden Gate Bridge","San Francisco","415-921-5858","","32,693","#2","Although there is nothing to do at the Golden Gate Bridge other than fantastic photo opportunities it is definately worth a visit. People do not realise the vast size of it and we... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d104675-Reviews-or21400-Golden_Gate_Bridge-San_Francisco_California.html"
"f6704a8e52358e2346ac9ee13ea512e2684f4604","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","The Embarcadero at Beach Street , c/o Aquarium of the Bay , San Francisco , CA 94133","Sea Lion Center","San Francisco","+1 415-262-4734","Neighborhood: Fisherman’s Wharf Nature & Wildlife Areas , Nature & Parks , Zoos & Aquariums","75","#105","Very noisy, very crowded, but a great place to see the sea lions. We visited in mid-June, and there were about twenty sea lions on the docks. They are so cute! One of them swam... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d6352219-Reviews-or20-Sea_Lion_Center-San_Francisco_California.html"
"e8bac48eda39da1c45745a06a1a17d9c2f1c9369","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","175 Jefferson St , San Francisco , CA 94133-1201","Ripley s Believe It or Not! San Francisco","San Francisco","+1 415-202-9850","","177","#146","Was okay. Interesting in some aspects but I've been to a different location previously, and some was more of the same that I have seen before. Interesting overall. Tourist... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d2420049-Reviews-Ripley_s_Believe_It_or_Not_San_Francisco-San_Francisco_California.html"
"3200138b7ac96731183b0f50364c691465729b6f","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","50 Hagiwara Tea Garden Dr , Golden Gate Park , San Francisco , CA 94118-4502","de Young Museum","San Francisco","+1 415-750-3600","Specialty Museums , Museums As featured in A Weekend in San Francisco and 3 other guides Overview Tours & Tickets Reviews (1,450) Q&A (5) Location More Write a Review Save Book Now","1,450","#29","The de Young museum located at Golden Gate Park holds frequent traveling art shows, such as the Mayan Exhibition and Egyptian Exposition...also has a permanent array of paintings... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d127943-Reviews-De_Young_Museum-San_Francisco_California.html"
"da03801a8f90ee69a1d074ee5ae1816260fec125","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","55 Music Concourse Dr , Golden Gate Park , San Francisco , CA 94118-4503","California Academy of Sciences","San Francisco","+1 415-379-8000","Neighborhood: Golden Gate Park Educational sites , Natural History Museums , Science Museums , Observatories & Planetariums , Zoos & Aquariums , Nature & Parks , Sights & Landmarks , Museums , More As featured in A Weekend in San Francisco and 3 other guides Overview Tours & Tickets Reviews (4,171) Q&A (10) Location More Write a Review Save Book a Tour","4,171","#14","My wife and I are both in our early 50’s. Just the two of us went. We wondered if this would be very enjoyable or not without kids. We loved it. We spent about 3 hours here... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d117078-Reviews-California_Academy_of_Sciences-San_Francisco_California.html"
"9a3802077dc355e06490b724aa96313b84342ddd","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","55 Music Concourse Dr , San Francisco , CA 94118-4503","Shakespeare Garden","San Francisco","415-831-5500","","5","#290","This garden is simply one of the most peaceful places I""ve been. It's the kind of place that I would visit all the time if I lived in SF.","https://www.tripadvisor.com/Attraction_Review-g60713-d8779371-Reviews-Shakespeare_Garden-San_Francisco_California.html"
"3a1520656acc474a92ff9a07a82786d38d4cab13","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","856 Stanyan St , Golden Gate Park , San Francisco , CA 94117-2752","National AIDS Memorial Grove","San Francisco","+1 415-750-8340","","18","#186","We were at a birthday party for a friend at The AIDS Memorial Grove this weekend. First, the weather in the city was around 78 degrees..unheard of! There was not a cloud in the... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d311692-Reviews-National_AIDS_Memorial_Grove-San_Francisco_California.html"
"057361b8a59652f99b6792d293e33704827ae993","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Golden Gate National Recreation Area , CA 94965","Marin Headlands","Marin County","415-331-1540","Nature & Wildlife Areas , State Parks , Nature & Parks","1,731","#2","Great place to both hike or sit and watch the crashing waves and ships going under the Golden Gate Bridge. Bunkers are fun for the kids to explore...or for the kid in you!","https://www.tripadvisor.com/Attraction_Review-g155988-d103182-Reviews-or1510-Marin_Headlands-Marin_County_California.html"
"b2f717ee4819b54f60245cd9c3c9d24f6b8547a2","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Golden Gate National Recreation Area , CA 94965","Marin Headlands","Marin County","415-331-1540","Nature & Wildlife Areas , State Parks , Nature & Parks","1,731","#2","I have taken many family members and visitors to this view of the city and Golden Gate bridge ""from behind"" which is an excellent view. You can see this view on many television... read more","https://www.tripadvisor.com/Attraction_Review-g155988-d103182-Reviews-or1490-Marin_Headlands-Marin_County_California.html"
"788ad7857a93b6a283cc6b80cfc1458702221ca1","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","1691 John F Kennedy Dr , San Francisco , CA 94121","Golden Gate Park Windmills & Tulips","San Francisco","+1 415-263-0991","","28","#153","Who knew that situated in Golden Gate Park on the far western end across the road from Ocean Beach was a tulip garden and Dutch Windmill? Well worth the stop for the peace and... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d7998276-Reviews-Golden_Gate_Park_Windmills_Tulips-San_Francisco_California.html"
"c063ce1825c920ac78e8206b18d6107900eeacec","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Golden Gate National Recreation Area , CA 94965","Marin Headlands","Marin County","415-331-1540","Nature & Wildlife Areas , State Parks , Nature & Parks","1,731","#2","My wife and I live nearby the Headlands and our favorite is a hike from the parking lot of Rodeo Beach. Walk away from the Ocean and you'll see an uphill traill, just follow the... read more","https://www.tripadvisor.com/Attraction_Review-g155988-d103182-Reviews-or1500-Marin_Headlands-Marin_County_California.html"
"42fc1abfea9bb33b5ffa1e0e24d122aaef67117a","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","US-101 , Golden Gate Bridge , Sausalito , CA 94965","Vista Point","Sausalito","14159215858","Lookouts , Sights & Landmarks","310","#1","Great views of the Golden Gate, San Francisco, and the entire Bay! Gives you a great perspective of the entire area. I live in the Bay Area, and I always make sure to take... read more","https://www.tripadvisor.com/Attraction_Review-g33062-d7717211-Reviews-or90-Vista_Point-Sausalito_Marin_County_California.html"
"aa1f2f4869511f34a9e0eab611ba6325cce991cf","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","1199 9th Ave , Golden Gate Park , San Francisco , CA 94122","San Francisco Botanical Garden","San Francisco","(415) 661-1316","Gardens , Nature & Wildlife Areas , Nature & Parks As featured in Romantic Guide to San Francisco and 2 other guides Overview Tours & Tickets Reviews (532) Q&A (5) Location More Write a Review Save Book a Tour","532","#42","We are still working our way through Nat Geo's best public gardens and the San Francisco Botanical Garden is certainly deserving of being on the list. We were actually killing... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d104952-Reviews-San_Francisco_Botanical_Garden-San_Francisco_California.html"
"44d88a7dea131a9c225c8d3cad3364f85f349724","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Lombard Street at Kearny Street , North Beach , San Francisco , CA","Telegraph Hill","San Francisco","","Neighborhood: North Beach / Telegraph Hill Historic Walking Areas , Observation Decks & Towers , Points of Interest & Landmarks , Lookouts , Sights & Landmarks , More As featured in Best City in the World Overview Tours & Tickets Reviews (209) Q&A (1) Location More Write a Review Save Book a Tour","209","#82","This is a hefty hill, so be ready for a workout. It's iconic and historic for being the first place in San Francisco with a telegraph line.","https://www.tripadvisor.com/Attraction_Review-g60713-d105361-Reviews-Telegraph_Hill-San_Francisco_California.html"
"421b978b7cf62cd85641bbe445e1e580125264a6","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Moraga St , between 15th & 16th Ave , San Francisco , CA 94122","16th Avenue Tiled Steps","San Francisco","","Scenic Walking Areas , Points of Interest & Landmarks , Sights & Landmarks","325","#44","This is an amazing project not to be missed! Each level of steps is a different habitat. Starts at the bottom of the stairs in the riparian habitat. Moves up to a river, an ocean... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d3440316-Reviews-or250-16th_Avenue_Tiled_Steps-San_Francisco_California.html"
"2182e11fa8aa89ba2d022903f2f2373dafc8c4bc","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Moraga St , between 15th & 16th Ave , San Francisco , CA 94122","16th Avenue Tiled Steps","San Francisco","","Scenic Walking Areas , Points of Interest & Landmarks , Sights & Landmarks","325","#44","Beautiful tiled stairs in a nice and quiet neighbourhood. The houses in the surrounding streets are also very beautiful.","https://www.tripadvisor.com/Attraction_Review-g60713-d3440316-Reviews-or50-16th_Avenue_Tiled_Steps-San_Francisco_California.html"
"c509cacc6c94ed6c3e32adbad6d89976db3b0a58","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Moraga St , between 15th & 16th Ave , San Francisco , CA 94122","16th Avenue Tiled Steps","San Francisco","","Scenic Walking Areas , Points of Interest & Landmarks , Sights & Landmarks","325","#44","These mosaic tiles steps are gorgeous. Each tier creates a different picture. Don't forget to turn around and look out at the view as you climb the steps also! It was pretty... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d3440316-Reviews-or40-16th_Avenue_Tiled_Steps-San_Francisco_California.html"
"291f1b4540a0955944030ba1673288410270ccc1","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Lincoln Boulevard, near Doyle Drive and Fort Point , San Francisco , CA 94129","Golden Gate Bridge","San Francisco","415-921-5858","","32,693","#2","I stopped by here on my visit to SF. I drove here coming from Fisherman's Wharf and the Marina area. You get on the 101 freeway and take the last exit before the tolls as you head... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d104675-Reviews-or21370-Golden_Gate_Bridge-San_Francisco_California.html"
"1248d45488f849d8cac94ae4013a3d919da2b025","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Lincoln Boulevard, near Doyle Drive and Fort Point , San Francisco , CA 94129","Golden Gate Bridge","San Francisco","415-921-5858","","32,693","#2","The Golden Gate bridge is truly the icon of San Francisco! My husband and I visited the bridge twice within 2 days in a row, one during foggy day and the other on sunny one. Bring... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d104675-Reviews-or21360-Golden_Gate_Bridge-San_Francisco_California.html"
"f9f2e3979cfdb7aa5fe1c837bfa8f577705f8bbf","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Pier 39 , 918 D Avenue , San Francisco , CA 94133","Magowan's Infinite Mirror Maze","null","+1 415-835-0019","Neighborhood: Fisherman’s Wharf Game & Entertainment Centers , Fun & Games","70","#8","We were there when it opened, but they weren't open! Ended up opening about 30 minutes late. My 4 yo loved it. Once he got to the end, he turned around and went back to the... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d1783392-Reviews-Magowan_s_Infinite_Mirror_Maze-San_Francisco_California.html"
"5d3010e41558efac953936a4a685a4499886f059","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","200 Larkin St , San Francisco , CA 94102-4734","Asian Art Museum","San Francisco","415 581 3500","Neighborhood: Civic Center Art Museums , Museums","1,115","#21","I confess my review is a bit belated as we visited during the Emperor's Treasure's Exhibition which was superbly curated with both art objects and history. But we did extend our... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d103857-Reviews-Asian_Art_Museum-San_Francisco_California.html"
"c585fa4e41e159a97fd9a3cdd67f74dc6bbb36b6","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","55 Music Concourse Dr , Golden Gate Park , San Francisco , CA 94118-4503","California Academy of Sciences","San Francisco","+1 415-379-8000","Neighborhood: Golden Gate Park Educational sites , Natural History Museums , Science Museums , Observatories & Planetariums , Nature & Parks , Zoos & Aquariums , Sights & Landmarks , Museums , More As featured in A Weekend in San Francisco and 3 other guides Overview Tours & Tickets Reviews (4,171) Q&A (10) Location More Write a Review Save Book a Tour","4,171","#14","The planetarium is amazing. Great for kids as well as adults. The film takes you from your seat at the planetarium on a journey into space. Very information and fascinating. The... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d117078-Reviews-or3230-California_Academy_of_Sciences-San_Francisco_California.html"
"62e9371df67c97bd51c493a2ea194da28acebe50","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","1690 John F Kennedy Drive , San Francisco , CA","Queen Wilhelmina Garden","San Francisco","","","15","#250","The Queen Wilhelmina Garden is located at the base of the northernmost Dutch windmill along Ocean Beach. The mostly tulip garden with other blooming flowers mixed in was... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d2624522-Reviews-Queen_Wilhelmina_Garden-San_Francisco_California.html"
"08320ca70985d2fd5c7adf2e7f6266b14d695bc7","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Eighth Ave. at John F. Kennedy Dr. , San Francisco , CA","Art for Children at the de Young Museum","San Francisco","+1 415-863-3330","","2","#404","We held our son's 4th birthday party at the de Young and it was fantastic. We had a private docent tour of the amazing African mask exhibit. Afterwards, our group gathered in a... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d156293-Reviews-Art_for_Children_at_the_de_Young_Museum-San_Francisco_California.html"
"7b37b2369e274d429ce6c8677559703bb082c94b","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Golden Gate National Recreation Area , CA 94965","Marin Headlands","Marin County","415-331-1540","Nature & Wildlife Areas , State Parks , Nature & Parks","1,731","#2","Spectacular views both towards the city and towards the ocean /cliffs, just few minutes away from the Golden Gate bridge. Calm, peaceful atmosphere, but well connected (even... read more","https://www.tripadvisor.com/Attraction_Review-g155988-d103182-Reviews-or1480-Marin_Headlands-Marin_County_California.html"
"c7ac1c304f405f1dc874e46fd1761597ac6567e4","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Golden Gate National Recreation Area , CA 94965","Marin Headlands","Marin County","415-331-1540","Nature & Wildlife Areas , State Parks , Nature & Parks","1,731","#2","You need to head out of town on the 101 across Golden Gate Bridge to get to the Marin Headlands but on a clear day you'll take some of your best photos of the city skyline and the... read more","https://www.tripadvisor.com/Attraction_Review-g155988-d103182-Reviews-or1470-Marin_Headlands-Marin_County_California.html"
"628eb4438645ba00aef6665657d649c91180233e","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","1691 John F Kennedy Dr , San Francisco , CA 94121","Golden Gate Park Windmills & Tulips","San Francisco","+1 415-263-0991","","28","#153","We visited the windmill area of Golden Gate Park. One can also see the windmill from the beach area. Today they are historic windmills to see. When first built, they were... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d7998276-Reviews-or10-Golden_Gate_Park_Windmills_Tulips-San_Francisco_California.html"
"c342bfa2fb35358368e85247c7b970feaaf6533b","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","1000 Great Hwy , Between Lincoln and Fulton , San Francisco , CA 94121-3268","Beach Chalet","San Francisco","+1 415-386-8439","","77","#183","We got a recommendation to visit The Beach Chalet while on our long weekend getaway to San Francisco. Although we were told you don't need a reservation, we phoned for one... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d156308-Reviews-Beach_Chalet-San_Francisco_California.html"
"24425cb9242f1ff9a8d2782cc2eb16a2c379453d","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","US-101 , Golden Gate Bridge , Sausalito , CA 94965","Vista Point","Sausalito","14159215858","Lookouts , Sights & Landmarks","310","#1","We spent our 46th anniversary in San Francisco. We've been to SF many times but we never walked over the bridge. We are nearing 70 years and decided to do it. Unexpectedly, it was... read more","https://www.tripadvisor.com/Attraction_Review-g33062-d7717211-Reviews-or70-Vista_Point-Sausalito_Marin_County_California.html"
"43b9c72c5792738d21698db6ed049746d91ab1ba","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","1199 9th Ave , Golden Gate Park , San Francisco , CA 94122","San Francisco Botanical Garden","San Francisco","(415) 661-1316","Gardens , Nature & Wildlife Areas , Nature & Parks As featured in Romantic Guide to San Francisco and 2 other guides Overview Tours & Tickets Reviews (532) Q&A (5) Location More Write a Review Save Book a Tour","532","#42","A wide variety of flowers and birds to see in different seasons. Some unique aspects are the flowers planted that are mentioned in Shakespeare's works, and the scent garden that... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d104952-Reviews-or20-San_Francisco_Botanical_Garden-San_Francisco_California.html"
"9871e746549e4696c59d3164ce967f6e64d21c47","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","San Francisco , CA","Little Italy","San Francisco","","Neighborhood: North Beach / Telegraph Hill Neighborhoods , Other, Sights & Landmarks As featured in A Weekend in San Francisco Overview Tours & Tickets Reviews (261) Q&A Location More Write a Review Save Book a Tour","261","#72","San Francisco was founded by many different type of immigrants...Chinese, Hispanic, Japanese and Italian. Little Italy offers a multitude of great restaurants, coffee shops and... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d142403-Reviews-Little_Italy-San_Francisco_California.html"
"795ccd1483a00f5cf698a2cd7d794b732269459b","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Moraga St , between 15th & 16th Ave , San Francisco , CA 94122","16th Avenue Tiled Steps","San Francisco","","Scenic Walking Areas , Points of Interest & Landmarks , Sights & Landmarks","325","#44","On a recent visit to San Francisco we sought out the 16th Ave Tiled Steps which others have described here. Artists Aileen Barr and Colette Crutcher led the creation of the 163... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d3440316-Reviews-or230-16th_Avenue_Tiled_Steps-San_Francisco_California.html"
"297cc17ccda6af28a786aa8be0eeee7435a26797","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Moraga St , between 15th & 16th Ave , San Francisco , CA 94122","16th Avenue Tiled Steps","San Francisco","","Scenic Walking Areas , Points of Interest & Landmarks , Sights & Landmarks","325","#44","There will be people doing their daily routine of stairs so try to stay out of their way as it is their neighborhood and we are tourists taking pics :)","https://www.tripadvisor.com/Attraction_Review-g60713-d3440316-Reviews-or60-16th_Avenue_Tiled_Steps-San_Francisco_California.html"
"36b650e1292de3776e638803fd26f77980c39fdb","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Moraga St , between 15th & 16th Ave , San Francisco , CA 94122","16th Avenue Tiled Steps","San Francisco","","Scenic Walking Areas , Points of Interest & Landmarks , Sights & Landmarks","325","#44","People who live here are obviously in love with their little bit of Heaven. When I lived nearby, each passing made me stop and admire the lovely neighborhood wonder. Bringing... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d3440316-Reviews-or220-16th_Avenue_Tiled_Steps-San_Francisco_California.html"
"3c27a471eb2ac88e79925ce1ea979f34e233ce01","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Moraga St , between 15th & 16th Ave , San Francisco , CA 94122","16th Avenue Tiled Steps","San Francisco","","Scenic Walking Areas , Points of Interest & Landmarks , Sights & Landmarks","325","#44","My wife and I went here and like most san fran days it was overcast and cloudy, even with that we were able to see views for miles from up here. It can be a little tricky getting... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d3440316-Reviews-or240-16th_Avenue_Tiled_Steps-San_Francisco_California.html"
"93ed5018145436ab67b4e80004384c5d47cfeb70","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","926 Mason St , in the Presidio , San Francisco , CA 94129-1602","House Of Air","null","+1 415-345-9675","","33","#16","I had a lot of fun at House of air ! Employees are absolutely adorable and very welcoming, on top of everything ! Trampolines are all over the place and they did a great job... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d2437431-Reviews-House_Of_Air-San_Francisco_California.html"
"7c0c6fa3e30e34c2b4e7234e55c7cb603c6ab4f1","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Lincoln Boulevard, near Doyle Drive and Fort Point , San Francisco , CA 94129","Golden Gate Bridge","San Francisco","415-921-5858","","32,693","#2","I visited San Francisco several years ago and I was so excited to see the Golden Gate Bridge. During the summer of 2011, I stayed in the City for 3 months. The bridge still look... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d104675-Reviews-or21330-Golden_Gate_Bridge-San_Francisco_California.html"
"e0ea289308575045000c7364077de6a4a93face3","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","1192 Market St , San Francisco , CA 94102-4928","Orpheum Theatre","San Francisco","+1 415-551-2000","","208","#78","The Orpheum is SFs best opera house, great acoustics and seating views. I saw ""Phantom of the Opera"" here years back, and it was an awesome experience...tickets not as pricey as... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d156586-Reviews-Orpheum_Theatre-San_Francisco_California.html"
"e8c868e13dc12ac4f573947dfe33068fc5cf310a","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","55 Music Concourse Dr , Golden Gate Park , San Francisco , CA 94118-4503","California Academy of Sciences","San Francisco","+1 415-379-8000","Neighborhood: Golden Gate Park Educational sites , Natural History Museums , Science Museums , Observatories & Planetariums , Sights & Landmarks , Museums , Zoos & Aquariums , Nature & Parks , More As featured in A Weekend in San Francisco and 3 other guides Overview Tours & Tickets Reviews (4,171) Q&A (10) Location More Write a Review Save Book a Tour","4,171","#14","We opted to take our four grandchildren to see this new museum on Jan 2, 2009. We purchased our tickets on-line and arrived at 10:15 in the AM. The intent was to avoid the wait... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d117078-Reviews-or3210-California_Academy_of_Sciences-San_Francisco_California.html"
"77a2e15a6f20f86fb1d7eadda20963903deba932","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","55 Music Concourse Dr , Golden Gate Park , San Francisco , CA 94118-4503","California Academy of Sciences","San Francisco","+1 415-379-8000","Neighborhood: Golden Gate Park Educational sites , Natural History Museums , Science Museums , Observatories & Planetariums , Sights & Landmarks , Museums , Nature & Parks , Zoos & Aquariums , More As featured in A Weekend in San Francisco and 3 other guides Overview Tours & Tickets Reviews (4,171) Q&A (10) Location More Write a Review Save Book a Tour","4,171","#14","The planetarium show about Life, the Universe and Everything (actually entitled Fragile Planet) makes you realize how really, really big BIG can be. It's a little too much for... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d117078-Reviews-or3200-California_Academy_of_Sciences-San_Francisco_California.html"
"4b6ef1a5f5ed2b3ef6188a84b10d5a2865727ab5","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","1690 John F Kennedy Drive , San Francisco , CA","Queen Wilhelmina Garden","San Francisco","","","15","#250","What a lovely find. I really like well maintained, colorful gardens. This is what I consider a nice find on the west end of Golden Gate Park. A beautiful place for pictures with... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d2624522-Reviews-or10-Queen_Wilhelmina_Garden-San_Francisco_California.html"
"54696a9f494b304dbc3ef0efc2c87c4914b15704","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Golden Gate National Recreation Area , CA 94965","Marin Headlands","Marin County","415-331-1540","Nature & Wildlife Areas , State Parks , Nature & Parks","1,731","#2","As I said, walk...and be amazed. There are so many trails, be sure to take your lunch with you.","https://www.tripadvisor.com/Attraction_Review-g155988-d103182-Reviews-or1450-Marin_Headlands-Marin_County_California.html"
"05b8ce0899529eb6f8aece6db618cd54a155bc7a","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Golden Gate National Recreation Area , CA 94965","Marin Headlands","Marin County","415-331-1540","Nature & Wildlife Areas , State Parks , Nature & Parks","1,731","#2","Went over to Marin on a windy day and really enjoyed the scenery and old military base.","https://www.tripadvisor.com/Attraction_Review-g155988-d103182-Reviews-or1440-Marin_Headlands-Marin_County_California.html"
"595de02b5e2b2ccf30ad1a4762c62abc54f9fcc6","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","55 Music Concourse Dr , Golden Gate Park , San Francisco , CA 94118-4503","California Academy of Sciences","San Francisco","+1 415-379-8000","Neighborhood: Golden Gate Park Educational sites , Natural History Museums , Science Museums , Observatories & Planetariums , Sights & Landmarks , Museums , Nature & Parks , Zoos & Aquariums , More As featured in A Weekend in San Francisco and 3 other guides Overview Tours & Tickets Reviews (4,171) Q&A (10) Location More Write a Review Save Book a Tour","4,171","#14","Today we had a great mid-week visit to the California Academy of Sciences, though it took pre-planning and careful reading of tripadvisor reviews to make it work well. We had... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d117078-Reviews-or3220-California_Academy_of_Sciences-San_Francisco_California.html"
"dfcf2efca7d7a87bc851bda97f8a4f1c24c35adc","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","1096 Point Lobos Ave , San Francisco , CA 94121-1449","Camera Obscura","San Francisco","+1 415-750-0415","","21","#189","Novel option for looking at a great scenery. Not worth standing in line for, but a cool option if you are in the area and have the time","https://www.tripadvisor.com/Attraction_Review-g60713-d254548-Reviews-Camera_Obscura-San_Francisco_California.html"
