"subject","type","label","long","long_round","lat","lat_round","comment","abstract"
"http://dbpedia.org/resource/San_Carlos,_California","http://dbpedia.org/resource/California","San Carlos, California","-122.2667999267578",-122.27,"37.49918746948242",37.50,"San Carlos is a city in San Mateo County, California, USA on the San Francisco Peninsula, about halfway between San Francisco and San Jose. It is a small affluent residential suburb located between Belmont to the north and Redwood City to the south. The population was 28,406 at the 2010 census.","San Carlos is a city in San Mateo County, California, USA on the San Francisco Peninsula, about halfway between San Francisco and San Jose. It is a small affluent residential suburb located between Belmont to the north and Redwood City to the south. The population was 28,406 at the 2010 census."
"http://dbpedia.org/resource/San_Carlos,_California","http://dbpedia.org/resource/California","San Carlos, California","-122.2632751464844",-122.26,"37.49918746948242",37.50,"San Carlos is a city in San Mateo County, California, USA on the San Francisco Peninsula, about halfway between San Francisco and San Jose. It is a small affluent residential suburb located between Belmont to the north and Redwood City to the south. The population was 28,406 at the 2010 census.","San Carlos is a city in San Mateo County, California, USA on the San Francisco Peninsula, about halfway between San Francisco and San Jose. It is a small affluent residential suburb located between Belmont to the north and Redwood City to the south. The population was 28,406 at the 2010 census."
"http://dbpedia.org/resource/Shirley,_Kings_County,_California","http://dbpedia.org/resource/Unincorporated_area","Shirley, Kings County, California","-119.6641693115234",-119.66,"36.39861297607422",36.40,"Shirley (formerly, Harlow) is an unincorporated community in Kings County, California. It is located on the Atchison, Topeka and Santa Fe Railroad 4.5 miles (7.2 km) north of Hanford, at an elevation of 259 feet (79 m).","Shirley (formerly, Harlow) is an unincorporated community in Kings County, California. It is located on the Atchison, Topeka and Santa Fe Railroad 4.5 miles (7.2 km) north of Hanford, at an elevation of 259 feet (79 m)."
"http://dbpedia.org/resource/Sycamore_Flat,_California","http://dbpedia.org/resource/Unincorporated_area","Sycamore Flat, California","-121.3936080932617",-121.39,"36.26666641235352",36.27,"Sycamore Flat is an unincorporated community in Monterey County, California. It is located on Arroyo Seco 9 miles (14 km) west-southwest of Greenfield, at an elevation of 617 feet (188 m).The Arroyo Seco (Salinas River) flows beside Sycamore Flat.","Sycamore Flat is an unincorporated community in Monterey County, California. It is located on Arroyo Seco 9 miles (14 km) west-southwest of Greenfield, at an elevation of 617 feet (188 m). The Arroyo Seco (Salinas River) flows beside Sycamore Flat."
"http://dbpedia.org/resource/Temecula,_California","http://dbpedia.org/resource/California","Temecula, California","-117.1236114501953",-117.12,"33.50333404541016",33.50,"Temecula /təˈmɛkjᵿlə/ is a city in southwestern Riverside County, California, with a population of 100,097 during the 2010 census and an estimated 2013 population of 106,780. It was incorporated on December 1, 1989. Temecula is bordered by the City of Murrieta to the north and the Pechanga Indian Reservation and San Diego County to the south. The City of Temecula forms the southwestern anchor of the Inland Empire region.","Temecula /təˈmɛkjᵿlə/ is a city in southwestern Riverside County, California, with a population of 100,097 during the 2010 census and an estimated 2013 population of 106,780. It was incorporated on December 1, 1989. Temecula is bordered by the City of Murrieta to the north and the Pechanga Indian Reservation and San Diego County to the south. The City of Temecula forms the southwestern anchor of the Inland Empire region. The city is a prominent tourist destination, with the Temecula Valley Wine Country, Old Town Temecula, the Temecula Valley Polo Club, the Temecula Valley Balloon & Wine Festival, the Temecula Valley International Film Festival, championship golf courses, and resort accommodations attracting a significant amount of tourists which appreciably contributes to the city's economic profile. In addition to the tourism sector, the educational, healthcare, leisure, professional, finance, and retail sectors all contribute to the city's economy as well."
"http://dbpedia.org/resource/Tiburon,_California","http://dbpedia.org/resource/Town","Tiburon, California","-122.4566650390625",-122.46,"37.87361145019531",37.87,"Tiburon is an incorporated town in Marin County, California. It is located on the Tiburon Peninsula, which reaches south into the San Francisco Bay. The smaller city of Belvedere (formerly a separate island) occupies the south-west part of the peninsula and is contiguous with Tiburon. Tiburon is bordered by Corte Madera to the north and Mill Valley to the west, but is otherwise mostly surrounded by the Bay. Besides Belvedere and Tiburon, much of the peninsula is unincorporated, including portions of the north side and the communities of Strawberry and Paradise Cay.","Tiburon is an incorporated town in Marin County, California. It is located on the Tiburon Peninsula, which reaches south into the San Francisco Bay. The smaller city of Belvedere (formerly a separate island) occupies the south-west part of the peninsula and is contiguous with Tiburon. Tiburon is bordered by Corte Madera to the north and Mill Valley to the west, but is otherwise mostly surrounded by the Bay. Besides Belvedere and Tiburon, much of the peninsula is unincorporated, including portions of the north side and the communities of Strawberry and Paradise Cay. The population of Tiburon was 8,962 at the 2010 census. Belvedere and Tiburon share a post office. The city's name derives from the Spanish word tiburón, which means ""shark"". The name was first given to the peninsula on which the city is situated, and probably inspired by the prevalence of locally native leopard sharks in the surrounding waters. Tiburon was formerly the southern terminus of the Northwestern Pacific Railroad, which transported freight for transfer to barges for shipping to cities around San Francisco Bay. It is now a commuter and tourist town, linked by fast ferry services to San Francisco and with a concentration of restaurants and clothes shops. It is the nearest mainland point to Angel Island and a regular ferry service connects to the island."
"http://dbpedia.org/resource/Tionesta,_California","http://dbpedia.org/resource/Unincorporated_area","Tionesta, California","-121.3280563354492",-121.33,"41.64611053466797",41.65,"Tionesta is an unincorporated community in Modoc County, California. It is located on the former Great Northern Railway Bieber Line, 2 miles (3.2 km) northwest of Timber Mountain, at an elevation of 4278 feet (1304 m).Modoc County Air Pollution Control District records show a facility named PG&E Tionesta Compressor Station, (permit #97-01) located at 41°38′57″N121°19′06″W﻿ / ﻿41.64917°N 121.31833°W on State Route 139. In public filings, the facility is also identified as Compressor Station Number 14B. This is a major geographic feature of the area.","Tionesta is an unincorporated community in Modoc County, California. It is located on the former Great Northern Railway Bieber Line, 2 miles (3.2 km) northwest of Timber Mountain, at an elevation of 4278 feet (1304 m). Tionesta has feature ID 1660004 in the U.S. Geological Survey, National Geographic Names database. The latitude and longitude for the development are 41°38′46″N121°19′41″W﻿ / ﻿41.64611°N 121.32806°W on the Perez, California 7.5-minute quadrangle. The area is part of ZIP Code 96134, which includes other nearby locales such as Tulelake, Newell, and Lava Beds National Monument, and area code 530. The BNSF Railway Gateway Subdivision track runs through this area. Tionesta is the southern gateway to Lava Beds National Monument. Nearby is the Eagle's Nest R.V. Park for motor home, trailer and tent camping. Next door is the Hawks Nest Cabins & RV Park. The Timber Mountain Store sells provisions and serves cold beverages. Tionesta also provides access to the Medicine Lakes highlands and Glass Mountain. Numerous outdoor activities are available, including camping, hiking, exploring the area and the over 300 caves at Lava Beds. Tule Lake Segregation Center and Captain Jack's Stronghold are two of the many historical attractions also to be found in the surrounding area. Modoc County Air Pollution Control District records show a facility named PG&E Tionesta Compressor Station, (permit #97-01) located at 41°38′57″N121°19′06″W﻿ / ﻿41.64917°N 121.31833°W on State Route 139. In public filings, the facility is also identified as Compressor Station Number 14B. This is a major geographic feature of the area."
"http://dbpedia.org/resource/Walong,_California","http://dbpedia.org/resource/Unincorporated_area","Walong, California","-118.5377807617188",-118.54,"35.1974983215332",35.20,"Walong is an unincorporated community in Kern County, California. It is located on the railroad 2.25 miles (3.6 km) southeast of Keene, at an elevation of 3058 feet (932 m).The name, which honors W.A. Long (a Southern Pacific Railroad official), was bestowed in 1876.Walong is noted mostly as the location of the Tehachapi Loop, where railroad engineers curved the track around in a circle to gain elevation in a short lateral distance. Trains actually pass over themselves as they traverse this loop.","Walong is an unincorporated community in Kern County, California. It is located on the railroad 2.25 miles (3.6 km) southeast of Keene, at an elevation of 3058 feet (932 m). The name, which honors W.A. Long (a Southern Pacific Railroad official), was bestowed in 1876. Walong is noted mostly as the location of the Tehachapi Loop, where railroad engineers curved the track around in a circle to gain elevation in a short lateral distance. Trains actually pass over themselves as they traverse this loop."
"http://dbpedia.org/resource/Westlake_Village,_California","http://dbpedia.org/resource/California","Westlake Village, California","-118.8194427490234",-118.82,"34.14194488525391",34.14,"Westlake Village is a planned community that straddles the Los Angeles and Ventura county line. The eastern portion is the incorporated city of Westlake Village, located on the western edge of Los Angeles County, California. The city, located in the region known as the Conejo Valley, encompasses half of the area surrounding Westlake Lake, and small neighborhoods primarily south of U.S. Route 101 and east of La Venta Drive. The population was estimated to be at 8,473 in 2014, up from 8,368 at the 2000 census. The headquarters of the Dole Food Company is also located in Westlake Village.","Westlake Village is a planned community that straddles the Los Angeles and Ventura county line. The eastern portion is the incorporated city of Westlake Village, located on the western edge of Los Angeles County, California. The city, located in the region known as the Conejo Valley, encompasses half of the area surrounding Westlake Lake, and small neighborhoods primarily south of U.S. Route 101 and east of La Venta Drive. The population was estimated to be at 8,473 in 2014, up from 8,368 at the 2000 census. The headquarters of the Dole Food Company is also located in Westlake Village. The western portion of Westlake Village is a community, within the city limits of Thousand Oaks, in Ventura County. The properties and businesses in this portion can be addressed as ""Westlake Village"", as the United States Post Office maps both 91361 and 91362 ZIP codes to this area. Built across the county line as a planned development, residents recognize that the community of Westlake Village is not limited to the incorporated city in Los Angeles County, but encompassing the entire area surrounding the man made lake. The original community was known simply as ""Westlake"". Roughly two-thirds of it was annexed by the city of Thousand Oaks in two portions, in 1968 and 1972. In 1981, the remaining third eventually incorporated as the City of Westlake Village."
"http://dbpedia.org/resource/Westside_Village,_Los_Angeles","http://dbpedia.org/resource/List_of_districts_and_neighborhoods_of_Los_Angeles","Westside Village, Los Angeles","-118.4182434082031",-118.42,"34.02422714233398",34.02,"Westside Village is a residential neighborhood on the westside of Los Angeles County, California, bounded by National Boulevard to the north, Charnock Road to the south, Overland Avenue to the east and Sepulveda Boulevard to the west. The neighborhood shares a 90034 zip code with Palms, but Westside Village is designated ""Zone 1"" of the Mar Vista Community Council.","Westside Village is a residential neighborhood on the westside of Los Angeles County, California, bounded by National Boulevard to the north, Charnock Road to the south, Overland Avenue to the east and Sepulveda Boulevard to the west. The neighborhood shares a 90034 zip code with Palms, but Westside Village is designated ""Zone 1"" of the Mar Vista Community Council."
"http://dbpedia.org/resource/Baywood-Los_Osos,_California","http://dbpedia.org/resource/Unincorporated_area","Baywood-Los Osos, California","-120.8355560302734",-120.84,"35.31666564941406",35.32,"Baywood-Los Osos (locally known as Los Osos-Baywood Park) is an unincorporated community in western San Luis Obispo County, California. The population was 14,351 in the 2000 census. It includes the communities of Los Osos, which is located near Morro Bay, Baywood Park, and the former community of Cuesta-by-the-Sea.","Baywood-Los Osos (locally known as Los Osos-Baywood Park) is an unincorporated community in western San Luis Obispo County, California. The population was 14,351 in the 2000 census. It includes the communities of Los Osos, which is located near Morro Bay, Baywood Park, and the former community of Cuesta-by-the-Sea."
"http://dbpedia.org/resource/China_Lake_Acres,_California","http://dbpedia.org/resource/Census-designated_place","China Lake Acres, California","-117.7638854980469",-117.76,"35.64055633544922",35.64,"China Lake Acres is a census-designated place (CDP) in Kern County, California, United States. The population was 1,876 at the 2010 census, up from 1,761 at the 2000 census.","China Lake Acres is a census-designated place (CDP) in Kern County, California, United States. The population was 1,876 at the 2010 census, up from 1,761 at the 2000 census."
"http://dbpedia.org/resource/Hacienda_Heights,_California","http://dbpedia.org/resource/Census-designated_place","Hacienda Heights, California","-117.9694442749023",-117.97,"34.00055694580078",34.00,"Hacienda Heights is census-designated place in Los Angeles County, California, United States. As of the 2010 census, the community had a total population of 54,038, up from 53,122 at the 2000 census.","Hacienda Heights is census-designated place in Los Angeles County, California, United States. As of the 2010 census, the community had a total population of 54,038, up from 53,122 at the 2000 census."
"http://dbpedia.org/resource/North_Woodbridge,_California","http://dbpedia.org/resource/Census-designated_place","North Woodbridge, California","-121.3088912963867",-121.31,"38.1602783203125",38.16,"North Woodbridge was a former census-designated place (CDP) in San Joaquin County, California, United States. The population was 1,320 at the 2000 census. For the 2010 census, the CDP's of South Woodbridge and North Woodbridge were merged into Woodbridge.","North Woodbridge was a former census-designated place (CDP) in San Joaquin County, California, United States. The population was 1,320 at the 2000 census. For the 2010 census, the CDP's of South Woodbridge and North Woodbridge were merged into Woodbridge."
"http://dbpedia.org/resource/Rancho_San_Diego,_California","http://dbpedia.org/resource/Census-designated_place","Rancho San Diego, California","-116.92138671875",-116.92,"32.76610946655273",32.77,"Rancho San Diego is a census-designated place (CDP) in San Diego County, California. The population was 21,208 at the 2010 census, up from 20,155 at the 2000 census. The area was developed as subdivisions beginning in the 1970s.","Rancho San Diego is a census-designated place (CDP) in San Diego County, California. The population was 21,208 at the 2010 census, up from 20,155 at the 2000 census. The area was developed as subdivisions beginning in the 1970s."
"http://dbpedia.org/resource/Rolling_Hills_Estates,_California","http://dbpedia.org/resource/California","Rolling Hills Estates, California","-118.3608322143555",-118.36,"33.77361297607422",33.77,"Rolling Hills Estates is a city in Los Angeles County, California, United States. The population was 8,067 at the 2010 census, up from 7,676 at the 2000 census.On the northern side of the Palos Verdes Peninsula, facing Torrance, Rolling Hills Estates is mostly residential. Incorporated in 1957, Rolling Hills Estates tries to maintain a fairly bucolic character with a large number of horse paths. The history of Rolling Hills Estates actually dates back to the establishment of the first Spanish rancho land grant in California.","Rolling Hills Estates is a city in Los Angeles County, California, United States. The population was 8,067 at the 2010 census, up from 7,676 at the 2000 census. On the northern side of the Palos Verdes Peninsula, facing Torrance, Rolling Hills Estates is mostly residential. Incorporated in 1957, Rolling Hills Estates tries to maintain a fairly bucolic character with a large number of horse paths. The history of Rolling Hills Estates actually dates back to the establishment of the first Spanish rancho land grant in California."
"http://dbpedia.org/resource/South_Woodbridge,_California","http://dbpedia.org/resource/Census-designated_place","South Woodbridge, California","-121.3061141967773",-121.31,"38.15416717529297",38.15,"South Woodbridge was a former census-designated place (CDP) in San Joaquin County, California, United States. The population was 2,825 at the 2000 census. For the 2010 census, the CDP's of South Woodbridge and North Woodbridge were merged into Woodbridge.","South Woodbridge was a former census-designated place (CDP) in San Joaquin County, California, United States. The population was 2,825 at the 2000 census. For the 2010 census, the CDP's of South Woodbridge and North Woodbridge were merged into Woodbridge."
"http://dbpedia.org/resource/Stallion_Springs,_California","http://dbpedia.org/resource/Census-designated_place","Stallion Springs, California","-118.6425018310547",-118.64,"35.08889007568359",35.09,"Stallion Springs is a census-designated place (CDP) in the Tehachapi Mountains, in Kern County, California, USA. The population was 2,488 at the 2010 census, up from 1,522 at the 2000 census. Stallion Springs is located in the greater Tehachapi Area.","Stallion Springs is a census-designated place (CDP) in the Tehachapi Mountains, in Kern County, California, USA. The population was 2,488 at the 2010 census, up from 1,522 at the 2000 census. Stallion Springs is located in the greater Tehachapi Area."
"http://dbpedia.org/resource/Adelanto,_California","http://dbpedia.org/resource/California","Adelanto, California","-117.4327774047852",-117.43,"34.57611083984375",34.58,"Adelanto is a city in San Bernardino County, California about 9 miles (14 km) northwest of Victorville in the High Desert portion of the Inland Empire of the Greater Los Angeles Area. The name Adelanto means progress or advance in Spanish, and was first given to the post office that was established on the site in 1917. The population was 31,765 at the 2010 census, up from 18,130 at the 2000 census.","Adelanto is a city in San Bernardino County, California about 9 miles (14 km) northwest of Victorville in the High Desert portion of the Inland Empire of the Greater Los Angeles Area. The name Adelanto means progress or advance in Spanish, and was first given to the post office that was established on the site in 1917. The population was 31,765 at the 2010 census, up from 18,130 at the 2000 census."
"http://dbpedia.org/resource/Aliso_Viejo,_California","http://dbpedia.org/resource/California","Aliso Viejo, California","-117.7255554199219",-117.73,"33.57500076293945",33.58,"Aliso Viejo is a city in the San Joaquin Hills of southern Orange County, California. It had a population of 47,823 as of the 2010 census, up from 40,166 as of the 2000 census. It became Orange County's 34th city on July 1, 2001, the only city in Orange County to be incorporated since 2000. It is bordered by the cities of Laguna Beach on the west and southwest, Laguna Hills on the east, Laguna Niguel on the southeast, and Laguna Woods on the north.","Aliso Viejo is a city in the San Joaquin Hills of southern Orange County, California. It had a population of 47,823 as of the 2010 census, up from 40,166 as of the 2000 census. It became Orange County's 34th city on July 1, 2001, the only city in Orange County to be incorporated since 2000. It is bordered by the cities of Laguna Beach on the west and southwest, Laguna Hills on the east, Laguna Niguel on the southeast, and Laguna Woods on the north."
"http://dbpedia.org/resource/Almanor,_California","http://dbpedia.org/resource/Census-designated_place","Almanor, California","-121.1772232055664",-121.18,"40.21694564819336",40.22,"Almanor (formerly, Plumas Pines) was a census-designated place (CDP) in Plumas County, California, United States. The population was 0 at the 2010 Census. Almanor is located 7 miles (11.3 km) south-southeast of Chester.","Almanor (formerly, Plumas Pines) was a census-designated place (CDP) in Plumas County, California, United States. The population was 0 at the 2010 Census. Almanor is located 7 miles (11.3 km) south-southeast of Chester."
"http://dbpedia.org/resource/Alta_Sierra,_California","http://dbpedia.org/resource/Census-designated_place","Alta Sierra, California","-121.0524978637695",-121.05,"39.12888717651367",39.13,"Alta Sierra is a census-designated place (CDP) in Nevada County, California, United States. The population was 6,911 at the 2010 census, up from 6,522 at the 2000 census.","Alta Sierra is a census-designated place (CDP) in Nevada County, California, United States. The population was 6,911 at the 2010 census, up from 6,522 at the 2000 census."
"http://dbpedia.org/resource/Alum_Rock,_California","http://dbpedia.org/resource/Census-designated_place","Alum Rock, California","-121.825553894043",-121.83,"37.36750030517578",37.37,"Alum Rock (/ˈæləm/) is a census-designated place (CDP) in Santa Clara County, California, United States and a community of San Jose. The CDP, which excludes all annexed areas, had a population of 15,536 at the 2010 census. Alum Rock was named after a rock formerly thought to be composed of alum in nearby Alum Rock Park. Formerly a separate town, much of the community is unincorporated surrounded by incorporated San Jose; neighborhoods between White Road and Capitol Avenue are part of a city/county agreement for annexation. James Lick High School, Mt. Pleasant High School, and William C. Overfelt High School (which are part of the East Side Union High School District), Joseph George Middle School,","Alum Rock (/ˈæləm/) is a census-designated place (CDP) in Santa Clara County, California, United States and a community of San Jose. The CDP, which excludes all annexed areas, had a population of 15,536 at the 2010 census. Alum Rock was named after a rock formerly thought to be composed of alum in nearby Alum Rock Park. Formerly a separate town, much of the community is unincorporated surrounded by incorporated San Jose; neighborhoods between White Road and Capitol Avenue are part of a city/county agreement for annexation. James Lick High School, Mt. Pleasant High School, and William C. Overfelt High School (which are part of the East Side Union High School District), Joseph George Middle School, Ocala Middle School, and other schools in the Alum Rock Union School District serve the neighborhood. Near the center of the community is a small neighborhood commercial strip along Alum Rock Avenue at White Road."
"http://dbpedia.org/resource/Amesti,_California","http://dbpedia.org/resource/Census-designated_place","Amesti, California","-121.7822189331055",-121.78,"36.95916748046875",36.96,"Amesti is a census-designated place (CDP) in Santa Cruz County, California, United States. The population was 3,478 at the 2010 census.Amesti is named for José Amesti, a Basque who came to California in 1822, and who was the grantee of Rancho Los Corralitos.","Amesti is a census-designated place (CDP) in Santa Cruz County, California, United States. The population was 3,478 at the 2010 census. Amesti is named for José Amesti, a Basque who came to California in 1822, and who was the grantee of Rancho Los Corralitos."
"http://dbpedia.org/resource/Angels_Camp,_California","http://dbpedia.org/resource/City","Angels Camp, California","-120.5397186279297",-120.54,"38.06833267211914",38.07,"Angels Camp, also known as City of Angels and formerly Angel's Camp, Angels, Angels City, Carson's Creek and Clearlake, is the only incorporated city in Calaveras County, California, United States. The population was 3,835 at the 2010 census, up from 3,004 at the 2000 census. It lies at an elevation of 1378 feet (420 m).The city is California Historical Landmark #287.","Angels Camp, also known as City of Angels and formerly Angel's Camp, Angels, Angels City, Carson's Creek and Clearlake, is the only incorporated city in Calaveras County, California, United States. The population was 3,835 at the 2010 census, up from 3,004 at the 2000 census. It lies at an elevation of 1378 feet (420 m). Mark Twain based his short story ""The Celebrated Jumping Frog of Calaveras County"" on a story he claimed he heard at the Angels Hotel in 1865. The event is commemorated with a Jumping Frog Jubilee each May at the Calaveras County Fairgrounds, just east of the city. Because of this, Angels Camp is sometimes referred to as ""Frogtown."" The city is California Historical Landmark #287."
"http://dbpedia.org/resource/Antioch,_California","http://dbpedia.org/resource/California","Antioch, California","-121.8058319091797",-121.81,"38.00500106811523",38.01,"Antioch (formerly, East Antioch, Smith's Landing, and Marshs Landing) is a city in Contra Costa County, California, United States. Located in the East Bay region of the San Francisco Bay Area along the San Joaquin-Sacramento River Delta, it is a suburb of San Francisco and Oakland. The city's population was 102,372 at the 2010 census and estimated to be 108,930 in 2014.","Antioch (formerly, East Antioch, Smith's Landing, and Marshs Landing) is a city in Contra Costa County, California, United States. Located in the East Bay region of the San Francisco Bay Area along the San Joaquin-Sacramento River Delta, it is a suburb of San Francisco and Oakland. The city's population was 102,372 at the 2010 census and estimated to be 108,930 in 2014."
"http://dbpedia.org/resource/Apple_Valley,_California","http://dbpedia.org/resource/Town","Apple Valley, California","-117.1858367919922",-117.19,"34.50083160400391",34.50,"The Town of Apple Valley is located in the Victor Valley of San Bernardino County, in the U.S. state of California. It was incorporated on November 14, 1988, and is one of the twenty-two incorporated municipalities in California that uses ""town"" in its name instead of ""city."" The town is east of and adjoining to the neighboring cities of Victorville and Hesperia, 37 miles (60 km) south of Barstow and 46 miles (74 km) north of San Bernardino through the Cajon Pass. The population was 69,135 at the 2010 census.","The Town of Apple Valley is located in the Victor Valley of San Bernardino County, in the U.S. state of California. It was incorporated on November 14, 1988, and is one of the twenty-two incorporated municipalities in California that uses ""town"" in its name instead of ""city."" The town is east of and adjoining to the neighboring cities of Victorville and Hesperia, 37 miles (60 km) south of Barstow and 46 miles (74 km) north of San Bernardino through the Cajon Pass. The population was 69,135 at the 2010 census. Apple Valley is governed by a town council, whose current mayor is Larry Cusack. The mayor changes each December. Apple Valley was home to Roy Rogers and Dale Evans, whose museum was first established in Apple Valley (in 1967) before the museum was relocated to Victorville in 1976. Since 2003, the museum has been in Branson, Missouri. The move was made in hopes of reaching more fans; however, the museum closed for financial reasons on December 12, 2009."
"http://dbpedia.org/resource/Apple_Valley,_California","http://dbpedia.org/resource/Town","Apple Valley, California","-117.1858367919922",-117.19,"34.51666641235352",34.52,"The Town of Apple Valley is located in the Victor Valley of San Bernardino County, in the U.S. state of California. It was incorporated on November 14, 1988, and is one of the twenty-two incorporated municipalities in California that uses ""town"" in its name instead of ""city."" The town is east of and adjoining to the neighboring cities of Victorville and Hesperia, 37 miles (60 km) south of Barstow and 46 miles (74 km) north of San Bernardino through the Cajon Pass. The population was 69,135 at the 2010 census.","The Town of Apple Valley is located in the Victor Valley of San Bernardino County, in the U.S. state of California. It was incorporated on November 14, 1988, and is one of the twenty-two incorporated municipalities in California that uses ""town"" in its name instead of ""city."" The town is east of and adjoining to the neighboring cities of Victorville and Hesperia, 37 miles (60 km) south of Barstow and 46 miles (74 km) north of San Bernardino through the Cajon Pass. The population was 69,135 at the 2010 census. Apple Valley is governed by a town council, whose current mayor is Larry Cusack. The mayor changes each December. Apple Valley was home to Roy Rogers and Dale Evans, whose museum was first established in Apple Valley (in 1967) before the museum was relocated to Victorville in 1976. Since 2003, the museum has been in Branson, Missouri. The move was made in hopes of reaching more fans; however, the museum closed for financial reasons on December 12, 2009."
"http://dbpedia.org/resource/Apple_Valley,_California","http://dbpedia.org/resource/Town","Apple Valley, California","-117.216667175293",-117.22,"34.50083160400391",34.50,"The Town of Apple Valley is located in the Victor Valley of San Bernardino County, in the U.S. state of California. It was incorporated on November 14, 1988, and is one of the twenty-two incorporated municipalities in California that uses ""town"" in its name instead of ""city."" The town is east of and adjoining to the neighboring cities of Victorville and Hesperia, 37 miles (60 km) south of Barstow and 46 miles (74 km) north of San Bernardino through the Cajon Pass. The population was 69,135 at the 2010 census.","The Town of Apple Valley is located in the Victor Valley of San Bernardino County, in the U.S. state of California. It was incorporated on November 14, 1988, and is one of the twenty-two incorporated municipalities in California that uses ""town"" in its name instead of ""city."" The town is east of and adjoining to the neighboring cities of Victorville and Hesperia, 37 miles (60 km) south of Barstow and 46 miles (74 km) north of San Bernardino through the Cajon Pass. The population was 69,135 at the 2010 census. Apple Valley is governed by a town council, whose current mayor is Larry Cusack. The mayor changes each December. Apple Valley was home to Roy Rogers and Dale Evans, whose museum was first established in Apple Valley (in 1967) before the museum was relocated to Victorville in 1976. Since 2003, the museum has been in Branson, Missouri. The move was made in hopes of reaching more fans; however, the museum closed for financial reasons on December 12, 2009."
"http://dbpedia.org/resource/Apple_Valley,_California","http://dbpedia.org/resource/Town","Apple Valley, California","-117.216667175293",-117.22,"34.51666641235352",34.52,"The Town of Apple Valley is located in the Victor Valley of San Bernardino County, in the U.S. state of California. It was incorporated on November 14, 1988, and is one of the twenty-two incorporated municipalities in California that uses ""town"" in its name instead of ""city."" The town is east of and adjoining to the neighboring cities of Victorville and Hesperia, 37 miles (60 km) south of Barstow and 46 miles (74 km) north of San Bernardino through the Cajon Pass. The population was 69,135 at the 2010 census.","The Town of Apple Valley is located in the Victor Valley of San Bernardino County, in the U.S. state of California. It was incorporated on November 14, 1988, and is one of the twenty-two incorporated municipalities in California that uses ""town"" in its name instead of ""city."" The town is east of and adjoining to the neighboring cities of Victorville and Hesperia, 37 miles (60 km) south of Barstow and 46 miles (74 km) north of San Bernardino through the Cajon Pass. The population was 69,135 at the 2010 census. Apple Valley is governed by a town council, whose current mayor is Larry Cusack. The mayor changes each December. Apple Valley was home to Roy Rogers and Dale Evans, whose museum was first established in Apple Valley (in 1967) before the museum was relocated to Victorville in 1976. Since 2003, the museum has been in Branson, Missouri. The move was made in hopes of reaching more fans; however, the museum closed for financial reasons on December 12, 2009."
"http://dbpedia.org/resource/Aptos,_California","http://dbpedia.org/resource/Census-designated_place","Aptos, California","-121.9075012207031",-121.91,"36.98138809204102",36.98,"Aptos is a census-designated place (CDP) in Santa Cruz County, California, United States. The population was 6,220 at the 2010 census. Aptos is bisected northwest-to-southeast by the State Route 1 freeway.Aptos is also an unincorporated town defined by ZIP codes 95001 and 95003. The town includes several small communities with a combined population of 24,402:","Aptos is a census-designated place (CDP) in Santa Cruz County, California, United States. The population was 6,220 at the 2010 census. Aptos is bisected northwest-to-southeast by the State Route 1 freeway. Aptos is also an unincorporated town defined by ZIP codes 95001 and 95003. The town includes several small communities with a combined population of 24,402:"
"http://dbpedia.org/resource/Aptos_Hills-Larkin_Valley,_California","http://dbpedia.org/resource/Census-designated_place","Aptos Hills-Larkin Valley, California","-121.8313903808594",-121.83,"36.96083450317383",36.96,"Aptos Hills-Larkin Valley is a census-designated place (CDP) in Santa Cruz County, California, United States. The population was 2,381 at the 2010 census.","Aptos Hills-Larkin Valley is a census-designated place (CDP) in Santa Cruz County, California, United States. The population was 2,381 at the 2010 census."
"http://dbpedia.org/resource/Armona,_California","http://dbpedia.org/resource/Census-designated_place","Armona, California","-119.7083358764648",-119.71,"36.31583404541016",36.32,"Armona is a census-designated place (CDP) in Kings County, California, United States. Armona is located 3.5 miles (6 km) west-southwest of Hanford, at an elevation of 239 feet (73 m). It is part of the Hanford–Corcoran Metropolitan Statistical Area. The population was 4,156 at the 2010 census. Armona's motto is ""Small But Proud"".","Armona is a census-designated place (CDP) in Kings County, California, United States. Armona is located 3.5 miles (6 km) west-southwest of Hanford, at an elevation of 239 feet (73 m). It is part of the Hanford–Corcoran Metropolitan Statistical Area. The population was 4,156 at the 2010 census. Armona's motto is ""Small But Proud""."
